|6.6.6
peridotite_stx11_1.tab                                                                              
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  19705.7        927.273        3388.83        8.20476        4.68793     
  21220.7        927.273        3393.32        8.22008        4.69211     
  22735.8        927.273        3397.56        8.23449        4.69646     
  24250.8        927.273        3401.62        8.24815        4.70061     
  25765.9        927.273        3405.72        8.26184        4.70466     
  27280.9        927.273        3409.91        8.27600        4.70882     
  28796.0        927.273        3414.10        8.29004        4.71284     
  30311.0        927.273        3418.17        8.30370        4.71698     
  31826.1        927.273        3422.16        8.31689        4.72084     
  33341.1        927.273        3426.18        8.33028        4.72480     
  34856.2        927.273        3430.14        8.34338        4.72869     
  36371.2        927.273        3434.17        8.35684        4.73269     
  37886.3        927.273        3438.11        8.36987        4.73654     
  39401.3        927.273        3442.02        8.38274        4.74037     
  40916.4        927.273        3445.92        8.39563        4.74426     
  42431.4        927.273        3449.81        8.40846        4.74805     
  43946.5        927.273        3453.69        8.42115        4.75176     
  45461.5        927.273        3457.54        8.43366        4.75528     
  46976.6        927.273        3461.38        8.44652        4.75940     
  48491.6        927.273        3465.21        8.45907        4.76315     
  50006.7        927.273        3469.03        8.47164        4.76691     
  51521.7        927.273        3472.79        8.48373        4.77032     
  53036.8        927.273        3476.58        8.49627        4.77421     
  54551.8        927.273        3480.32        8.50844        4.77783     
  56066.9        927.273        3484.10        8.52130        4.78231     
  57581.9        927.273        3487.85        8.53315        4.78543     
  59097.0        927.273        3491.58        8.54591        4.78990     
  60612.0        927.273        3495.30        8.55777        4.79326     
  62127.1        927.273        3498.98        8.56975        4.79685     
  63642.1        927.273        3502.61        8.58124        4.79989     
  65157.2        927.273        3506.28        8.59302        4.80331     
  66672.2        927.273        3509.92        8.60487        4.80689     
  68187.3        927.273        3513.58        8.61680        4.81057     
  69702.3        927.273        3517.20        8.62839        4.81392     
  71217.4        927.273        3520.83        8.64013        4.81750     
  72732.4        927.273        3524.45        8.65182        4.82100     
  74247.5        927.273        3528.03        8.66335        4.82444     
  75762.5        927.273        3535.76        8.69192        4.84456     
  77277.6        927.273        3544.61        8.72547        4.86993     
  78792.6        927.273        3548.17        8.73695        4.87381     
  80307.7        927.273        3551.71        8.74834        4.87762     
  81822.7        927.273        3555.27        8.75984        4.88152     
  83337.8        927.273        3558.75        8.77102        4.88523     
  84852.8        927.273        3562.28        8.78235        4.88901     
  86367.9        927.273        3565.77        8.79337        4.89250     
  87882.9        927.273        3569.27        8.80447        4.89610     
  89398.0        927.273        3572.77        8.81615        4.90045     
  90913.0        927.273        3576.25        8.82739        4.90428     
  92428.1        927.273        3579.70        8.83806        4.90743     
  93943.1        927.273        3583.20        8.84961        4.91168     
  95458.2        927.273        3586.66        8.86064        4.91534     
  96973.2        927.273        3590.09        8.87132        4.91860     
  98488.3        927.273        3593.57        8.88241        4.92233     
  100003.        927.273        3597.03        8.89348        4.92606     
  101518.        927.273        3600.45        8.90456        4.92990     
  103033.        927.273        3603.60        8.91403        4.93231     
  104548.        927.273        3611.04        8.94274        4.94735     
  106064.        927.273        3620.75        8.97949        4.96748     
  107579.        927.273        3628.87        9.00972        4.98345     
  109094.        927.273        3636.93        9.03964        4.99930     
  110609.        927.273        3644.71        9.06808        5.01418     
  112124.        927.273        3652.73        9.09866        5.03034     
  113639.        927.273        3661.86        9.13355        5.04941     
  115154.        927.273        3753.12        9.49182        5.28805     
  116669.        927.273        3756.24        9.50199        5.29128     
  118184.        927.273        3759.38        9.51230        5.29467     
  119699.        927.273        3762.67        9.52417        5.29925     
  121214.        927.273        3768.37        9.54508        5.30908     
  122729.        927.273        3775.19        9.57010        5.32184     
  124244.        927.273        3782.65        9.59772        5.33630     
  125759.        927.273        3790.21        9.62583        5.35087     
  127274.        927.273        3795.59        9.64503        5.36006     
  128789.        927.273        3803.90        9.67482        5.37596     
  130304.        927.273        3810.81        9.70088        5.38924     
  131819.        927.273        3817.94        9.72765        5.40305     
  133334.        927.273        3824.84        9.75368        5.41632     
  134849.        927.273        3877.74        9.93562        5.53245     
  136365.        927.273        3891.68        9.98695        5.56469     
  137880.        927.273        3903.29        10.0309        5.59352     
  139395.        927.273        3910.21        10.0605        5.61378     
  140910.        927.273        3916.89        10.0888        5.63305     
  142425.        927.273        3923.87        10.1188        5.65386     
  143940.        927.273        3930.62        10.1476        5.67377     
  145455.        927.273        3937.86        10.1793        5.69608     
  146970.        927.273        3944.62        10.2085        5.71640     
  148485.        927.273        3950.91        10.2348        5.73453     
  150000.        927.273        3954.57        10.2477        5.74147     
  10.0000        941.414        3165.97        7.03972        3.50791     
  1525.05        941.414        3209.78        7.69912        4.41373     
  3040.10        941.414        3215.94        7.71863        4.42145     
  4555.15        941.414        3223.48        7.74114        4.43196     
  6070.20        941.414        3231.17        7.76414        4.44282     
  7585.25        941.414        3241.62        7.79477        4.45955     
  9100.30        941.414        3355.40        8.08613        4.65129     
  10615.4        941.414        3359.98        8.10202        4.65567     
  12130.4        941.414        3364.52        8.11789        4.66035     
  13645.5        941.414        3369.44        8.13535        4.66521     
  15160.5        941.414        3374.14        8.15179        4.66995     
  16675.6        941.414        3377.66        8.16281        4.67317     
  18190.6        941.414        3382.47        8.17982        4.67807     
  19705.7        941.414        3387.16        8.19628        4.68279     
  21220.7        941.414        3391.60        8.21148        4.68712     
  22735.8        941.414        3395.67        8.22511        4.69121     
  24250.8        941.414        3400.05        8.24003        4.69548     
  25765.9        941.414        3404.15        8.25379        4.69958     
  27280.9        941.414        3408.39        8.26812        4.70369     
  28796.0        941.414        3412.57        8.28213        4.70777     
  30311.0        941.414        3416.57        8.29552        4.71184     
  31826.1        941.414        3420.69        8.30930        4.71587     
  33341.1        941.414        3424.75        8.32289        4.71991     
  34856.2        941.414        3428.73        8.33602        4.72372     
  36371.2        941.414        3432.74        8.34932        4.72762     
  37886.3        941.414        3436.65        8.36235        4.73163     
  39401.3        941.414        3440.63        8.37553        4.73556     
  40916.4        941.414        3444.54        8.38844        4.73944     
  42431.4        941.414        3448.45        8.40133        4.74317     
  43946.5        941.414        3452.32        8.41407        4.74696     
  45461.5        941.414        3456.19        8.42682        4.75081     
  46976.6        941.414        3460.03        8.43944        4.75452     
  48491.6        941.414        3463.85        8.45199        4.75827     
  50006.7        941.414        3467.70        8.46459        4.76198     
  51521.7        941.414        3471.47        8.47684        4.76558     
  53036.8        941.414        3475.28        8.48980        4.77002     
  54551.8        941.414        3479.02        8.50185        4.77343     
  56066.9        941.414        3482.83        8.51483        4.77795     
  57581.9        941.414        3486.56        8.52632        4.78061     
  59097.0        941.414        3490.30        8.53883        4.78473     
  60612.0        941.414        3494.02        8.55096        4.78846     
  62127.1        941.414        3497.67        8.56275        4.79177     
  63642.1        941.414        3501.36        8.57450        4.79507     
  65157.2        941.414        3505.03        8.58641        4.79860     
  66672.2        941.414        3508.66        8.59803        4.80191     
  68187.3        941.414        3512.29        8.60957        4.80514     
  69702.3        941.414        3515.95        8.62170        4.80911     
  71217.4        941.414        3519.57        8.63329        4.81246     
  72732.4        941.414        3523.19        8.64504        4.81604     
  74247.5        941.414        3526.80        8.65662        4.81947     
  75762.5        941.414        3530.41        8.66818        4.82291     
  77277.6        941.414        3543.32        8.71912        4.86516     
  78792.6        941.414        3546.88        8.73044        4.86881     
  80307.7        941.414        3550.46        8.74203        4.87278     
  81822.7        941.414        3554.02        8.75338        4.87648     
  83337.8        941.414        3557.53        8.76469        4.88029     
  84852.8        941.414        3561.00        8.77597        4.88415     
  86367.9        941.414        3564.55        8.78734        4.88794     
  87882.9        941.414        3568.00        8.79846        4.89167     
  89398.0        941.414        3571.51        8.80979        4.89552     
  90913.0        941.414        3575.04        8.82112        4.89938     
  92428.1        941.414        3578.50        8.83187        4.90258     
  93943.1        941.414        3581.97        8.84330        4.90677     
  95458.2        941.414        3585.45        8.85440        4.91045     
  96973.2        941.414        3588.91        8.86542        4.91410     
  98488.3        941.414        3592.37        8.87646        4.91778     
  100003.        941.414        3595.83        8.88745        4.92140     
  101518.        941.414        3599.29        8.89840        4.92500     
  103033.        941.414        3602.69        8.90928        4.92866     
  104548.        941.414        3608.52        8.93037        4.93858     
  106064.        941.414        3614.48        8.95259        4.94918     
  107579.        941.414        3622.39        8.98272        4.96497     
  109094.        941.414        3634.59        9.02841        4.99129     
  110609.        941.414        3642.59        9.05841        5.00715     
  112124.        941.414        3649.95        9.08545        5.02110     
  113639.        941.414        3658.82        9.11937        5.03949     
  115154.        941.414        3735.59        9.41725        5.23770     
  116669.        941.414        3755.05        9.49598        5.28653     
  118184.        941.414        3758.16        9.50617        5.28984     
  119699.        941.414        3761.27        9.51646        5.29327     
  121214.        941.414        3764.96        9.52993        5.29870     
  122729.        941.414        3770.14        9.55061        5.30839     
  124244.        941.414        3778.53        9.58033        5.32451     
  125759.        941.414        3785.07        9.60602        5.33719     
  127274.        941.414        3793.19        9.63509        5.35282     
  128789.        941.414        3800.11        9.66003        5.36548     
  130304.        941.414        3806.77        9.68399        5.37768     
  131819.        941.414        3812.92        9.70792        5.38947     
  133334.        941.414        3820.41        9.73568        5.40391     
  134849.        941.414        3870.15        9.90609        5.51170     
  136365.        941.414        3884.63        9.95881        5.54505     
  137880.        941.414        3900.38        10.0161        5.58171     
  139395.        941.414        3906.68        10.0426        5.59938     
  140910.        941.414        3913.80        10.0736        5.62080     
  142425.        941.414        3922.16        10.1107        5.64745     
  143940.        941.414        3927.42        10.1313        5.66059     
  145455.        941.414        3934.59        10.1624        5.68239     
  146970.        941.414        3941.01        10.1898        5.70119     
  148485.        941.414        3948.37        10.2220        5.72420     
  150000.        941.414        3953.37        10.2414        5.73663     
  10.0000        955.556        3164.68        7.03429        3.50462     
  1525.05        955.556        3208.73        7.69171        4.40937     
  3040.10        955.556        3216.28        7.71420        4.41991     
  4555.15        955.556        3222.81        7.73460        4.42835     
  6070.20        955.556        3230.41        7.75736        4.43903     
  7585.25        955.556        3238.91        7.78517        4.45188     
  9100.30        955.556        3353.56        8.07671        4.64581     
  10615.4        955.556        3358.58        8.09472        4.65088     
  12130.4        955.556        3363.39        8.11172        4.65566     
  13645.5        955.556        3368.09        8.12817        4.66026     
  15160.5        955.556        3372.13        8.14162        4.66427     
  16675.6        955.556        3376.14        8.15492        4.66816     
  18190.6        955.556        3380.93        8.17183        4.67298     
  19705.7        955.556        3385.65        8.18832        4.67761     
  21220.7        955.556        3390.10        8.20360        4.68197     
  22735.8        955.556        3394.16        8.21719        4.68601     
  24250.8        955.556        3398.56        8.23227        4.69035     
  25765.9        955.556        3402.68        8.24614        4.69448     
  27280.9        955.556        3406.93        8.26050        4.69864     
  28796.0        955.556        3411.11        8.27454        4.70272     
  30311.0        955.556        3415.12        8.28799        4.70682     
  31826.1        955.556        3419.25        8.30184        4.71087     
  33341.1        955.556        3423.37        8.31566        4.71492     
  34856.2        955.556        3427.28        8.32852        4.71871     
  36371.2        955.556        3431.34        8.34204        4.72269     
  37886.3        955.556        3435.25        8.35501        4.72664     
  39401.3        955.556        3439.24        8.36825        4.73058     
  40916.4        955.556        3443.19        8.38134        4.73445     
  42431.4        955.556        3447.06        8.39409        4.73825     
  43946.5        955.556        3450.97        8.40699        4.74207     
  45461.5        955.556        3454.83        8.41969        4.74588     
  46976.6        955.556        3458.68        8.43234        4.74959     
  48491.6        955.556        3462.55        8.44506        4.75339     
  50006.7        955.556        3466.34        8.45745        4.75706     
  51521.7        955.556        3470.13        8.46968        4.76049     
  53036.8        955.556        3473.95        8.48262        4.76487     
  54551.8        955.556        3477.72        8.49471        4.76821     
  56066.9        955.556        3481.48        8.50686        4.77165     
  57581.9        955.556        3485.24        8.51933        4.77560     
  59097.0        955.556        3488.98        8.53186        4.77980     
  60612.0        955.556        3492.70        8.54368        4.78308     
  62127.1        955.556        3496.39        8.55558        4.78653     
  63642.1        955.556        3500.07        8.56763        4.79013     
  65157.2        955.556        3503.75        8.57955        4.79366     
  66672.2        955.556        3507.40        8.59131        4.79710     
  68187.3        955.556        3511.05        8.60304        4.80052     
  69702.3        955.556        3514.72        8.61511        4.80439     
  71217.4        955.556        3518.36        8.62686        4.80785     
  72732.4        955.556        3521.99        8.63865        4.81148     
  74247.5        955.556        3525.59        8.65024        4.81492     
  75762.5        955.556        3529.19        8.66201        4.81865     
  77277.6        955.556        3535.21        8.68365        4.83195     
  78792.6        955.556        3545.61        8.72409        4.86397     
  80307.7        955.556        3549.19        8.73571        4.86798     
  81822.7        955.556        3552.75        8.74700        4.87159     
  83337.8        955.556        3556.26        8.75847        4.87561     
  84852.8        955.556        3559.79        8.76971        4.87927     
  86367.9        955.556        3563.30        8.78112        4.88320     
  87882.9        955.556        3566.81        8.79242        4.88703     
  89398.0        955.556        3570.32        8.80368        4.89080     
  90913.0        955.556        3573.82        8.81507        4.89478     
  92428.1        955.556        3577.31        8.82596        4.89813     
  93943.1        955.556        3580.79        8.83714        4.90191     
  95458.2        955.556        3584.25        8.84826        4.90567     
  96973.2        955.556        3587.72        8.85929        4.90932     
  98488.3        955.556        3591.27        8.87037        4.91283     
  100003.        955.556        3594.66        8.88137        4.91664     
  101518.        955.556        3598.14        8.89240        4.92029     
  103033.        955.556        3601.63        8.90344        4.92394     
  104548.        955.556        3604.92        8.91397        4.92737     
  106064.        955.556        3612.59        8.94266        4.94213     
  107579.        955.556        3621.69        8.97727        4.96092     
  109094.        955.556        3629.56        9.00598        4.97600     
  110609.        955.556        3637.71        9.03658        4.99223     
  112124.        955.556        3646.28        9.06906        5.00970     
  113639.        955.556        3655.20        9.10322        5.02827     
  115154.        955.556        3720.67        9.35433        5.19521     
  116669.        955.556        3753.89        9.49018        5.28199     
  118184.        955.556        3757.02        9.50068        5.28563     
  119699.        955.556        3760.14        9.51094        5.28900     
  121214.        955.556        3763.06        9.52052        5.29199     
  122729.        955.556        3767.56        9.53780        5.29963     
  124244.        955.556        3773.13        9.56005        5.31034     
  125759.        955.556        3781.90        9.59098        5.32711     
  127274.        955.556        3788.01        9.61503        5.33884     
  128789.        955.556        3796.28        9.64408        5.35446     
  130304.        955.556        3802.93        9.66892        5.36708     
  131819.        955.556        3810.06        9.69507        5.38059     
  133334.        955.556        3815.58        9.71742        5.39138     
  134849.        955.556        3822.55        9.74160        5.40384     
  136365.        955.556        3877.42        9.93054        5.52512     
  137880.        955.556        3892.91        9.98679        5.56119     
  139395.        955.556        3903.94        10.0287        5.58836     
  140910.        955.556        3910.26        10.0553        5.60615     
  142425.        955.556        3917.09        10.0845        5.62619     
  143940.        955.556        3924.21        10.1151        5.64750     
  145455.        955.556        3931.36        10.1460        5.66912     
  146970.        955.556        3938.24        10.1756        5.68975     
  148485.        955.556        3945.08        10.2048        5.71023     
  150000.        955.556        3951.52        10.2320        5.72912     
  10.0000        969.697        3163.39        7.02884        3.50131     
  1525.05        969.697        3207.69        7.68431        4.40501     
  3040.10        969.697        3214.85        7.70580        4.41473     
  4555.15        969.697        3222.75        7.72920        4.42599     
  6070.20        969.697        3229.58        7.75034        4.43508     
  7585.25        969.697        3237.98        7.77769        4.44774     
  9100.30        969.697        3351.71        8.06723        4.64043     
  10615.4        969.697        3356.65        8.08490        4.64531     
  12130.4        969.697        3361.62        8.10259        4.65022     
  13645.5        969.697        3366.17        8.11842        4.65472     
  15160.5        969.697        3370.61        8.13372        4.65916     
  16675.6        969.697        3375.27        8.14984        4.66342     
  18190.6        969.697        3379.03        8.16222        4.66747     
  19705.7        969.697        3384.25        8.18094        4.67255     
  21220.7        969.697        3388.28        8.19440        4.67658     
  22735.8        969.697        3392.64        8.20930        4.68089     
  24250.8        969.697        3397.14        8.22483        4.68531     
  25765.9        969.697        3401.25        8.23866        4.68947     
  27280.9        969.697        3405.53        8.25309        4.69358     
  28796.0        969.697        3409.54        8.26655        4.69771     
  30311.0        969.697        3413.67        8.28042        4.70179     
  31826.1        969.697        3417.85        8.29436        4.70565     
  33341.1        969.697        3421.91        8.30795        4.70977     
  34856.2        969.697        3425.88        8.32121        4.71380     
  36371.2        969.697        3429.89        8.33446        4.71758     
  37886.3        969.697        3433.85        8.34768        4.72167     
  39401.3        969.697        3437.86        8.36109        4.72565     
  40916.4        969.697        3441.77        8.37402        4.72959     
  42431.4        969.697        3445.67        8.38683        4.73335     
  43946.5        969.697        3449.58        8.39970        4.73703     
  45461.5        969.697        3453.47        8.41257        4.74098     
  46976.6        969.697        3457.35        8.42532        4.74472     
  48491.6        969.697        3461.14        8.43741        4.74791     
  50006.7        969.697        3465.01        8.45054        4.75234     
  51521.7        969.697        3468.77        8.46241        4.75534     
  53036.8        969.697        3472.63        8.47560        4.75995     
  54551.8        969.697        3476.40        8.48755        4.76307     
  56066.9        969.697        3480.18        8.50039        4.76746     
  57581.9        969.697        3483.90        8.51208        4.77044     
  59097.0        969.697        3487.66        8.52463        4.77448     
  60612.0        969.697        3491.42        8.53686        4.77824     
  62127.1        969.697        3495.13        8.54897        4.78183     
  63642.1        969.697        3498.78        8.56075        4.78519     
  65157.2        969.697        3502.47        8.57254        4.78859     
  66672.2        969.697        3506.12        8.58450        4.79219     
  68187.3        969.697        3509.81        8.59634        4.79570     
  69702.3        969.697        3513.47        8.60846        4.79956     
  71217.4        969.697        3517.11        8.62018        4.80302     
  72732.4        969.697        3520.81        8.63216        4.80681     
  74247.5        969.697        3524.35        8.64347        4.80997     
  75762.5        969.697        3527.97        8.65511        4.81348     
  77277.6        969.697        3531.56        8.66668        4.81694     
  78792.6        969.697        3542.25        8.70872        4.85037     
  80307.7        969.697        3547.83        8.72896        4.86282     
  81822.7        969.697        3551.33        8.74010        4.86629     
  83337.8        969.697        3555.00        8.75196        4.87053     
  84852.8        969.697        3558.51        8.76298        4.87394     
  86367.9        969.697        3562.04        8.77471        4.87826     
  87882.9        969.697        3565.56        8.78597        4.88199     
  89398.0        969.697        3569.07        8.79730        4.88584     
  90913.0        969.697        3572.55        8.80828        4.88934     
  92428.1        969.697        3576.07        8.81972        4.89332     
  93943.1        969.697        3579.49        8.83009        4.89621     
  95458.2        969.697        3583.05        8.84201        4.90077     
  96973.2        969.697        3586.57        8.85307        4.90431     
  98488.3        969.697        3590.01        8.86416        4.90811     
  100003.        969.697        3593.55        8.87528        4.91171     
  101518.        969.697        3596.98        8.88629        4.91546     
  103033.        969.697        3600.46        8.89729        4.91909     
  104548.        969.697        3603.84        8.90783        4.92236     
  106064.        969.697        3609.40        8.92777        4.93178     
  107579.        969.697        3618.33        8.96174        4.95012     
  109094.        969.697        3626.14        8.99059        4.96523     
  110609.        969.697        3634.40        9.02163        4.98177     
  112124.        969.697        3643.77        9.05776        5.00162     
  113639.        969.697        3651.70        9.08792        5.01762     
  115154.        969.697        3709.60        9.30794        5.16365     
  116669.        969.697        3752.72        9.48433        5.27742     
  118184.        969.697        3755.79        9.49455        5.28082     
  119699.        969.697        3758.92        9.50482        5.28418     
  121214.        969.697        3762.11        9.51515        5.28752     
  122729.        969.697        3765.07        9.52505        5.29083     
  124244.        969.697        3771.23        9.54835        5.30252     
  125759.        969.697        3777.13        9.57196        5.31379     
  127274.        969.697        3784.85        9.59883        5.32804     
  128789.        969.697        3792.12        9.62727        5.34270     
  130304.        969.697        3798.96        9.65211        5.35535     
  131819.        969.697        3803.20        9.67087        5.36385     
  133334.        969.697        3813.65        9.70653        5.38402     
  134849.        969.697        3820.67        9.73239        5.39711     
  136365.        969.697        3871.67        9.90640        5.50845     
  137880.        969.697        3884.51        9.95440        5.53826     
  139395.        969.697        3901.18        10.0146        5.57722     
  140910.        969.697        3908.06        10.0439        5.59725     
  142425.        969.697        3914.26        10.0699        5.61452     
  143940.        969.697        3921.52        10.1008        5.63617     
  145455.        969.697        3928.48        10.1308        5.65700     
  146970.        969.697        3935.51        10.1616        5.67850     
  148485.        969.697        3941.79        10.1877        5.69641     
  150000.        969.697        3948.37        10.2159        5.71598     
  10.0000        983.838        3162.08        7.02336        3.49801     
  1525.05        983.838        3205.99        7.67527        4.39930     
  3040.10        983.838        3213.45        7.69795        4.40963     
  4555.15        983.838        3220.85        7.72006        4.41986     
  6070.20        983.838        3228.10        7.74183        4.42982     
  7585.25        983.838        3236.93        7.77006        4.44334     
  9100.30        983.838        3349.82        8.05753        4.63487     
  10615.4        983.838        3354.84        8.07563        4.63992     
  12130.4        983.838        3359.72        8.09286        4.64469     
  13645.5        983.838        3364.56        8.11010        4.64957     
  15160.5        983.838        3368.99        8.12537        4.65396     
  16675.6        983.838        3373.14        8.13926        4.65795     
  18190.6        983.838        3377.90        8.15601        4.66264     
  19705.7        983.838        3382.56        8.17231        4.66729     
  21220.7        983.838        3386.91        8.18720        4.67160     
  22735.8        983.838        3391.35        8.20242        4.67595     
  24250.8        983.838        3395.63        8.21699        4.68018     
  25765.9        983.838        3399.83        8.23116        4.68430     
  27280.9        983.838        3403.98        8.24516        4.68851     
  28796.0        983.838        3408.13        8.25911        4.69263     
  30311.0        983.838        3412.30        8.27301        4.69650     
  31826.1        983.838        3416.40        8.28682        4.70063     
  33341.1        983.838        3420.47        8.30044        4.70476     
  34856.2        983.838        3424.44        8.31370        4.70875     
  36371.2        983.838        3428.47        8.32708        4.71262     
  37886.3        983.838        3432.46        8.34036        4.71659     
  39401.3        983.838        3436.46        8.35375        4.72073     
  40916.4        983.838        3440.42        8.36708        4.72497     
  42431.4        983.838        3444.28        8.37935        4.72804     
  43946.5        983.838        3448.21        8.39245        4.73202     
  45461.5        983.838        3452.09        8.40509        4.73563     
  46976.6        983.838        3455.95        8.41770        4.73927     
  48491.6        983.838        3459.79        8.43028        4.74297     
  50006.7        983.838        3463.67        8.44348        4.74741     
  51521.7        983.838        3467.45        8.45545        4.75052     
  53036.8        983.838        3471.28        8.46831        4.75466     
  54551.8        983.838        3475.09        8.48100        4.75874     
  56066.9        983.838        3478.86        8.49291        4.76178     
  57581.9        983.838        3482.59        8.50512        4.76548     
  59097.0        983.838        3486.36        8.51772        4.76958     
  60612.0        983.838        3490.09        8.52986        4.77320     
  62127.1        983.838        3493.80        8.54195        4.77680     
  63642.1        983.838        3497.50        8.55394        4.78034     
  65157.2        983.838        3501.23        8.56613        4.78409     
  66672.2        983.838        3504.87        8.57784        4.78746     
  68187.3        983.838        3508.55        8.58957        4.79081     
  69702.3        983.838        3512.20        8.60163        4.79467     
  71217.4        983.838        3515.86        8.61352        4.79830     
  72732.4        983.838        3519.50        8.62526        4.80181     
  74247.5        983.838        3523.11        8.63692        4.80528     
  75762.5        983.838        3526.73        8.64861        4.80881     
  77277.6        983.838        3530.39        8.66049        4.81254     
  78792.6        983.838        3535.04        8.67653        4.82045     
  80307.7        983.838        3546.62        8.72269        4.85797     
  81822.7        983.838        3550.09        8.73395        4.86176     
  83337.8        983.838        3553.77        8.74565        4.86566     
  84852.8        983.838        3557.32        8.75707        4.86947     
  86367.9        983.838        3560.79        8.76796        4.87284     
  87882.9        983.838        3564.31        8.77957        4.87701     
  89398.0        983.838        3567.83        8.79088        4.88081     
  90913.0        983.838        3571.29        8.80162        4.88403     
  92428.1        983.838        3574.90        8.81346        4.88834     
  93943.1        983.838        3578.29        8.82392        4.89141     
  95458.2        983.838        3581.79        8.83540        4.89551     
  96973.2        983.838        3585.32        8.84678        4.89947     
  98488.3        983.838        3588.73        8.85750        4.90286     
  100003.        983.838        3592.25        8.86884        4.90677     
  101518.        983.838        3595.66        8.87948        4.91007     
  103033.        983.838        3599.23        8.89122        4.91446     
  104548.        983.838        3602.67        8.90161        4.91740     
  106064.        983.838        3606.12        8.91293        4.92152     
  107579.        983.838        3614.08        8.94281        4.93705     
  109094.        983.838        3622.25        8.97317        4.95313     
  110609.        983.838        3630.66        9.00476        4.97001     
  112124.        983.838        3639.81        9.03994        4.98921     
  113639.        983.838        3647.86        9.07002        5.00515     
  115154.        983.838        3705.10        9.28822        5.15007     
  116669.        983.838        3751.49        9.47830        5.27274     
  118184.        983.838        3754.71        9.48880        5.27617     
  119699.        983.838        3757.59        9.49855        5.27943     
  121214.        983.838        3760.89        9.50924        5.28296     
  122729.        983.838        3764.03        9.51950        5.28631     
  124244.        983.838        3767.93        9.53327        5.29175     
  125759.        983.838        3774.44        9.55825        5.30428     
  127274.        983.838        3778.78        9.57689        5.31293     
  128789.        983.838        3788.94        9.61259        5.33254     
  130304.        983.838        3794.00        9.63575        5.34381     
  131819.        983.838        3801.20        9.65939        5.35585     
  133334.        983.838        3809.63        9.68861        5.37157     
  134849.        983.838        3816.93        9.71600        5.38578     
  136365.        983.838        3865.70        9.88119        5.49076     
  137880.        983.838        3883.98        9.95153        5.53622     
  139395.        983.838        3894.15        9.98584        5.55687     
  140910.        983.838        3904.51        10.0257        5.58263     
  142425.        983.838        3911.21        10.0543        5.60211     
  143940.        983.838        3917.35        10.0800        5.61915     
  145455.        983.838        3924.46        10.1104        5.64040     
  146970.        983.838        3931.41        10.1402        5.66115     
  148485.        983.838        3938.12        10.1688        5.68096     
  150000.        983.838        3945.27        10.2001        5.70312     
  10.0000        997.980        3160.80        7.01786        3.49467     
  1525.05        997.980        3204.53        7.66687        4.39411     
  3040.10        997.980        3212.85        7.69123        4.40618     
  4555.15        997.980        3219.10        7.71101        4.41405     
  6070.20        997.980        3227.09        7.73441        4.42551     
  7585.25        997.980        3237.68        7.76438        4.44245     
  9100.30        997.980        3347.93        8.04781        4.62929     
  10615.4        997.980        3352.84        8.06543        4.63422     
  12130.4        997.980        3357.96        8.08390        4.63933     
  13645.5        997.980        3362.69        8.10056        4.64405     
  15160.5        997.980        3367.17        8.11606        4.64847     
  16675.6        997.980        3371.92        8.13277        4.65319     
  18190.6        997.980        3376.38        8.14814        4.65762     
  19705.7        997.980        3380.82        8.16338        4.66193     
  21220.7        997.980        3385.31        8.17893        4.66638     
  22735.8        997.980        3389.73        8.19412        4.67078     
  24250.8        997.980        3394.10        8.20905        4.67509     
  25765.9        997.980        3398.32        8.22334        4.67927     
  27280.9        997.980        3402.43        8.23718        4.68345     
  28796.0        997.980        3406.73        8.25178        4.68762     
  30311.0        997.980        3410.80        8.26529        4.69150     
  31826.1        997.980        3414.94        8.27925        4.69562     
  33341.1        997.980        3418.98        8.29283        4.69985     
  34856.2        997.980        3422.95        8.30601        4.70373     
  36371.2        997.980        3427.02        8.31963        4.70779     
  37886.3        997.980        3431.08        8.33324        4.71185     
  39401.3        997.980        3435.04        8.34637        4.71580     
  40916.4        997.980        3438.98        8.35937        4.71957     
  42431.4        997.980        3442.88        8.37202        4.72308     
  43946.5        997.980        3446.85        8.38539        4.72729     
  45461.5        997.980        3450.72        8.39793        4.73074     
  46976.6        997.980        3454.60        8.41070        4.73452     
  48491.6        997.980        3458.43        8.42325        4.73819     
  50006.7        997.980        3462.31        8.43635        4.74250     
  51521.7        997.980        3466.12        8.44851        4.74573     
  53036.8        997.980        3469.99        8.46160        4.75005     
  54551.8        997.980        3473.79        8.47402        4.75373     
  56066.9        997.980        3477.54        8.48628        4.75744     
  57581.9        997.980        3481.31        8.49855        4.76103     
  59097.0        997.980        3485.07        8.51089        4.76477     
  60612.0        997.980        3488.80        8.52307        4.76843     
  62127.1        997.980        3492.52        8.53516        4.77200     
  63642.1        997.980        3496.22        8.54719        4.77556     
  65157.2        997.980        3499.93        8.55908        4.77900     
  66672.2        997.980        3503.62        8.57117        4.78272     
  68187.3        997.980        3507.31        8.58325        4.78648     
  69702.3        997.980        3510.96        8.59501        4.78994     
  71217.4        997.980        3514.63        8.60691        4.79355     
  72732.4        997.980        3518.28        8.61869        4.79708     
  74247.5        997.980        3521.89        8.63019        4.80034     
  75762.5        997.980        3525.60        8.64223        4.80423     
  77277.6        997.980        3529.16        8.65382        4.80772     
  78792.6        997.980        3532.77        8.66537        4.81109     
