|6.6.6
peridotite_stx11_2.tab                                                                              
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          18
P(bar)         T(K)           O              Cpx            Cpx            ab             an             q              Opx            Sp             Gt             Gt             ky             cor            c2/c           Ring           Wad            st            
  10.0000        800.000        75.4412        3.58064                 NaN   1.18330        13.1215        6.67338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        800.000        63.5810        3.68619                 NaN   1.11453        13.1552                 NaN   18.4630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        800.000        63.5543        3.77650                 NaN   1.04267        13.1036                 NaN   18.5229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        800.000        63.4802        3.96216                 NaN  0.885219        12.9961                 NaN   18.6763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        800.000        63.1633        4.12837        1.02681                 NaN   12.8554                 NaN   18.8261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        800.000        63.1703        12.7461                 NaN            NaN            NaN            NaN   15.1018                 NaN   5.01603                 NaN   3.96570                 NaN            NaN            NaN            NaN            NaN
  9100.30        800.000        59.5202        11.0210                 NaN            NaN            NaN            NaN   13.9377                 NaN   15.5212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        800.000        59.5230        11.0616                 NaN            NaN            NaN            NaN   13.8332                 NaN   15.5822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        800.000        59.5252        11.0809                 NaN            NaN            NaN            NaN   13.7592                 NaN   15.6347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        800.000        59.5263        11.1278                 NaN            NaN            NaN            NaN   13.6811                 NaN   15.6648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        800.000        59.5286        11.1615                 NaN            NaN            NaN            NaN   13.5952                 NaN   15.7148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        800.000        59.5290        11.1915                 NaN            NaN            NaN            NaN   13.5567                 NaN   15.7228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        800.000        59.5312        11.2284                 NaN            NaN            NaN            NaN   13.4573                 NaN   15.7831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        800.000        59.5312        11.2498                 NaN            NaN            NaN            NaN   13.3962                 NaN   15.8227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        800.000        59.5315        11.2811                 NaN            NaN            NaN            NaN   13.3440                 NaN   15.8434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        800.000        59.5344        11.3286                 NaN            NaN            NaN            NaN   13.2497                 NaN   15.8873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        800.000        59.5341        11.3593                 NaN            NaN            NaN            NaN   13.2049                 NaN   15.9017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        800.000        59.5334        11.3889                 NaN            NaN            NaN            NaN   13.1650                 NaN   15.9127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        800.000        59.5319        11.3932                 NaN            NaN            NaN            NaN   13.1524                 NaN   15.9225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        800.000        59.5309        11.4137                 NaN            NaN            NaN            NaN   13.1225                 NaN   15.9330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        800.000        59.5297        11.4342                 NaN            NaN            NaN            NaN   13.0926                 NaN   15.9434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        800.000        59.5296        11.4883                 NaN            NaN            NaN            NaN   13.0266                 NaN   15.9555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        800.000        59.5278        11.4906                 NaN            NaN            NaN            NaN   13.0166                 NaN   15.9649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        800.000        59.5262        11.4924                 NaN            NaN            NaN            NaN   13.0079                 NaN   15.9735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        800.000        59.5257        11.5384                 NaN            NaN            NaN            NaN   12.9576                 NaN   15.9783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        800.000        59.5265        11.6141                 NaN            NaN            NaN            NaN   12.8811                 NaN   15.9784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        800.000        59.5229        11.6013                 NaN            NaN            NaN            NaN   12.8873                 NaN   15.9885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        800.000        59.5218        11.6357                 NaN            NaN            NaN            NaN   12.8492                 NaN   15.9933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        800.000        59.5232        11.6932                 NaN            NaN            NaN            NaN   12.7870                 NaN   15.9966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        800.000        59.5209        11.7195                 NaN            NaN            NaN            NaN   12.7576                 NaN   16.0020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        800.000        59.5186        11.7438                 NaN            NaN            NaN            NaN   12.7303                 NaN   16.0073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        800.000        59.5170        11.7586                 NaN            NaN            NaN            NaN   12.7128                 NaN   16.0116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        800.000        59.5159        11.7655                 NaN            NaN            NaN            NaN   12.7035                 NaN   16.0150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        800.000        59.5149        11.7724                 NaN            NaN            NaN            NaN   12.6943                 NaN   16.0184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        800.000        59.5138        11.8002                 NaN            NaN            NaN            NaN   12.6613                 NaN   16.0247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        800.000        59.5127        11.8492                 NaN            NaN            NaN            NaN   12.6042                 NaN   16.0339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        800.000        59.5110        11.8474                 NaN            NaN            NaN            NaN   12.6021                 NaN   16.0395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        800.000        59.5097        11.8724                 NaN            NaN            NaN            NaN   12.5715                 NaN   16.0464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        800.000        59.5080        11.8926                 NaN            NaN            NaN            NaN   12.5474                 NaN   16.0520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        800.000        59.5075        11.9312                 NaN            NaN            NaN            NaN   12.5037                 NaN   16.0576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        800.000        59.5057        11.9507                 NaN            NaN            NaN            NaN   12.4775                 NaN   16.0661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        800.000        59.5039        11.9709                 NaN            NaN            NaN            NaN   12.4517                 NaN   16.0735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        800.000        59.5023        11.9931                 NaN            NaN            NaN            NaN   12.4269                 NaN   16.0777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        800.000        59.5004        12.0167                 NaN            NaN            NaN            NaN   12.3976                 NaN   16.0852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66672.2        800.000        59.4990        12.0279                 NaN            NaN            NaN            NaN   12.3793                 NaN   16.0937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68187.3        800.000        59.5881        12.0366                 NaN            NaN            NaN            NaN   6.73633                 NaN   16.1352                 NaN            NaN            NaN   5.50378                 NaN            NaN            NaN
  69702.3        800.000        59.6980        12.0649                 NaN            NaN            NaN            NaN            NaN            NaN   16.1739                 NaN            NaN            NaN   12.0632                 NaN            NaN            NaN
  71217.4        800.000        59.6954        12.0024                 NaN            NaN            NaN            NaN            NaN            NaN   16.1892                 NaN            NaN            NaN   12.1131                 NaN            NaN            NaN
  72732.4        800.000        59.6929        11.9545                 NaN            NaN            NaN            NaN            NaN            NaN   16.2016                 NaN            NaN            NaN   12.1510                 NaN            NaN            NaN
  74247.5        800.000        59.6911        11.9154                 NaN            NaN            NaN            NaN            NaN            NaN   16.2134                 NaN            NaN            NaN   12.1800                 NaN            NaN            NaN
  75762.5        800.000        59.6890        11.8675                 NaN            NaN            NaN            NaN            NaN            NaN   16.2269                 NaN            NaN            NaN   12.2167                 NaN            NaN            NaN
  77277.6        800.000        59.6865        11.7984                 NaN            NaN            NaN            NaN            NaN            NaN   16.2462                 NaN            NaN            NaN   12.2688                 NaN            NaN            NaN
  78792.6        800.000        59.6843        11.7461                 NaN            NaN            NaN            NaN            NaN            NaN   16.2613                 NaN            NaN            NaN   12.3082                 NaN            NaN            NaN
  80307.7        800.000        59.6822        11.6939                 NaN            NaN            NaN            NaN            NaN            NaN   16.2763                 NaN            NaN            NaN   12.3477                 NaN            NaN            NaN
  81822.7        800.000        59.6802        11.6643                 NaN            NaN            NaN            NaN            NaN            NaN   16.2843                 NaN            NaN            NaN   12.3712                 NaN            NaN            NaN
  83337.8        800.000        59.6779        11.5997                 NaN            NaN            NaN            NaN            NaN            NaN   16.3031                 NaN            NaN            NaN   12.4193                 NaN            NaN            NaN
  84852.8        800.000        59.6757        11.5451                 NaN            NaN            NaN            NaN            NaN            NaN   16.3194                 NaN            NaN            NaN   12.4598                 NaN            NaN            NaN
  86367.9        800.000        59.6746        11.4982                 NaN            NaN            NaN            NaN            NaN            NaN   16.3404                 NaN            NaN            NaN   12.4867                 NaN            NaN            NaN
  87882.9        800.000        59.6735        11.4575                 NaN            NaN            NaN            NaN            NaN            NaN   16.3590                 NaN            NaN            NaN   12.5100                 NaN            NaN            NaN
  89398.0        800.000        59.6720        11.4102                 NaN            NaN            NaN            NaN            NaN            NaN   16.3785                 NaN            NaN            NaN   12.5394                 NaN            NaN            NaN
  90913.0        800.000        59.6699        11.3537                 NaN            NaN            NaN            NaN            NaN            NaN   16.3993                 NaN            NaN            NaN   12.5771                 NaN            NaN            NaN
  92428.1        800.000        59.6688        11.3050                 NaN            NaN            NaN            NaN            NaN            NaN   16.4211                 NaN            NaN            NaN   12.6050                 NaN            NaN            NaN
  93943.1        800.000        59.6675        11.2497                 NaN            NaN            NaN            NaN            NaN            NaN   16.4441                 NaN            NaN            NaN   12.6387                 NaN            NaN            NaN
  95458.2        800.000        59.2844        11.1890                 NaN            NaN            NaN            NaN            NaN            NaN   16.4612                 NaN            NaN            NaN   12.6933       0.372128                 NaN            NaN
  96973.2        800.000        58.4086        11.1155                 NaN            NaN            NaN            NaN            NaN            NaN   16.4829                 NaN            NaN            NaN   12.7683        1.22467                 NaN            NaN
  98488.3        800.000        57.3193        11.0399                 NaN            NaN            NaN            NaN            NaN            NaN   16.4981                 NaN            NaN            NaN   12.8579        2.28468                 NaN            NaN
  100003.        800.000        56.3428        10.9653                 NaN            NaN            NaN            NaN            NaN            NaN   16.5165                 NaN            NaN            NaN   12.9400        3.23538                 NaN            NaN
  101518.        800.000        55.3647        10.8906                 NaN            NaN            NaN            NaN            NaN            NaN   16.5347                 NaN            NaN            NaN   13.0221        4.18798                 NaN            NaN
  103033.        800.000        54.3848        10.8157                 NaN            NaN            NaN            NaN            NaN            NaN   16.5528                 NaN            NaN            NaN   13.1043        5.14246                 NaN            NaN
  104548.        800.000        52.8251        10.7432                 NaN            NaN            NaN            NaN            NaN            NaN   16.5767                 NaN            NaN            NaN   13.1961        6.65878                 NaN            NaN
  106064.        800.000        49.1708        10.6833                 NaN            NaN            NaN            NaN            NaN            NaN   16.6230                 NaN            NaN            NaN   13.3182        10.2047                 NaN            NaN
  107579.        800.000        47.2846        10.6107                 NaN            NaN            NaN            NaN            NaN            NaN   16.6497                 NaN            NaN            NaN   13.4167        12.0384                 NaN            NaN
  109094.        800.000        46.4159        10.5287                 NaN            NaN            NaN            NaN            NaN            NaN   16.6650                 NaN            NaN            NaN   13.5037        12.8867                 NaN            NaN
  110609.        800.000        42.9192        10.4130                 NaN            NaN            NaN            NaN            NaN            NaN   16.7112                 NaN            NaN            NaN   13.6705        16.2861                 NaN            NaN
  112124.        800.000        41.7225        10.3962                 NaN            NaN            NaN            NaN            NaN            NaN   16.7273                 NaN            NaN            NaN   13.7061        17.4479                 NaN            NaN
  113639.        800.000                 NaN   10.5187                 NaN            NaN            NaN            NaN            NaN            NaN   17.0963                 NaN            NaN            NaN   14.0654        5.15194        53.1676                 NaN
  115154.        800.000                 NaN   10.3884                 NaN            NaN            NaN            NaN            NaN            NaN   17.1255                 NaN            NaN            NaN   14.1978        9.58622        48.7021                 NaN
  116669.        800.000                 NaN   10.3090                 NaN            NaN            NaN            NaN            NaN            NaN   17.1538                 NaN            NaN            NaN   14.2730        13.2170        45.0472                 NaN
  118184.        800.000                 NaN   10.2519                 NaN            NaN            NaN            NaN            NaN            NaN   17.1705                 NaN            NaN            NaN   14.3164        14.4985        43.7628                 NaN
  119699.        800.000                 NaN   10.1435                 NaN            NaN            NaN            NaN            NaN            NaN   17.2287                 NaN            NaN            NaN   14.4530        25.0858        33.0890                 NaN
  121214.        800.000                 NaN   10.0803                 NaN            NaN            NaN            NaN            NaN            NaN   17.2719                 NaN            NaN            NaN   14.5261        31.9431        26.1786                 NaN
  122729.        800.000                 NaN   9.99202                 NaN            NaN            NaN            NaN            NaN            NaN   17.2661                 NaN            NaN            NaN   14.5718        27.7096        30.4604                 NaN
  124244.        800.000                 NaN   9.90627                 NaN            NaN            NaN            NaN            NaN            NaN   17.3238                 NaN            NaN            NaN   14.6910        38.8287        19.2502                 NaN
  125759.        800.000                 NaN   9.75594                 NaN            NaN            NaN            NaN            NaN            NaN   17.3807                 NaN            NaN            NaN   14.8444        47.2226        10.7963                 NaN
  127274.        800.000                 NaN   9.72833                 NaN            NaN            NaN            NaN            NaN            NaN   17.3955                 NaN            NaN            NaN   14.8814        50.4297        7.56511                 NaN
  128789.        800.000                 NaN   9.60897                 NaN            NaN            NaN            NaN            NaN            NaN   17.4476                 NaN            NaN            NaN   15.0069        57.9365                 NaN            NaN
  130304.        800.000                 NaN   9.13617                 NaN            NaN            NaN            NaN            NaN            NaN   17.7366                 NaN            NaN            NaN            NaN   69.3173                 NaN   3.80994     
  131819.        800.000                 NaN   8.80341                 NaN            NaN            NaN            NaN            NaN            NaN   17.7609                 NaN            NaN            NaN            NaN   69.5486                 NaN   3.88711     
  133334.        800.000                 NaN   6.60321                 NaN            NaN            NaN            NaN            NaN            NaN   18.0101                 NaN            NaN            NaN            NaN   71.0143                 NaN   4.37245     
  134849.        800.000                 NaN   5.64922                 NaN            NaN            NaN            NaN            NaN            NaN   18.1494                 NaN            NaN            NaN            NaN   71.6263                 NaN   4.57512     
  136365.        800.000                 NaN   4.48229                 NaN            NaN            NaN            NaN            NaN            NaN   18.2872                 NaN            NaN            NaN            NaN   72.3989                 NaN   4.83160     
  137880.        800.000                 NaN   1.75808                 NaN            NaN            NaN            NaN            NaN            NaN   18.4987                 NaN            NaN            NaN            NaN   74.2843                 NaN   5.45895     
  139395.        800.000                 NaN   1.39855                 NaN            NaN            NaN            NaN            NaN            NaN   18.5856                 NaN            NaN            NaN            NaN   74.4889                 NaN   5.52691     
  140910.        800.000                 NaN  0.666341                 NaN            NaN            NaN            NaN            NaN            NaN   18.7137                 NaN            NaN            NaN            NaN   74.9424                 NaN   5.67758     
  142425.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8965                 NaN            NaN            NaN            NaN   75.3060                 NaN   5.79750     
  143940.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8900                 NaN            NaN            NaN            NaN   75.3098                 NaN   5.80024     
  145455.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8835                 NaN            NaN            NaN            NaN   75.3135                 NaN   5.80297     
  146970.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8770                 NaN            NaN            NaN            NaN   75.3173                 NaN   5.80570     
  148485.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8705                 NaN            NaN            NaN            NaN   75.3211                 NaN   5.80843     
  150000.        800.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8640                 NaN            NaN            NaN            NaN   75.3248                 NaN   5.81115     
  10.0000        814.141        75.4438        3.58813                 NaN   1.17904        13.1187        6.67032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        814.141        63.5767        3.69811                 NaN   1.11011        13.1369                 NaN   18.4782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        814.141        63.5255        3.84597                 NaN  0.993649        13.0539                 NaN   18.5810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        814.141        63.4500        4.02403                 NaN  0.830066        12.9504                 NaN   18.7455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        814.141        63.1522        4.16785        1.01606                 NaN   12.8135                 NaN   18.8504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        814.141        61.6370        11.9809                 NaN            NaN            NaN            NaN   14.7595                 NaN   9.31845                 NaN   2.30411                 NaN            NaN            NaN            NaN            NaN
  9100.30        814.141        59.5196        11.0104                 NaN            NaN            NaN            NaN   14.0213                 NaN   15.4487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        814.141        59.5246        11.0405                 NaN            NaN            NaN            NaN   13.8810                 NaN   15.5538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        814.141        59.5265        11.0732                 NaN            NaN            NaN            NaN   13.7950                 NaN   15.6053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        814.141        59.5295        11.1227                 NaN            NaN            NaN            NaN   13.6809                 NaN   15.6669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        814.141        59.5315        11.1366                 NaN            NaN            NaN            NaN   13.6028                 NaN   15.7292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        814.141        59.5323        11.1669                 NaN            NaN            NaN            NaN   13.5623                 NaN   15.7385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        814.141        59.5344        11.2013                 NaN            NaN            NaN            NaN   13.4656                 NaN   15.7987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        814.141        59.5337        11.2340                 NaN            NaN            NaN            NaN   13.4183                 NaN   15.8141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        814.141        59.5339        11.2652                 NaN            NaN            NaN            NaN   13.3660                 NaN   15.8349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        814.141        59.5369        11.3050                 NaN            NaN            NaN            NaN   13.2815                 NaN   15.8765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        814.141        59.5366        11.3342                 NaN            NaN            NaN            NaN   13.2348                 NaN   15.8944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        814.141        59.5358        11.3630                 NaN            NaN            NaN            NaN   13.1950                 NaN   15.9063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        814.141        59.5355        11.3938                 NaN            NaN            NaN            NaN   13.1526                 NaN   15.9181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        814.141        59.5339        11.4027                 NaN            NaN            NaN            NaN   13.1348                 NaN   15.9285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        814.141        59.5336        11.4513                 NaN            NaN            NaN            NaN   13.0748                 NaN   15.9403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        814.141        59.5321        11.4615                 NaN            NaN            NaN            NaN   13.0556                 NaN   15.9508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        814.141        59.5316        11.4933                 NaN            NaN            NaN            NaN   13.0145                 NaN   15.9606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        814.141        59.5293        11.4843                 NaN            NaN            NaN            NaN   13.0192                 NaN   15.9671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        814.141        59.5284        11.5116                 NaN            NaN            NaN            NaN   12.9829                 NaN   15.9771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        814.141        59.5290        11.5875                 NaN            NaN            NaN            NaN   12.9098                 NaN   15.9736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        814.141        59.5283        11.6188                 NaN            NaN            NaN            NaN   12.8694                 NaN   15.9834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        814.141        59.5270        11.6447                 NaN            NaN            NaN            NaN   12.8404                 NaN   15.9880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        814.141        59.5257        11.6622                 NaN            NaN            NaN            NaN   12.8167                 NaN   15.9955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        814.141        59.5235        11.6864                 NaN            NaN            NaN            NaN   12.7893                 NaN   16.0008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        814.141        59.5220        11.7042                 NaN            NaN            NaN            NaN   12.7672                 NaN   16.0066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        814.141        59.5204        11.7190                 NaN            NaN            NaN            NaN   12.7496                 NaN   16.0109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        814.141        59.5194        11.7447                 NaN            NaN            NaN            NaN   12.7195                 NaN   16.0163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        814.141        59.5179        11.7478                 NaN            NaN            NaN            NaN   12.7140                 NaN   16.0203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        814.141        59.5164        11.7645                 NaN            NaN            NaN            NaN   12.6917                 NaN   16.0274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        814.141        59.5160        11.8214                 NaN            NaN            NaN            NaN   12.6293                 NaN   16.0332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        814.141        59.5128        11.7744                 NaN            NaN            NaN            NaN   12.6664                 NaN   16.0464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        814.141        59.5120        11.8265                 NaN            NaN            NaN            NaN   12.6099                 NaN   16.0515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        814.141        59.5101        11.8425                 NaN            NaN            NaN            NaN   12.5875                 NaN   16.0599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        814.141        59.5106        11.9051                 NaN            NaN            NaN            NaN   12.5248                 NaN   16.0596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        814.141        59.5082        11.9111                 NaN            NaN            NaN            NaN   12.5112                 NaN   16.0695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        814.141        59.5064        11.9313                 NaN            NaN            NaN            NaN   12.4854                 NaN   16.0769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        814.141        59.5051        11.9399                 NaN            NaN            NaN            NaN   12.4641                 NaN   16.0909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        814.141        59.5024        11.9383                 NaN            NaN            NaN            NaN   12.4665                 NaN   16.0929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66672.2        814.141        59.5025        12.0016                 NaN            NaN            NaN            NaN   12.3931                 NaN   16.1028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68187.3        814.141        59.4960        11.8855                 NaN            NaN            NaN            NaN   12.4918                 NaN   16.1267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69702.3        814.141        59.7003        12.0681                 NaN            NaN            NaN            NaN            NaN            NaN   16.1770                 NaN            NaN            NaN   12.0546                 NaN            NaN            NaN
  71217.4        814.141        59.6995        12.0127                 NaN            NaN            NaN            NaN            NaN            NaN   16.1917                 NaN            NaN            NaN   12.0961                 NaN            NaN            NaN
  72732.4        814.141        59.6959        11.9634                 NaN            NaN            NaN            NaN            NaN            NaN   16.2040                 NaN            NaN            NaN   12.1367                 NaN            NaN            NaN
  74247.5        814.141        59.6939        11.9241                 NaN            NaN            NaN            NaN            NaN            NaN   16.2181                 NaN            NaN            NaN   12.1639                 NaN            NaN            NaN
  75762.5        814.141        59.6917        11.8762                 NaN            NaN            NaN            NaN            NaN            NaN   16.2316                 NaN            NaN            NaN   12.2005                 NaN            NaN            NaN
  77277.6        814.141        59.6896        11.8027                 NaN            NaN            NaN            NaN            NaN            NaN   16.2491                 NaN            NaN            NaN   12.2586                 NaN            NaN            NaN
  78792.6        814.141        59.6879        11.7640                 NaN            NaN            NaN            NaN            NaN            NaN   16.2612                 NaN            NaN            NaN   12.2868                 NaN            NaN            NaN
  80307.7        814.141        59.6856        11.7291                 NaN            NaN            NaN            NaN            NaN            NaN   16.2746                 NaN            NaN            NaN   12.3107                 NaN            NaN            NaN
  81822.7        814.141        59.6830        11.6596                 NaN            NaN            NaN            NaN            NaN            NaN   16.2931                 NaN            NaN            NaN   12.3642                 NaN            NaN            NaN
  83337.8        814.141        59.6820        11.6173                 NaN            NaN            NaN            NaN            NaN            NaN   16.3088                 NaN            NaN            NaN   12.3918                 NaN            NaN            NaN
  84852.8        814.141        59.6799        11.5565                 NaN            NaN            NaN            NaN            NaN            NaN   16.3276                 NaN            NaN            NaN   12.4360                 NaN            NaN            NaN
  86367.9        814.141        59.6788        11.5158                 NaN            NaN            NaN            NaN            NaN            NaN   16.3462                 NaN            NaN            NaN   12.4593                 NaN            NaN            NaN
  87882.9        814.141        59.6769        11.4637                 NaN            NaN            NaN            NaN            NaN            NaN   16.3689                 NaN            NaN            NaN   12.4905                 NaN            NaN            NaN
  89398.0        814.141        59.6754        11.4163                 NaN            NaN            NaN            NaN            NaN            NaN   16.3884                 NaN            NaN            NaN   12.5199                 NaN            NaN            NaN
  90913.0        814.141        59.6737        11.3660                 NaN            NaN            NaN            NaN            NaN            NaN   16.4214                 NaN            NaN            NaN   12.5388                 NaN            NaN            NaN
  92428.1        814.141        59.6720        11.3055                 NaN            NaN            NaN            NaN            NaN            NaN   16.4318                 NaN            NaN            NaN   12.5906                 NaN            NaN            NaN
  93943.1        814.141        59.6702        11.2631                 NaN            NaN            NaN            NaN            NaN            NaN   16.4602                 NaN            NaN            NaN   12.6065                 NaN            NaN            NaN
  95458.2        814.141        59.6664        11.2023                 NaN            NaN            NaN            NaN            NaN            NaN   16.4818                 NaN            NaN            NaN   12.6469       0.249146E-002            NaN            NaN
  96973.2        814.141        58.8267        11.1377                 NaN            NaN            NaN            NaN            NaN            NaN   16.5047                 NaN            NaN            NaN   12.7116       0.819293                 NaN            NaN
  98488.3        814.141        57.8871        11.0635                 NaN            NaN            NaN            NaN            NaN            NaN   16.5206                 NaN            NaN            NaN   12.7948        1.73400                 NaN            NaN
