|6.6.6
peridotite_stx11_2.tab                                                                              
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          18
P(bar)         T(K)           O              Cpx            Cpx            ab             an             q              Opx            Sp             Gt             Gt             ky             cor            c2/c           Ring           Wad            st            
  109094.        2072.73        59.8459        14.1754                 NaN            NaN            NaN            NaN   3.40427                 NaN   22.5745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110609.        2072.73        59.8658        14.0018                 NaN            NaN            NaN            NaN   2.97646                 NaN   23.1559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112124.        2072.73        59.8810        13.8528                 NaN            NaN            NaN            NaN   2.63564                 NaN   23.6306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113639.        2072.73        59.9003        13.7374                 NaN            NaN            NaN            NaN   2.16293                 NaN   24.1994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115154.        2072.73        59.9333        13.5984                 NaN            NaN            NaN            NaN   1.32669                 NaN   25.1416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116669.        2072.73        59.9503        13.4753                 NaN            NaN            NaN            NaN  0.899078                 NaN   25.6754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  118184.        2072.73        59.9729        13.3045                 NaN            NaN            NaN            NaN  0.382154                 NaN   26.3405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  119699.        2072.73        59.9965        12.9586                 NaN            NaN            NaN            NaN            NaN            NaN   27.0449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  121214.        2072.73        60.0143        12.3871                 NaN            NaN            NaN            NaN            NaN            NaN   27.5986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  122729.        2072.73        60.0320        11.8136                 NaN            NaN            NaN            NaN            NaN            NaN   28.1544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  124244.        2072.73        60.0485        11.2686                 NaN            NaN            NaN            NaN            NaN            NaN   28.6829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  125759.        2072.73        60.0666        10.6762                 NaN            NaN            NaN            NaN            NaN            NaN   29.2572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  127274.        2072.73        60.0838        10.0988                 NaN            NaN            NaN            NaN            NaN            NaN   29.8174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  128789.        2072.73        60.1009        9.51663                 NaN            NaN            NaN            NaN            NaN            NaN   30.3825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  130304.        2072.73        60.1170        8.96027                 NaN            NaN            NaN            NaN            NaN            NaN   30.9227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  131819.        2072.73        60.1327        8.40533                 NaN            NaN            NaN            NaN            NaN            NaN   31.4620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  133334.        2072.73        60.1483        7.85557                 NaN            NaN            NaN            NaN            NaN            NaN   31.9962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  134849.        2072.73        60.1632        7.31491                 NaN            NaN            NaN            NaN            NaN            NaN   32.5219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  136365.        2072.73        60.1775        6.78783                 NaN            NaN            NaN            NaN            NaN            NaN   33.0347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  137880.        2072.73        60.1917        6.24993                 NaN            NaN            NaN            NaN            NaN            NaN   33.5583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  139395.        2072.73        60.2060        5.71474                 NaN            NaN            NaN            NaN            NaN            NaN   34.0793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  140910.        2072.73        60.2207        5.16428                 NaN            NaN            NaN            NaN            NaN            NaN   34.6150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  142425.        2072.73        60.2337        4.64207                 NaN            NaN            NaN            NaN            NaN            NaN   35.1243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  143940.        2072.73        60.2481        4.11333                 NaN            NaN            NaN            NaN            NaN            NaN   35.6386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  145455.        2072.73                 NaN   4.13473                 NaN            NaN            NaN            NaN            NaN            NaN   36.8119                 NaN            NaN            NaN            NaN            NaN   59.0533                 NaN
  146970.        2072.73                 NaN   3.60562                 NaN            NaN            NaN            NaN            NaN            NaN   37.3238                 NaN            NaN            NaN            NaN            NaN   59.0706                 NaN
  148485.        2072.73                 NaN   2.92137                 NaN            NaN            NaN            NaN            NaN            NaN   37.9857                 NaN            NaN            NaN            NaN            NaN   59.0929                 NaN
  150000.        2072.73                 NaN   2.35384                 NaN            NaN            NaN            NaN            NaN            NaN   38.5349                 NaN            NaN            NaN            NaN            NaN   59.1113                 NaN
  10.0000        2086.87        58.5220        13.7829                 NaN            NaN            NaN            NaN   27.6951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        2086.87        58.5669        14.8381                 NaN            NaN            NaN            NaN   26.5950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        2086.87        58.6076        15.8926                 NaN            NaN            NaN            NaN   25.4998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        2086.87        58.6431        16.7982                 NaN            NaN            NaN            NaN   24.5587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        2086.87        58.6747        17.6324                 NaN            NaN            NaN            NaN   23.6929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        2086.87        58.7035        18.4369                 NaN            NaN            NaN            NaN   22.8596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        2086.87        58.7279        19.0576                 NaN            NaN            NaN            NaN   22.2145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        2086.87        58.7505        19.6689                 NaN            NaN            NaN            NaN   21.5806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        2086.87        58.7707        20.1857                 NaN            NaN            NaN            NaN   21.0435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        2086.87        58.7891        20.6255                 NaN            NaN            NaN            NaN   20.5854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        2086.87        58.8060        21.0483                 NaN            NaN            NaN            NaN   20.1456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        2086.87        58.8208        21.2753                 NaN            NaN            NaN            NaN   19.9039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        2086.87        58.8334        21.2831                 NaN            NaN            NaN            NaN   19.8835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        2086.87        58.8482        21.8503                 NaN            NaN            NaN            NaN   19.3015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        2086.87        58.8594        21.7601                 NaN            NaN            NaN            NaN   19.3805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        2086.87        58.8717        22.1233                 NaN            NaN            NaN            NaN   19.0050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        2086.87        58.8825        22.2843                 NaN            NaN            NaN            NaN   18.8331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        2086.87        58.8925        22.3324                 NaN            NaN            NaN            NaN   18.7752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        2086.87        58.9022        22.4147                 NaN            NaN            NaN            NaN   18.6831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        2086.87        58.9115        22.5103                 NaN            NaN            NaN            NaN   18.5781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        2086.87        58.9202        22.5443                 NaN            NaN            NaN            NaN   18.5355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        2086.87        58.9281        22.5116                 NaN            NaN            NaN            NaN   18.5603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        2086.87        58.9986        22.4595                 NaN            NaN            NaN            NaN   17.1778                 NaN   1.36418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        2086.87        59.1162        22.2371                 NaN            NaN            NaN            NaN   14.8289                 NaN   3.81773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        2086.87        59.1602        22.1803                 NaN            NaN            NaN            NaN   13.9687                 NaN   4.69078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        2086.87        59.2144        22.0916                 NaN            NaN            NaN            NaN   12.8769                 NaN   5.81713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        2086.87        59.2354        21.9848                 NaN            NaN            NaN            NaN   12.6008                 NaN   6.17904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        2086.87        59.2885        21.8952                 NaN            NaN            NaN            NaN   11.4627                 NaN   7.35367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        2086.87        59.4166        21.7789                 NaN            NaN            NaN            NaN   8.53149                 NaN   10.2730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        2086.87        59.4462        21.6611                 NaN            NaN            NaN            NaN   7.95776                 NaN   10.9349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        2086.87        59.4749        21.5414                 NaN            NaN            NaN            NaN   7.39159                 NaN   11.5922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        2086.87        59.4973        21.3858                 NaN            NaN            NaN            NaN   6.99785                 NaN   12.1190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        2086.87        59.5169        21.2157                 NaN            NaN            NaN            NaN   6.68248                 NaN   12.5849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        2086.87        59.5087        20.9326                 NaN            NaN            NaN            NaN   7.17609                 NaN   12.3825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        2086.87        59.5473        20.8767                 NaN            NaN            NaN            NaN   6.24786                 NaN   13.3282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        2086.87        59.5535        20.6446                 NaN            NaN            NaN            NaN   6.31422                 NaN   13.4877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        2086.87        59.5686        20.4638                 NaN            NaN            NaN            NaN   6.09553                 NaN   13.8721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        2086.87        59.5794        20.2594                 NaN            NaN            NaN            NaN   6.00502                 NaN   14.1562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        2086.87        59.5865        20.0630                 NaN            NaN            NaN            NaN   6.00579                 NaN   14.3446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59097.0        2086.87        59.6044        19.8519                 NaN            NaN            NaN            NaN   5.71613                 NaN   14.8276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60612.0        2086.87        59.6127        19.6347                 NaN            NaN            NaN            NaN   5.69319                 NaN   15.0595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62127.1        2086.87        59.6205        19.4315                 NaN            NaN            NaN            NaN   5.66532                 NaN   15.2827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63642.1        2086.87        59.6279        19.2257                 NaN            NaN            NaN            NaN   5.65009                 NaN   15.4963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65157.2        2086.87        59.6350        19.0267                 NaN            NaN            NaN            NaN   5.63402                 NaN   15.7043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66672.2        2086.87        59.6411        18.8347                 NaN            NaN            NaN            NaN   5.63452                 NaN   15.8897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68187.3        2086.87        59.6471        18.6400                 NaN            NaN            NaN            NaN   5.63850                 NaN   16.0744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69702.3        2086.87        59.6525        18.4435                 NaN            NaN            NaN            NaN   5.65502                 NaN   16.2490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  71217.4        2086.87        59.6581        18.1659                 NaN            NaN            NaN            NaN   5.73782                 NaN   16.4381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  72732.4        2086.87        59.6635        17.9363                 NaN            NaN            NaN            NaN   5.78353                 NaN   16.6167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  74247.5        2086.87        59.6684        17.7666                 NaN            NaN            NaN            NaN   5.78202                 NaN   16.7829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  75762.5        2086.87        59.6737        17.6328                 NaN            NaN            NaN            NaN   5.74373                 NaN   16.9497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  77277.6        2086.87        59.6788        17.4156                 NaN            NaN            NaN            NaN   5.78209                 NaN   17.1235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  78792.6        2086.87        59.6845        17.2467                 NaN            NaN            NaN            NaN   5.75291                 NaN   17.3159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  80307.7        2086.87        59.6889        17.0123                 NaN            NaN            NaN            NaN   5.81755                 NaN   17.4812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  81822.7        2086.87        59.6943        16.8350                 NaN            NaN            NaN            NaN   5.80613                 NaN   17.6646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  83337.8        2086.87        59.6997        16.6819                 NaN            NaN            NaN            NaN   5.76950                 NaN   17.8489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  84852.8        2086.87        59.7049        16.5292                 NaN            NaN            NaN            NaN   5.73544                 NaN   18.0305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  86367.9        2086.87        59.7102        16.3698                 NaN            NaN            NaN            NaN   5.70946                 NaN   18.2105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  87882.9        2086.87        59.7154        16.2083                 NaN            NaN            NaN            NaN   5.68321                 NaN   18.3931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  89398.0        2086.87        59.7220        16.0352                 NaN            NaN            NaN            NaN   5.63057                 NaN   18.6123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  90913.0        2086.87        59.7292        15.8635                 NaN            NaN            NaN            NaN   5.56276                 NaN   18.8446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  92428.1        2086.87        59.7358        15.7090                 NaN            NaN            NaN            NaN   5.48762                 NaN   19.0675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  93943.1        2086.87        59.7432        15.5704                 NaN            NaN            NaN            NaN   5.37765                 NaN   19.3087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  95458.2        2086.87        59.7505        15.4319                 NaN            NaN            NaN            NaN   5.26701                 NaN   19.5506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  96973.2        2086.87        59.7586        15.2958                 NaN            NaN            NaN            NaN   5.13006                 NaN   19.8155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  98488.3        2086.87        59.7673        15.1613                 NaN            NaN            NaN            NaN   4.97692                 NaN   20.0945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  100003.        2086.87        59.7755        15.0336                 NaN            NaN            NaN            NaN   4.82657                 NaN   20.3642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  101518.        2086.87        59.7859        14.8891                 NaN            NaN            NaN            NaN   4.63565                 NaN   20.6893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  103033.        2086.87        59.7962        14.7446                 NaN            NaN            NaN            NaN   4.44466                 NaN   21.0145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  104548.        2086.87        59.8090        14.6071                 NaN            NaN            NaN            NaN   4.18242                 NaN   21.4015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  106064.        2086.87        59.8300        14.4794                 NaN            NaN            NaN            NaN   3.68503                 NaN   22.0055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  107579.        2086.87        59.8517        14.3630                 NaN            NaN            NaN            NaN   3.16334                 NaN   22.6220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  109094.        2086.87        59.8664        14.2041                 NaN            NaN            NaN            NaN   2.85843                 NaN   23.0711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  110609.        2086.87        59.8847        14.0669                 NaN            NaN            NaN            NaN   2.43366                 NaN   23.6147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  112124.        2086.87        59.8857        13.9185                 NaN            NaN            NaN            NaN   2.46954                 NaN   23.7263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  113639.        2086.87        59.9050        13.8006                 NaN            NaN            NaN            NaN   1.99488                 NaN   24.2995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  115154.        2086.87        59.9373        13.6677                 NaN            NaN            NaN            NaN   1.18310                 NaN   25.2119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  116669.        2086.87        59.9577        13.5158                 NaN            NaN            NaN            NaN  0.704645                 NaN   25.8219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  118184.        2086.87        59.9754        13.3697                 NaN            NaN            NaN            NaN  0.282375                 NaN   26.3726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  119699.        2086.87        59.9978        12.9584                 NaN            NaN            NaN            NaN            NaN            NaN   27.0438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  121214.        2086.87        60.0158        12.3710                 NaN            NaN            NaN            NaN            NaN            NaN   27.6132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  122729.        2086.87        60.0339        11.7942                 NaN            NaN            NaN            NaN            NaN            NaN   28.1719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  124244.        2086.87        60.0505        11.2378                 NaN            NaN            NaN            NaN            NaN            NaN   28.7117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  125759.        2086.87        60.0686        10.6536                 NaN            NaN            NaN            NaN            NaN            NaN   29.2778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  127274.        2086.87        60.0861        10.0706                 NaN            NaN            NaN            NaN            NaN            NaN   29.8433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  128789.        2086.87        60.1022        9.51630                 NaN            NaN            NaN            NaN            NaN            NaN   30.3815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  130304.        2086.87        60.1185        8.95469                 NaN            NaN            NaN            NaN            NaN            NaN   30.9268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  131819.        2086.87        60.1345        8.39563                 NaN            NaN            NaN            NaN            NaN            NaN   31.4699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  133334.        2086.87        60.1500        7.84678                 NaN            NaN            NaN            NaN            NaN            NaN   32.0032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  134849.        2086.87        60.1651        7.30338                 NaN            NaN            NaN            NaN            NaN            NaN   32.5315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  136365.        2086.87        60.1795        6.76575                 NaN            NaN            NaN            NaN            NaN            NaN   33.0548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  137880.        2086.87        60.1937        6.22926                 NaN            NaN            NaN            NaN            NaN            NaN   33.5770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  139395.        2086.87        60.2082        5.68858                 NaN            NaN            NaN            NaN            NaN            NaN   34.1032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  140910.        2086.87        60.2228        5.14194                 NaN            NaN            NaN            NaN            NaN            NaN   34.6353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  142425.        2086.87        60.2366        4.61084                 NaN            NaN            NaN            NaN            NaN            NaN   35.1526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  143940.        2086.87        60.2519        4.03579                 NaN            NaN            NaN            NaN            NaN            NaN   35.7123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  145455.        2086.87                 NaN   3.98207                 NaN            NaN            NaN            NaN            NaN            NaN   36.9575                 NaN            NaN            NaN            NaN            NaN   59.0605                 NaN
  146970.        2086.87                 NaN   3.49261                 NaN            NaN            NaN            NaN            NaN            NaN   37.4312                 NaN            NaN            NaN            NaN            NaN   59.0762                 NaN
  148485.        2086.87                 NaN   2.87620                 NaN            NaN            NaN            NaN            NaN            NaN   38.0275                 NaN            NaN            NaN            NaN            NaN   59.0963                 NaN
  150000.        2086.87                 NaN   2.27743                 NaN            NaN            NaN            NaN            NaN            NaN   38.6069                 NaN            NaN            NaN            NaN            NaN   59.1157                 NaN
  10.0000        2101.01        58.5102        13.6207                 NaN            NaN            NaN            NaN   27.8691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        2101.01        58.5566        14.6753                 NaN            NaN            NaN            NaN   26.7681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        2101.01        58.5995        15.7982                 NaN            NaN            NaN            NaN   25.6024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        2101.01        58.6364        16.7499                 NaN            NaN            NaN            NaN   24.6137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        2101.01        58.6688        17.5843                 NaN            NaN            NaN            NaN   23.7469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        2101.01        58.6991        18.4913                 NaN            NaN            NaN            NaN   22.8095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        2101.01        58.7241        19.1189                 NaN            NaN            NaN            NaN   22.1570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        2101.01        58.7476        19.7939                 NaN            NaN            NaN            NaN   21.4584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        2101.01        58.7684        20.3384                 NaN            NaN            NaN            NaN   20.8932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        2101.01        58.7870        20.7783                 NaN            NaN            NaN            NaN   20.4347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        2101.01        58.8044        21.2606                 NaN            NaN            NaN            NaN   19.9349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        2101.01        58.8198        21.5816                 NaN            NaN            NaN            NaN   19.5986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        2101.01        58.8334        21.7299                 NaN            NaN            NaN            NaN   19.4367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        2101.01        58.8465        21.8834                 NaN            NaN            NaN            NaN   19.2702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        2101.01        58.8591        22.1452                 NaN            NaN            NaN            NaN   18.9957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        2101.01        58.8710        22.3625                 NaN            NaN            NaN            NaN   18.7665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        2101.01        58.8820        22.6035                 NaN            NaN            NaN            NaN   18.5145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        2101.01        58.8918        22.6108                 NaN            NaN            NaN            NaN   18.4974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        2101.01        58.9019        22.7527                 NaN            NaN            NaN            NaN   18.3455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        2101.01        58.9110        22.8022                 NaN            NaN            NaN            NaN   18.2868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        2101.01        58.9194        22.7574                 NaN            NaN            NaN            NaN   18.3232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        2101.01        58.9280        22.8610                 NaN            NaN            NaN            NaN   18.2111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        2101.01        58.9776        22.7817                 NaN            NaN            NaN            NaN   17.3277                 NaN  0.912937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        2101.01        59.0782        22.6981                 NaN            NaN            NaN            NaN   15.2569                 NaN   2.96680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        2101.01        59.1385        22.5548                 NaN            NaN            NaN            NaN   14.1156                 NaN   4.19106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        2101.01        59.1881        22.4508                 NaN            NaN            NaN            NaN   13.1557                 NaN   5.20536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        2101.01        59.2160        22.3390                 NaN            NaN            NaN            NaN   12.7069                 NaN   5.73806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        2101.01        59.3272        22.2689                 NaN            NaN            NaN            NaN   10.1961                 NaN   8.20782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        2101.01        59.3137        21.9995                 NaN            NaN            NaN            NaN   10.8371                 NaN   7.84961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        2101.01        59.4172        22.0181                 NaN            NaN            NaN            NaN   8.32899                 NaN   10.2357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        2101.01        59.4671        21.9290                 NaN            NaN            NaN            NaN   7.21478                 NaN   11.3892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        2101.01        59.4908        21.7820                 NaN            NaN            NaN            NaN   6.78466                 NaN   11.9425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        2101.01        59.5105        21.6121                 NaN            NaN            NaN            NaN   6.46931                 NaN   12.4081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        2101.01        59.5065        21.2708                 NaN            NaN            NaN            NaN   6.91975                 NaN   12.3029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        2101.01        59.5449        21.2106                 NaN            NaN            NaN            NaN   5.99683                 NaN   13.2476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        2101.01        59.5548        20.9460                 NaN            NaN            NaN            NaN   6.00469                 NaN   13.4945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54551.8        2101.01        59.5633        21.0051                 NaN            NaN            NaN            NaN   5.70603                 NaN   13.7255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56066.9        2101.01        59.5799        20.5339                 NaN            NaN            NaN            NaN   5.74630                 NaN   14.1399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57581.9        2101.01        59.5857        20.3337                 NaN            NaN            NaN            NaN   5.78220                 NaN   14.2984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
