|6.6.6
peridotite_hpha02_2.tab                                                                             
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          18
P(bar)         T(K)           Opx(HP)        O(HP)          Cpx(HP)        ab             an             abh            abL            diL            anL            enL            foGL           faL            Sp(HP)         faGL           Gt(HP)         stv           
  106064.        1563.64        15.2118        59.7323        9.05880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9971                 NaN
  107579.        1563.64        15.2384        59.7320        9.02435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0052                 NaN
  109094.        1563.64        15.2506        59.7313        9.00074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0174                 NaN
  110609.        1563.64        15.2625        59.7308        8.97279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0339                 NaN
  112124.        1563.64        15.2822        59.7305        8.93938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0479                 NaN
  113639.        1563.64        15.3082        59.7301        8.90394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0577                 NaN
  115154.        1563.64        15.3296        59.7294        8.87287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0681                 NaN
  116669.        1563.64        15.3617        59.7295        8.83176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0771                 NaN
  118184.        1563.64        15.3784        59.7287        8.80290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0899                 NaN
  119699.        1563.64        15.3934        59.7280        8.77564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1030                 NaN
  121214.        1563.64        15.4175        59.7275        8.74349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1115                 NaN
  122729.        1563.64        15.4430        59.7269        8.71188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1182                 NaN
  124244.        1563.64        15.4690        59.7265        8.67629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1282                 NaN
  125759.        1563.64        15.4939        59.7258        8.64435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1360                 NaN
  127274.        1563.64        15.5173        59.7250        8.61462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1431                 NaN
  128789.        1563.64        15.5436        59.7244        8.58044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1515                 NaN
  130304.        1563.64        15.5684        59.7238        8.54973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1581                 NaN
  131819.        1563.64        15.5954        59.7233        8.51521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1661                 NaN
  133334.        1563.64        15.6244        59.7229        8.47883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1739                 NaN
  134849.        1563.64        15.6589        59.7222        8.44073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1782                 NaN
  136365.        1563.64        15.6828        59.7219        8.40691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1884                 NaN
  137880.        1563.64        15.7077        59.7211        8.37924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1919                 NaN
  139395.        1563.64        15.7362        59.7205        8.34423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1990                 NaN
  140910.        1563.64        15.7659        59.7200        8.30851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2055                 NaN
  142425.        1563.64        15.7972        59.7197        8.26503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2180                 NaN
  143940.        1563.64        15.8248        59.7191        8.23582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2203                 NaN
  145455.        1563.64        15.8473        59.7188        8.19627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2376                 NaN
  146970.        1563.64        15.8774        59.7183        8.16022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2440                 NaN
  148485.        1563.64        15.9086        59.7177        8.12452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2492                 NaN
  150000.        1563.64        15.9398        59.7170        8.08883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2544                 NaN
  10.0000        1577.78        20.3435        62.7435        5.82259                 NaN   9.73671                 NaN   1.35377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1577.78        21.8996        61.9496        7.41791                 NaN   7.51011                 NaN   1.22275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1577.78        23.5202        61.1223        9.07796                 NaN   5.21755                 NaN   1.06205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1577.78        25.2825        60.2243        10.8778                 NaN   2.78693                 NaN  0.828368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1577.78        27.3269        59.1816        12.9620                 NaN            NaN            NaN  0.529511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1577.78        27.5435        59.0966        13.1637                 NaN            NaN            NaN  0.196156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1577.78        27.6685        59.0485        13.2830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1577.78        27.6634        59.0534        13.2832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1577.78        27.6580        59.0586        13.2834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1577.78        27.6523        59.0641        13.2836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1577.78        27.6470        59.0691        13.2839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        1577.78        27.6414        59.0744        13.2842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        1577.78        26.2713        59.1479        13.0475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53324                 NaN
  19705.7        1577.78        24.9338        59.2191        12.8038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04333                 NaN
  21220.7        1577.78        24.2425        59.2577        12.6525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.84731                 NaN
  22735.8        1577.78        23.1541        59.3150        12.4440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.08686                 NaN
  24250.8        1577.78        22.7746        59.3378        12.3328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.55477                 NaN
  25765.9        1577.78        21.9047        59.3835        12.1482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.56366                 NaN
  27280.9        1577.78        19.8555        59.4845        11.8066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.85333                 NaN
  28796.0        1577.78        19.5510        59.5016        11.7119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.23559                 NaN
  30311.0        1577.78        19.1600        59.5227        11.6033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.71397                 NaN
  31826.1        1577.78        18.1804        59.5713        11.4005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8478                 NaN
  33341.1        1577.78        17.9961        59.5820        11.3251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0968                 NaN
  34856.2        1577.78        17.9606        59.5857        11.2739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1798                 NaN
  36371.2        1577.78        17.3299        59.6169        11.1214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9318                 NaN
  37886.3        1577.78        17.2091        59.6239        11.0592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1078                 NaN
  39401.3        1577.78        16.7501        59.6468        10.9326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6705                 NaN
  40916.4        1577.78        16.7335        59.6489        10.8810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7366                 NaN
  42431.4        1577.78        16.5472        59.6587        10.8096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9844                 NaN
  43946.5        1577.78        16.2457        59.6737        10.7110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3696                 NaN
  45461.5        1577.78        16.2221        59.6754        10.6734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4291                 NaN
  46976.6        1577.78        15.9715        59.6881        10.5745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7658                 NaN
  48491.6        1577.78        15.9578        59.6892        10.5449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8082                 NaN
  50006.7        1577.78        15.8928        59.6933        10.4790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9349                 NaN
  51521.7        1577.78        15.6921        59.7036        10.3881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2162                 NaN
  53036.8        1577.78        15.6708        59.7042        10.3736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2514                 NaN
  54551.8        1577.78        15.5175        59.7122        10.2885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4818                 NaN
  56066.9        1577.78        15.5202        59.7120        10.2668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5009                 NaN
  57581.9        1577.78        15.4856        59.7145        10.2168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5831                 NaN
  59097.0        1577.78        15.3574        59.7210        10.1437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7780                 NaN
  60612.0        1577.78        15.3677        59.7209        10.1140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7974                 NaN
  62127.1        1577.78        15.2660        59.7257        10.0562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9521                 NaN
  63642.1        1577.78        15.2515        59.7269        10.0080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0136                 NaN
  65157.2        1577.78        15.2393        59.7280        9.96747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0652                 NaN
  66672.2        1577.78        15.1789        59.7308        9.92198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1683                 NaN
  68187.3        1577.78        15.1905        59.7302        9.90359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1757                 NaN
  69702.3        1577.78        15.1364        59.7337        9.83703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2929                 NaN
  71217.4        1577.78        15.1334        59.7334        9.81928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3139                 NaN
  72732.4        1577.78        15.1051        59.7351        9.77290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3870                 NaN
  74247.5        1577.78        15.0896        59.7360        9.73275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4416                 NaN
  75762.5        1577.78        15.1112        59.7352        9.70684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4468                 NaN
  77277.6        1577.78        15.1011        59.7368        9.63958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5225                 NaN
  78792.6        1577.78        15.0861        59.7368        9.63540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5417                 NaN
  80307.7        1577.78        15.0849        59.7369        9.60623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5720                 NaN
  81822.7        1577.78        15.0708        59.7378        9.56015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6312                 NaN
  83337.8        1577.78        15.0669        59.7384        9.52655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6682                 NaN
  84852.8        1577.78        15.0705        59.7383        9.49479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6965                 NaN
  86367.9        1577.78        15.0807        59.7383        9.45938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7216                 NaN
  87882.9        1577.78        15.0935        59.7375        9.43858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7305                 NaN
  89398.0        1577.78        15.0870        59.7384        9.39334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7813                 NaN
  90913.0        1577.78        15.1034        59.7375        9.37043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7887                 NaN
  92428.1        1577.78        15.1027        59.7380        9.33380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8255                 NaN
  93943.1        1577.78        15.1110        59.7379        9.29638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8547                 NaN
  95458.2        1577.78        15.1317        59.7369        9.27694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8544                 NaN
  96973.2        1577.78        15.1363        59.7374        9.23388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8924                 NaN
  98488.3        1577.78        15.1552        59.7365        9.21198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8963                 NaN
  100003.        1577.78        15.1658        59.7363        9.17890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9190                 NaN
  101518.        1577.78        15.1764        59.7364        9.14135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9459                 NaN
  103033.        1577.78        15.1887        59.7358        9.11709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9585                 NaN
  104548.        1577.78        15.2121        59.7354        9.07928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9732                 NaN
  106064.        1577.78        15.2320        59.7347        9.05337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9799                 NaN
  107579.        1577.78        15.2561        59.7348        9.01397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9951                 NaN
  109094.        1577.78        15.2675        59.7343        8.98089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0173                 NaN
  110609.        1577.78        15.2869        59.7334        8.95800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0217                 NaN
  112124.        1577.78        15.3096        59.7332        8.91903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0382                 NaN
  113639.        1577.78        15.3421        59.7325        8.87892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0465                 NaN
  115154.        1577.78        15.3501        59.7323        8.85502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0625                 NaN
  116669.        1577.78        15.3706        59.7319        8.82263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0749                 NaN
  118184.        1577.78        15.4006        59.7309        8.79414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0743                 NaN
  119699.        1577.78        15.4203        59.7309        8.75409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0948                 NaN
  121214.        1577.78        15.4448        59.7306        8.72434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1002                 NaN
  122729.        1577.78        15.4614        59.7294        8.70188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1073                 NaN
  124244.        1577.78        15.5032        59.7294        8.64369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1237                 NaN
  125759.        1577.78        15.5115        59.7285        8.63460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1254                 NaN
  127274.        1577.78        15.5317        59.7281        8.60337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1368                 NaN
  128789.        1577.78        15.5654        59.7277        8.55917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1477                 NaN
  130304.        1577.78        15.5915        59.7267        8.53338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1484                 NaN
  131819.        1577.78        15.6170        59.7265        8.49358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1629                 NaN
  133334.        1577.78        15.6419        59.7257        8.46906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1633                 NaN
  134849.        1577.78        15.6818        59.7254        8.41692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1759                 NaN
  136365.        1577.78        15.7053        59.7249        8.38455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1853                 NaN
  137880.        1577.78        15.7291        59.7248        8.35122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1949                 NaN
  139395.        1577.78        15.7615        59.7237        8.31838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1964                 NaN
  140910.        1577.78        15.7852        59.7233        8.28371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2078                 NaN
  142425.        1577.78        15.8197        59.7229        8.24427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2131                 NaN
  143940.        1577.78        15.8472        59.7222        8.21497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2156                 NaN
  145455.        1577.78        15.8741        59.7216        8.17726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2271                 NaN
  146970.        1577.78        15.9031        59.7214        8.14098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2345                 NaN
  148485.        1577.78        15.9355        59.7207        8.10265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2412                 NaN
  150000.        1577.78        15.9636        59.7202        8.06885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2473                 NaN
  10.0000        1591.92        20.3686        62.7331        5.84948                 NaN   9.69155                 NaN   1.35728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1591.92        22.0211        61.8919        7.54043                 NaN   7.36183                 NaN   1.18478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1591.92        23.1139        61.3312        8.66943                 NaN   5.75995                 NaN   1.12553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1591.92        25.4179        60.1584        11.0143                 NaN   2.62109                 NaN  0.788307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1591.92        27.2955        59.1957        12.9346                 NaN            NaN            NaN  0.574259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1591.92        27.4946        59.1180        13.1205                 NaN            NaN            NaN  0.266892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1591.92        27.6671        59.0502        13.2827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1591.92        27.6615        59.0555        13.2830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1591.92        27.6563        59.0607        13.2830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1591.92        27.6507        59.0660        13.2833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1591.92        27.6449        59.0715        13.2836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        1591.92        27.6400        59.0762        13.2838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        1591.92        26.3559        59.1454        13.0728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42593                 NaN
  19705.7        1591.92        24.9759        59.2186        12.8243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98118                 NaN
  21220.7        1591.92        23.9361        59.2744        12.6203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.16915                 NaN
  22735.8        1591.92        23.3894        59.3054        12.4886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.81657                 NaN
  24250.8        1591.92        22.7406        59.3416        12.3333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58453                 NaN
  25765.9        1591.92        22.0085        59.3805        12.1727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.43829                 NaN
  27280.9        1591.92        20.2008        59.4699        11.8670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.46234                 NaN
  28796.0        1591.92        20.1114        59.4769        11.8097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.60202                 NaN
  30311.0        1591.92        19.4575        59.5107        11.6585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.37330                 NaN
  31826.1        1591.92        18.6921        59.5495        11.4916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2667                 NaN
  33341.1        1591.92        18.0325        59.5824        11.3424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0427                 NaN
  34856.2        1591.92        17.5468        59.6067        11.2239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6225                 NaN
  36371.2        1591.92        17.6738        59.6030        11.1877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5355                 NaN
  37886.3        1591.92        17.3620        59.6192        11.0898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9290                 NaN
  39401.3        1591.92        16.9526        59.6399        10.9724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4351                 NaN
  40916.4        1591.92        16.8839        59.6445        10.9095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5621                 NaN
  42431.4        1591.92        16.4350        59.6667        10.7776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1207                 NaN
  43946.5        1591.92        16.4801        59.6651        10.7657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0891                 NaN
  45461.5        1591.92        16.3141        59.6738        10.6926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3195                 NaN
  46976.6        1591.92        16.1356        59.6829        10.6208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5608                 NaN
  48491.6        1591.92        15.9682        59.6914        10.5442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7961                 NaN
  50006.7        1591.92        15.8049        59.6999        10.4644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0308                 NaN
  51521.7        1591.92        15.8067        59.7002        10.4369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0562                 NaN
  53036.8        1591.92        15.7408        59.7038        10.3896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1658                 NaN
  54551.8        1591.92        15.6113        59.7106        10.3117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3665                 NaN
