|6.6.6
peridotite_hpha02_2.tab                                                                             
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          18
P(bar)         T(K)           Opx(HP)        O(HP)          Cpx(HP)        ab             an             abh            abL            diL            anL            enL            foGL           faL            Sp(HP)         faGL           Gt(HP)         stv           
  37886.3        1888.89        20.0593        59.5422        11.6561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.74243                 NaN
  39401.3        1888.89        19.3558        59.5775        11.4948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57189                 NaN
  40916.4        1888.89        18.9908        59.5969        11.3827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0296                 NaN
  42431.4        1888.89        18.8301        59.6069        11.3035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2596                 NaN
  43946.5        1888.89        18.1264        59.6415        11.1276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1045                 NaN
  45461.5        1888.89        17.9095        59.6532        11.0489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3885                 NaN
  46976.6        1888.89        17.6116        59.6687        10.9441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7756                 NaN
  48491.6        1888.89        17.4192        59.6791        10.8624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0393                 NaN
  50006.7        1888.89        17.4412        59.6802        10.8118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0668                 NaN
  51521.7        1888.89        17.0593        59.6984        10.7030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5393                 NaN
  53036.8        1888.89        17.0268        59.7016        10.6466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6250                 NaN
  54551.8        1888.89        16.8303        59.7118        10.5609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8970                 NaN
  56066.9        1888.89        16.7114        59.7185        10.4899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0802                 NaN
  57581.9        1888.89        16.6488        59.7227        10.4295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1990                 NaN
  59097.0        1888.89        16.4349        59.7335        10.3395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4921                 NaN
  60612.0        1888.89        16.3578        59.7378        10.2781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6263                 NaN
  62127.1        1888.89        16.2537        59.7436        10.2086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7940                 NaN
  63642.1        1888.89        16.1828        59.7479        10.1465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9227                 NaN
  65157.2        1888.89        16.1903        59.7489        10.1021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9587                 NaN
  66672.2        1888.89        16.0547        59.7558        10.0251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1645                 NaN
  68187.3        1888.89        16.0167        59.7584        9.96927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2556                 NaN
  69702.3        1888.89        15.9504        59.7623        9.90758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3797                 NaN
  71217.4        1888.89        15.9088        59.7650        9.85499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4712                 NaN
  72732.4        1888.89        15.8709        59.7675        9.80483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5568                 NaN
  74247.5        1888.89        15.8329        59.7700        9.74989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6472                 NaN
  75762.5        1888.89        15.8513        59.7700        9.71454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6642                 NaN
  77277.6        1888.89        15.7995        59.7730        9.65628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7712                 NaN
  78792.6        1888.89        15.7710        59.7753        9.59869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8550                 NaN
  80307.7        1888.89        15.7376        59.7774        9.54422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9408                 NaN
  81822.7        1888.89        15.7155        59.7792        9.49200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0133                 NaN
  83337.8        1888.89        15.7041        59.7806        9.44519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0702                 NaN
  84852.8        1888.89        15.6902        59.7819        9.39954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1283                 NaN
  86367.9        1888.89        15.6816        59.7831        9.35162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1837                 NaN
  87882.9        1888.89        15.6720        59.7841        9.30796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2360                 NaN
  89398.0        1888.89        15.6629        59.7853        9.25898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2928                 NaN
  90913.0        1888.89        15.6616        59.7861        9.21465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3377                 NaN
  92428.1        1888.89        15.6841        59.7859        9.18081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3492                 NaN
  93943.1        1888.89        15.6619        59.7875        9.12664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4240                 NaN
  95458.2        1888.89        15.6712        59.7879        9.08567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4553                 NaN
  96973.2        1888.89        15.6706        59.7886        9.04010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5007                 NaN
  98488.3        1888.89        15.6784        59.7890        9.00012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5325                 NaN
  100003.        1888.89        15.6851        59.7893        8.96655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5590                 NaN
  101518.        1888.89        15.7028        59.7897        8.91017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5973                 NaN
  103033.        1888.89        15.7404        59.7900        8.83509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6345                 NaN
  104548.        1888.89        15.7510        59.7904        8.79018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6684                 NaN
  106064.        1888.89        15.7382        59.7904        8.78827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6831                 NaN
  107579.        1888.89        15.7617        59.7904        8.74741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7005                 NaN
  109094.        1888.89        15.7653        59.7909        8.69787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7459                 NaN
  110609.        1888.89        15.7822        59.7910        8.65453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7723                 NaN
  112124.        1888.89        15.7970        59.7912        8.61125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8005                 NaN
  113639.        1888.89        15.8166        59.7913        8.57120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8209                 NaN
  115154.        1888.89        15.8363        59.7912        8.52894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8435                 NaN
  116669.        1888.89        15.8589        59.7913        8.49151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8582                 NaN
  118184.        1888.89        15.8750        59.7911        8.45421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8797                 NaN
  119699.        1888.89        15.8945        59.7912        8.41182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9025                 NaN
  121214.        1888.89        15.9170        59.7911        8.37006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9218                 NaN
  122729.        1888.89        15.9384        59.7908        8.33222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9385                 NaN
  124244.        1888.89        15.9590        59.7908        8.29155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9586                 NaN
  125759.        1888.89        15.9945        59.7906        8.25511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9599                 NaN
  127274.        1888.89        16.0190        59.7905        8.21190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9786                 NaN
  128789.        1888.89        16.0438        59.7904        8.17132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9945                 NaN
  130304.        1888.89        16.0642        59.7902        8.13052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0151                 NaN
  131819.        1888.89        16.0947        59.7901        8.08385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0313                 NaN
  133334.        1888.89        16.1251        59.7900        8.03955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0453                 NaN
  134849.        1888.89        16.1539        59.7898        8.00649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0497                 NaN
  136365.        1888.89        16.1758        59.7898        7.96547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0689                 NaN
  137880.        1888.89        16.2044        59.7895        7.93158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0745                 NaN
  139395.        1888.89        16.2338        59.7894        7.88939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0874                 NaN
  140910.        1888.89        16.2624        59.7892        7.84654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1018                 NaN
  142425.        1888.89        16.2960        59.7890        7.79880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1162                 NaN
  143940.        1888.89        16.3194        59.7890        7.75994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1317                 NaN
  145455.        1888.89        16.3566        59.7889        7.71415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1404                 NaN
  146970.        1888.89        16.3823        59.7887        7.67692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1521                 NaN
  148485.        1888.89        16.4140        59.7883        7.63539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1623                 NaN
  150000.        1888.89        16.4457        59.7879        7.59387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1724                 NaN
  10.0000        1903.03                 NaN   61.3272                 NaN            NaN            NaN            NaN   1.38636        3.96724        12.8895        20.4298                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1903.03        17.3120        61.6313                 NaN            NaN            NaN            NaN   1.42619        6.96927        9.48992        3.17131                 NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1903.03        20.7696        61.5692                 NaN            NaN            NaN            NaN   1.43101        7.82058        8.40969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1903.03        21.0383        61.4695                 NaN            NaN            NaN            NaN   1.42823        8.11989        7.94407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1903.03        21.3088        61.3632                 NaN            NaN            NaN            NaN   1.42548        8.42102        7.48146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1903.03        21.5718        61.2570                 NaN            NaN            NaN            NaN   1.42275        8.71204        7.03644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1903.03        27.0390        59.3393        12.7355                 NaN            NaN            NaN  0.886307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1903.03        27.1974        59.2776        12.8849                 NaN            NaN            NaN  0.640081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1903.03        27.3312        59.2254        13.0122                 NaN            NaN            NaN  0.431211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1903.03        27.4267        59.1887        13.1047                 NaN            NaN            NaN  0.279952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1903.03        27.6016        59.1172        13.2696                 NaN            NaN            NaN  0.115950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        1903.03        27.6044        59.1188        13.2768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        1903.03        27.5993        59.1240        13.2767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        1903.03        27.5940        59.1293        13.2767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        1903.03        27.5887        59.1343        13.2769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        1903.03        27.5837        59.1394        13.2769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        1903.03        27.5787        59.1444        13.2769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        1903.03        27.1767        59.1691        13.2052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.449075                 NaN
  27280.9        1903.03        25.9882        59.2330        12.9673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81152                 NaN
  28796.0        1903.03        25.0970        59.2811        12.7847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.83729                 NaN
  30311.0        1903.03        23.9657        59.3405        12.5530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.14078                 NaN
  31826.1        1903.03        23.6259        59.3612        12.4467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.56620                 NaN
  33341.1        1903.03        22.8348        59.4032        12.2718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.49025                 NaN
  34856.2        1903.03        22.3118        59.4321        12.1270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12912                 NaN
  36371.2        1903.03        21.5061        59.4730        11.9595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.06132                 NaN
  37886.3        1903.03        20.3714        59.5294        11.7225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37674                 NaN
  39401.3        1903.03        19.2966        59.5824        11.4925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.62855                 NaN
  40916.4        1903.03        19.3381        59.5830        11.4538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.62517                 NaN
  42431.4        1903.03        18.9179        59.6053        11.3201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1567                 NaN
  43946.5        1903.03        18.3808        59.6319        11.1837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8035                 NaN
  45461.5        1903.03        18.0552        59.6489        11.0784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2175                 NaN
  46976.6        1903.03        17.7191        59.6660        10.9702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6447                 NaN
  48491.6        1903.03        17.7417        59.6670        10.9200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6713                 NaN
  50006.7        1903.03        17.5694        59.6764        10.8491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9051                 NaN
  51521.7        1903.03        17.2143        59.6943        10.7287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3628                 NaN
  53036.8        1903.03        17.1271        59.6996        10.6693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5041                 NaN
  54551.8        1903.03        16.8432        59.7137        10.5689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8742                 NaN
  56066.9        1903.03        16.8464        59.7152        10.5141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9242                 NaN
  57581.9        1903.03        16.7461        59.7210        10.4481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0848                 NaN
  59097.0        1903.03        16.5388        59.7316        10.3573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3722                 NaN
  60612.0        1903.03        16.4279        59.7375        10.2915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5431                 NaN
  62127.1        1903.03        16.3122        59.7438        10.2195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7246                 NaN
  63642.1        1903.03        16.2729        59.7469        10.1624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8177                 NaN
  65157.2        1903.03        16.2331        59.7498        10.1070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9101                 NaN
  66672.2        1903.03        16.1777        59.7530        10.0542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0151                 NaN
  68187.3        1903.03        16.0711        59.7588        9.97889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1912                 NaN
  69702.3        1903.03        15.9959        59.7631        9.91555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3255                 NaN
  71217.4        1903.03        15.9564        59.7658        9.86042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4173                 NaN
  72732.4        1903.03        15.9137        59.7685        9.80977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5081                 NaN
  74247.5        1903.03        15.8756        59.7713        9.74932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6038                 NaN
  75762.5        1903.03        15.8522        59.7730        9.70174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6730                 NaN
  77277.6        1903.03        15.8237        59.7752        9.64811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7529                 NaN
  78792.6        1903.03        15.8092        59.7765        9.60443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8099                 NaN
  80307.7        1903.03        15.7774        59.7787        9.54731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8966                 NaN
  81822.7        1903.03        15.7523        59.7809        9.49247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9744                 NaN
  83337.8        1903.03        15.7394        59.7821        9.44425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0342                 NaN
  84852.8        1903.03        15.7222        59.7836        9.39913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0951                 NaN
  86367.9        1903.03        15.7221        59.7845        9.34953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1439                 NaN
  87882.9        1903.03        15.7067        59.7857        9.30732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2002                 NaN
  89398.0        1903.03        15.6976        59.7870        9.25776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2577                 NaN
  90913.0        1903.03        15.7192        59.7868        9.22182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2722                 NaN
  92428.1        1903.03        15.7102        59.7880        9.17321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3286                 NaN
  93943.1        1903.03        15.6974        59.7892        9.12461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3888                 NaN
  95458.2        1903.03        15.7014        59.7898        9.08230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4265                 NaN
  96973.2        1903.03        15.6995        59.7906        9.03537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4745                 NaN
  98488.3        1903.03        15.7290        59.7905        8.99012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4903                 NaN
  100003.        1903.03        15.7147        59.7914        8.95804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5359                 NaN
  101518.        1903.03        15.7325        59.7918        8.90249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5732                 NaN
  103033.        1903.03        15.7588        59.7922        8.83643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6126                 NaN
  104548.        1903.03        15.7693        59.7926        8.79152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6465                 NaN
  106064.        1903.03        15.7685        59.7921        8.78882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6506                 NaN
  107579.        1903.03        15.7936        59.7924        8.73609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6779                 NaN
  109094.        1903.03        15.7983        59.7925        8.70164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7076                 NaN
  110609.        1903.03        15.8095        59.7933        8.64471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7525                 NaN
  112124.        1903.03        15.8215        59.7936        8.60250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7824                 NaN
  113639.        1903.03        15.8462        59.7934        8.56539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7949                 NaN
  115154.        1903.03        15.8588        59.7938        8.51690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8305                 NaN
  116669.        1903.03        15.8860        59.7931        8.49225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8286                 NaN
  118184.        1903.03        15.8990        59.7936        8.44183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8656                 NaN
  119699.        1903.03        15.9174        59.7937        8.40049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8884                 NaN
  121214.        1903.03        15.9486        59.7937        8.35530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9024                 NaN
  122729.        1903.03        15.9647        59.7934        8.31725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9247                 NaN
  124244.        1903.03        16.0080        59.7936        8.25595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9424                 NaN
  125759.        1903.03        16.0096        59.7933        8.23926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9578                 NaN
  127274.        1903.03        16.0408        59.7932        8.19612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9698                 NaN
  128789.        1903.03        16.0627        59.7931        8.15540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9889                 NaN
  130304.        1903.03        16.0875        59.7929        8.11545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0042                 NaN
  131819.        1903.03        16.1175        59.7931        8.06897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0205                 NaN
  133334.        1903.03        16.1503        59.7926        8.02676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0303                 NaN
  134849.        1903.03        16.1761        59.7926        7.98900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0423                 NaN
  136365.        1903.03        16.1977        59.7925        7.94867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0612                 NaN
  137880.        1903.03        16.2259        59.7923        7.91364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0682                 NaN
