|6.6.6
dunite_hpha02_1.tab                                                                                 
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  10.0000        1082.83        3206.44        7.95213        4.58527     
  1525.05        1082.83        3210.96        7.96516        4.59171     
  3040.10        1082.83        3215.60        7.97975        4.59795     
  4555.15        1082.83        3220.23        7.99427        4.60417     
  6070.20        1082.83        3224.88        8.00886        4.61045     
  7585.25        1082.83        3229.41        8.02304        4.61644     
  9100.30        1082.83        3234.02        8.03746        4.62262     
  10615.4        1082.83        3238.48        8.05139        4.62844     
  12130.4        1082.83        3243.09        8.06576        4.63462     
  13645.5        1082.83        3247.58        8.07979        4.64055     
  15160.5        1082.83        3252.11        8.09388        4.64654     
  16675.6        1082.83        3263.99        8.13235        4.66890     
  18190.6        1082.83        3268.26        8.14542        4.67400     
  19705.7        1082.83        3272.52        8.15844        4.67910     
  21220.7        1082.83        3276.76        8.17142        4.68419     
  22735.8        1082.83        3281.00        8.18440        4.68929     
  24250.8        1082.83        3285.38        8.19760        4.69455     
  25765.9        1082.83        3289.63        8.21058        4.69969     
  27280.9        1082.83        3293.95        8.22364        4.70490     
  28796.0        1082.83        3298.13        8.23645        4.70997     
  30311.0        1082.83        3302.36        8.24936        4.71512     
  31826.1        1082.83        3306.50        8.26209        4.72017     
  33341.1        1082.83        3310.70        8.27490        4.72529     
  34856.2        1082.83        3314.89        8.28767        4.73040     
  36371.2        1082.83        3319.07        8.30043        4.73553     
  37886.3        1082.83        3323.18        8.31305        4.74057     
  39401.3        1082.83        3327.25        8.32561        4.74560     
  40916.4        1082.83        3331.32        8.33815        4.75063     
  42431.4        1082.83        3335.38        8.35067        4.75566     
  43946.5        1082.83        3339.41        8.36312        4.76066     
  45461.5        1082.83        3343.43        8.37555        4.76566     
  46976.6        1082.83        3347.41        8.38789        4.77063     
  48491.6        1082.83        3351.39        8.40023        4.77560     
  50006.7        1082.83        3355.36        8.41253        4.78055     
  51521.7        1082.83        3359.30        8.42479        4.78550     
  53036.8        1082.83        3363.23        8.43701        4.79045     
  54551.8        1082.83        3367.16        8.44922        4.79538     
  56066.9        1082.83        3371.05        8.46138        4.80032     
  57581.9        1082.83        3374.94        8.47350        4.80522     
  59097.0        1082.83        3378.81        8.48559        4.81015     
  60612.0        1082.83        3382.67        8.49765        4.81505     
  62127.1        1082.83        3386.51        8.50967        4.81993     
  63642.1        1082.83        3390.34        8.52168        4.82482     
  65157.2        1082.83        3394.16        8.53367        4.82972     
  66672.2        1082.83        3397.95        8.54556        4.83456     
  68187.3        1082.83        3401.74        8.55747        4.83943     
  69702.3        1082.83        3405.53        8.56938        4.84431     
  71217.4        1082.83        3409.28        8.58119        4.84913     
  72732.4        1082.83        3413.04        8.59303        4.85400     
  74247.5        1082.83        3416.78        8.60482        4.85883     
  75762.5        1082.83        3420.51        8.61658        4.86366     
  77277.6        1082.83        3424.22        8.62829        4.86846     
  78792.6        1082.83        3427.92        8.64000        4.87329     
  80307.7        1082.83        3431.61        8.65168        4.87810     
  81822.7        1082.83        3435.29        8.66332        4.88290     
  83337.8        1082.83        3438.95        8.67493        4.88769     
  84852.8        1082.83        3442.60        8.68652        4.89247     
  86367.9        1082.83        3446.24        8.69808        4.89725     
  87882.9        1082.83        3449.87        8.70962        4.90202     
  89398.0        1082.83        3453.49        8.72112        4.90678     
  90913.0        1082.83        3457.10        8.73261        4.91154     
  92428.1        1082.83        3460.69        8.74407        4.91629     
  93943.1        1082.83        3464.28        8.75550        4.92105     
  95458.2        1082.83        3467.86        8.76691        4.92579     
  96973.2        1082.83        3471.42        8.77828        4.93052     
  98488.3        1082.83        3474.97        8.78963        4.93524     
  100003.        1082.83        3478.51        8.80095        4.93996     
  101518.        1082.83        3482.06        8.81220        4.94466     
  103033.        1082.83        3485.58        8.82347        4.94937     
  104548.        1082.83        3489.08        8.83472        4.95404     
  106064.        1082.83        3492.58        8.84595        4.95874     
  107579.        1082.83        3496.06        8.85714        4.96342     
  109094.        1082.83        3499.54        8.86833        4.96811     
  110609.        1082.83        3503.01        8.87948        4.97279     
  112124.        1082.83        3506.46        8.89060        4.97744     
  113639.        1082.83        3509.91        8.90171        4.98211     
  115154.        1082.83        3513.35        8.91280        4.98677     
  116669.        1082.83        3516.77        8.92386        4.99142     
  118184.        1082.83        3520.18        8.93489        4.99605     
  119699.        1082.83        3523.59        8.94591        5.00071     
  121214.        1082.83        3526.99        8.95689        5.00532     
  122729.        1082.83        3530.37        8.96784        5.00993     
  124244.        1082.83        3533.75        8.97881        5.01457     
  125759.        1082.83        3537.11        8.98970        5.01915     
  127274.        1082.83        3540.47        9.00063        5.02379     
  128789.        1082.83        3543.82        9.01150        5.02838     
  130304.        1082.83        3547.16        9.02235        5.03298     
  131819.        1082.83        3550.49        9.03318        5.03756     
  133334.        1082.83        3553.80        9.04399        5.04214     
  134849.        1082.83        3557.11        9.05477        5.04670     
  136365.        1082.83        3560.41        9.06554        5.05127     
  137880.        1082.83        3563.70        9.07628        5.05583     
  139395.        1082.83        3566.99        9.08700        5.06038     
  140910.        1082.83        3570.26        9.09768        5.06491     
  142425.        1082.83        3573.52        9.10834        5.06944     
  143940.        1082.83        3576.78        9.11902        5.07399     
  145455.        1082.83        3580.02        9.12965        5.07852     
  146970.        1082.83        3583.26        9.14026        5.08304     
  148485.        1082.83        3586.49        9.15086        5.08756     
  150000.        1082.83        3589.71        9.16144        5.09208     
  10.0000        1096.97        3204.62        7.94522        4.57998     
  1525.05        1096.97        3209.14        7.95826        4.58641     
  3040.10        1096.97        3213.80        7.97289        4.59270     
  4555.15        1096.97        3218.48        7.98756        4.59904     
  6070.20        1096.97        3223.06        8.00194        4.60515     
  7585.25        1096.97        3227.65        8.01628        4.61125     
  9100.30        1096.97        3232.22        8.03058        4.61734     
  10615.4        1096.97        3236.97        8.04536        4.62381     
  12130.4        1096.97        3241.35        8.05905        4.62947     
  13645.5        1096.97        3245.88        8.07317        4.63546     
  15160.5        1096.97        3250.32        8.08703        4.64128     
  16675.6        1096.97        3262.24        8.12562        4.66377     
  18190.6        1096.97        3266.52        8.13870        4.66889     
  19705.7        1096.97        3270.79        8.15174        4.67399     
  21220.7        1096.97        3275.04        8.16474        4.67909     
  22735.8        1096.97        3279.27        8.17770        4.68418     
  24250.8        1096.97        3283.59        8.19082        4.68939     
  25765.9        1096.97        3287.91        8.20391        4.69460     
  27280.9        1096.97        3292.18        8.21689        4.69976     
  28796.0        1096.97        3296.42        8.22981        4.70490     
  30311.0        1096.97        3300.66        8.24273        4.71006     
  31826.1        1096.97        3304.88        8.25561        4.71520     
  33341.1        1096.97        3309.11        8.26846        4.72035     
  34856.2        1096.97        3313.19        8.28108        4.72536     
  36371.2        1096.97        3317.40        8.29389        4.73052     
  37886.3        1096.97        3321.48        8.30647        4.73554     
  39401.3        1096.97        3325.60        8.31911        4.74061     
  40916.4        1096.97        3329.71        8.33170        4.74567     
  42431.4        1096.97        3333.71        8.34414        4.75066     
  43946.5        1096.97        3337.80        8.35668        4.75572     
  45461.5        1096.97        3341.78        8.36906        4.76068     
  46976.6        1096.97        3345.80        8.38145        4.76568     
  48491.6        1096.97        3349.80        8.39382        4.77068     
  50006.7        1096.97        3353.75        8.40612        4.77564     
  51521.7        1096.97        3357.71        8.41841        4.78061     
  53036.8        1096.97        3361.65        8.43063        4.78554     
  54551.8        1096.97        3365.57        8.44287        4.79051     
  56066.9        1096.97        3369.48        8.45502        4.79543     
  57581.9        1096.97        3373.36        8.46717        4.80037     
  59097.0        1096.97        3377.25        8.47925        4.80526     
  60612.0        1096.97        3381.11        8.49131        4.81017     
  62127.1        1096.97        3384.96        8.50339        4.81510     
  63642.1        1096.97        3388.79        8.51538        4.81998     
  65157.2        1096.97        3392.61        8.52735        4.82486     
  66672.2        1096.97        3396.42        8.53930        4.82974     
  68187.3        1096.97        3400.22        8.55126        4.83465     
  69702.3        1096.97        3404.00        8.56310        4.83948     
  71217.4        1096.97        3407.78        8.57500        4.84437     
  72732.4        1096.97        3411.53        8.58680        4.84920     
  74247.5        1096.97        3415.27        8.59861        4.85405     
  75762.5        1096.97        3419.00        8.61038        4.85889     
  77277.6        1096.97        3422.72        8.62213        4.86372     
  78792.6        1096.97        3426.43        8.63384        4.86854     
  80307.7        1096.97        3430.13        8.64552        4.87335     
  81822.7        1096.97        3433.81        8.65718        4.87816     
  83337.8        1096.97        3437.47        8.66880        4.88296     
  84852.8        1096.97        3441.13        8.68041        4.88776     
  86367.9        1096.97        3444.78        8.69197        4.89254     
  87882.9        1096.97        3448.42        8.70353        4.89732     
  89398.0        1096.97        3452.04        8.71504        4.90209     
  90913.0        1096.97        3455.65        8.72653        4.90686     
  92428.1        1096.97        3459.26        8.73801        4.91162     
  93943.1        1096.97        3462.84        8.74944        4.91637     
  95458.2        1096.97        3466.42        8.76086        4.92112     
  96973.2        1096.97        3469.99        8.77225        4.92587     
  98488.3        1096.97        3473.55        8.78361        4.93060     
  100003.        1096.97        3477.09        8.79494        4.93531     
  101518.        1096.97        3480.62        8.80625        4.94003     
  103033.        1096.97        3484.16        8.81748        4.94473     
  104548.        1096.97        3487.68        8.82874        4.94944     
  106064.        1096.97        3491.18        8.83998        4.95414     
  107579.        1096.97        3494.67        8.85119        4.95883     
  109094.        1096.97        3498.15        8.86238        4.96351     
  110609.        1096.97        3501.62        8.87354        4.96819     
  112124.        1096.97        3505.08        8.88468        4.97287     
  113639.        1096.97        3508.53        8.89579        4.97754     
  115154.        1096.97        3511.97        8.90689        4.98221     
  116669.        1096.97        3515.40        8.91796        4.98686     
  118184.        1096.97        3518.82        8.92900        4.99151     
  119699.        1096.97        3522.23        8.94001        4.99614     
  121214.        1096.97        3525.63        8.95101        5.00078     
  122729.        1096.97        3529.02        8.96198        5.00540     
  124244.        1096.97        3532.40        8.97294        5.01003     
  125759.        1096.97        3535.77        8.98386        5.01464     
  127274.        1096.97        3539.13        8.99477        5.01926     
  128789.        1096.97        3542.48        9.00565        5.02386     
  130304.        1096.97        3545.83        9.01651        5.02846     
  131819.        1096.97        3549.16        9.02735        5.03305     
  133334.        1096.97        3552.48        9.03819        5.03766     
  134849.        1096.97        3555.80        9.04899        5.04223     
  136365.        1096.97        3559.10        9.05976        5.04681     
  137880.        1096.97        3562.40        9.07051        5.05137     
  139395.        1096.97        3565.68        9.08123        5.05593     
  140910.        1096.97        3568.96        9.09194        5.06048     
  142425.        1096.97        3572.23        9.10263        5.06504     
  143940.        1096.97        3575.49        9.11329        5.06957     
  145455.        1096.97        3578.74        9.12394        5.07411     
  146970.        1096.97        3581.98        9.13456        5.07863     
  148485.        1096.97        3585.21        9.14516        5.08316     
  150000.        1096.97        3588.44        9.15575        5.08769     
  10.0000        1111.11        3202.80        7.93829        4.57468     
  1525.05        1111.11        3207.34        7.95141        4.58118     
  3040.10        1111.11        3212.01        7.96607        4.58748     
  4555.15        1111.11        3216.64        7.98057        4.59368     
  6070.20        1111.11        3221.29        7.99514        4.59994     
  7585.25        1111.11        3225.85        8.00940        4.60598     
  9100.30        1111.11        3230.42        8.02367        4.61205     
  10615.4        1111.11        3235.00        8.03796        4.61815     
  12130.4        1111.11        3239.57        8.05219        4.62422     
  13645.5        1111.11        3244.04        8.06615        4.63008     
  15160.5        1111.11        3248.56        8.08020        4.63605     
  16675.6        1111.11        3260.49        8.11887        4.65864     
  18190.6        1111.11        3264.78        8.13197        4.66377     
  19705.7        1111.11        3269.05        8.14502        4.66888     
  21220.7        1111.11        3273.31        8.15804        4.67399     
  22735.8        1111.11        3277.55        8.17101        4.67909     
  24250.8        1111.11        3281.86        8.18411        4.68429     
  25765.9        1111.11        3286.17        8.19719        4.68950     
  27280.9        1111.11        3290.46        8.21022        4.69468     
  28796.0        1111.11        3294.71        8.22316        4.69983     
  30311.0        1111.11        3298.95        8.23608        4.70499     
  31826.1        1111.11        3303.12        8.24886        4.71007     
  33341.1        1111.11        3307.33        8.26170        4.71522     
  34856.2        1111.11        3311.48        8.27443        4.72030     
  36371.2        1111.11        3315.75        8.28735        4.72552     
  37886.3        1111.11        3319.82        8.29992        4.73054     
  39401.3        1111.11        3323.98        8.31263        4.73566     
  40916.4        1111.11        3328.03        8.32514        4.74067     
  42431.4        1111.11        3332.06        8.33762        4.74567     
  43946.5        1111.11        3336.16        8.35019        4.75075     
  45461.5        1111.11        3340.16        8.36258        4.75573     
  46976.6        1111.11        3344.20        8.37503        4.76076     
  48491.6        1111.11        3348.19        8.38739        4.76575     
  50006.7        1111.11        3352.13        8.39968        4.77071     
  51521.7        1111.11        3356.13        8.41203        4.77572     
  53036.8        1111.11        3360.05        8.42425        4.78065     
  54551.8        1111.11        3363.99        8.43647        4.78561     
  56066.9        1111.11        3367.89        8.44865        4.79055     
  57581.9        1111.11        3371.78        8.46079        4.79548     
  59097.0        1111.11        3375.68        8.47291        4.80040     
  60612.0        1111.11        3379.55        8.48500        4.80533     
  62127.1        1111.11        3383.41        8.49707        4.81024     
  63642.1        1111.11        3387.24        8.50906        4.81513     
  65157.2        1111.11        3391.06        8.52106        4.82003     
  66672.2        1111.11        3394.88        8.53301        4.82491     
  68187.3        1111.11        3398.68        8.54495        4.82980     
  69702.3        1111.11        3402.48        8.55689        4.83471     
  71217.4        1111.11        3406.26        8.56875        4.83957     
  72732.4        1111.11        3410.01        8.58058        4.84442     
  74247.5        1111.11        3413.76        8.59239        4.84927     
  75762.5        1111.11        3417.49        8.60415        4.85410     
  77277.6        1111.11        3421.23        8.61593        4.85895     
  78792.6        1111.11        3424.94        8.62765        4.86379     
  80307.7        1111.11        3428.63        8.63935        4.86860     
  81822.7        1111.11        3432.32        8.65101        4.87342     
  83337.8        1111.11        3436.00        8.66265        4.87822     
  84852.8        1111.11        3439.66        8.67426        4.88303     
  86367.9        1111.11        3443.31        8.68585        4.88782     
  87882.9        1111.11        3446.96        8.69740        4.89261     
  89398.0        1111.11        3450.58        8.70893        4.89738     
  90913.0        1111.11        3454.20        8.72044        4.90216     
  92428.1        1111.11        3457.81        8.73193        4.90695     
  93943.1        1111.11        3461.40        8.74336        4.91169     
  95458.2        1111.11        3464.99        8.75479        4.91646     
  96973.2        1111.11        3468.56        8.76620        4.92121     
  98488.3        1111.11        3472.12        8.77757        4.92595     
  100003.        1111.11        3475.67        8.78892        4.93068     
  101518.        1111.11        3479.21        8.80024        4.93541     
  103033.        1111.11        3482.74        8.81154        4.94013     
  104548.        1111.11        3486.27        8.82287        4.94492     
  106064.        1111.11        3489.78        8.83400        4.94953     
  107579.        1111.11        3493.28        8.84522        4.95425     
  109094.        1111.11        3496.76        8.85641        4.95892     
  110609.        1111.11        3500.23        8.86758        4.96361     
  112124.        1111.11        3503.70        8.87873        4.96829     
  113639.        1111.11        3507.15        8.88986        4.97296     
  115154.        1111.11        3510.60        8.90096        4.97763     
  116669.        1111.11        3514.03        8.91203        4.98229     
  118184.        1111.11        3517.46        8.92309        4.98695     
  119699.        1111.11        3520.87        8.93412        4.99160     
  121214.        1111.11        3524.27        8.94512        4.99624     
  122729.        1111.11        3527.67        8.95610        5.00087     
  124244.        1111.11        3531.05        8.96707        5.00551     
  125759.        1111.11        3534.43        8.97800        5.01012     
  127274.        1111.11        3537.79        8.98892        5.01475     
  128789.        1111.11        3541.15        8.99982        5.01937     
  130304.        1111.11        3544.49        9.01068        5.02396     
  131819.        1111.11        3547.83        9.02155        5.02858     
  133334.        1111.11        3551.16        9.03238        5.03317     
  134849.        1111.11        3554.48        9.04318        5.03776     
  136365.        1111.11        3557.79        9.05396        5.04234     
  137880.        1111.11        3561.09        9.06472        5.04691     
  139395.        1111.11        3564.38        9.07543        5.05145     
  140910.        1111.11        3567.66        9.08618        5.05604     
  142425.        1111.11        3570.93        9.09687        5.06059     
  143940.        1111.11        3574.19        9.10752        5.06511     
  145455.        1111.11        3577.45        9.11820        5.06968     
  146970.        1111.11        3580.69        9.12883        5.07422     
  148485.        1111.11        3583.93        9.13944        5.07876     
  150000.        1111.11        3587.16        9.15003        5.08328     
  10.0000        1125.25        3200.97        7.93135        4.56938     
  1525.05        1125.25        3205.50        7.94441        4.57583     
  3040.10        1125.25        3210.17        7.95904        4.58211     
  4555.15        1125.25        3214.82        7.97364        4.58838     
  6070.20        1125.25        3219.48        7.98819        4.59463     
  7585.25        1125.25        3224.05        8.00250        4.60071     
  9100.30        1125.25        3228.69        8.01694        4.60691     
  10615.4        1125.25        3233.24        8.03114        4.61294     
  12130.4        1125.25        3237.84        8.04547        4.61907     
  13645.5        1125.25        3242.26        8.05927        4.62483     
  15160.5        1125.25        3246.85        8.07352        4.63093     
  16675.6        1125.25        3258.74        8.11209        4.65350     
  18190.6        1125.25        3263.04        8.12521        4.65864     
  19705.7        1125.25        3267.32        8.13828        4.66376     
  21220.7        1125.25        3271.58        8.15131        4.66888     
  22735.8        1125.25        3275.83        8.16430        4.67399     
  24250.8        1125.25        3280.09        8.17732        4.67914     
  25765.9        1125.25        3284.43        8.19045        4.68438     
  27280.9        1125.25        3288.77        8.20357        4.68962     
  28796.0        1125.25        3293.00        8.21648        4.69475     
  30311.0        1125.25        3297.26        8.22944        4.69993     
  31826.1        1125.25        3301.49        8.24235        4.70510     
  33341.1        1125.25        3305.72        8.25523        4.71026     
  34856.2        1125.25        3309.93        8.26805        4.71541     
  36371.2        1125.25        3314.07        8.28076        4.72050     
  37886.3        1125.25        3318.14        8.29331        4.72551     
  39401.3        1125.25        3322.29        8.30602        4.73062     
  40916.4        1125.25        3326.35        8.31855        4.73564     
  42431.4        1125.25        3330.48        8.33119        4.74076     
  43946.5        1125.25        3334.53        8.34368        4.74578     
  45461.5        1125.25        3338.57        8.35613        4.75080     
  46976.6        1125.25        3342.58        8.36855        4.75581     
  48491.6        1125.25        3346.58        8.38094        4.76082     
  50006.7        1125.25        3350.56        8.39329        4.76582     
  51521.7        1125.25        3354.53        8.40558        4.77079     
  53036.8        1125.25        3358.45        8.41781        4.77573     
  54551.8        1125.25        3362.40        8.43007        4.78072     
  56066.9        1125.25        3366.30        8.44225        4.78566     
  57581.9        1125.25        3370.22        8.45441        4.79059     
  59097.0        1125.25        3374.11        8.46653        4.79552     
  60612.0        1125.25        3377.98        8.47862        4.80044     
  62127.1        1125.25        3381.84        8.49069        4.80536     
  63642.1        1125.25        3385.69        8.50272        4.81027     
  65157.2        1125.25        3389.53        8.51474        4.81520     
  66672.2        1125.25        3393.35        8.52672        4.82009     
  68187.3        1125.25        3397.16        8.53868        4.82500     
  69702.3        1125.25        3400.96        8.55060        4.82989     
  71217.4        1125.25        3404.74        8.56248        4.83477     
  72732.4        1125.25        3408.50        8.57433        4.83964     
  74247.5        1125.25        3412.26        8.58615        4.84449     
  75762.5        1125.25        3415.99        8.59792        4.84932     
  77277.6        1125.25        3419.73        8.60971        4.85419     
  78792.6        1125.25        3423.44        8.62141        4.85899     
  80307.7        1125.25        3427.15        8.63313        4.86383     
  81822.7        1125.25        3430.84        8.64482        4.86867     
  83337.8        1125.25        3434.52        8.65647        4.87348     
  84852.8        1125.25        3438.19        8.66810        4.87829     
  86367.9        1125.25        3441.84        8.67969        4.88309     
  87882.9        1125.25        3445.49        8.69126        4.88789     
  89398.0        1125.25        3449.12        8.70280        4.89268     
  90913.0        1125.25        3452.75        8.71432        4.89747     
  92428.1        1125.25        3456.37        8.72582        4.90225     
  93943.1        1125.25        3459.97        8.73728        4.90702     
  95458.2        1125.25        3463.55        8.74870        4.91177     
  96973.2        1125.25        3467.13        8.76012        4.91654     
  98488.3        1125.25        3470.70        8.77150        4.92128     
  100003.        1125.25        3474.25        8.78286        4.92602     
  101518.        1125.25        3477.79        8.79420        4.93076     
  103033.        1125.25        3481.34        8.80556        4.93557     
  104548.        1125.25        3484.86        8.81685        4.94030     
  106064.        1125.25        3488.37        8.82810        4.94501     
  107579.        1125.25        3491.87        8.83934        4.94972     
  109094.        1125.25        3495.36        8.85054        4.95442     
  110609.        1125.25        3498.84        8.86173        4.95912     
  112124.        1125.25        3502.31        8.87289        4.96381     
  113639.        1125.25        3505.78        8.88389        4.96839     
  115154.        1125.25        3509.22        8.89500        4.97306     
  116669.        1125.25        3512.66        8.90610        4.97773     
  118184.        1125.25        3516.09        8.91716        4.98239     
  119699.        1125.25        3519.51        8.92819        4.98704     
  121214.        1125.25        3522.92        8.93921        4.99169     
  122729.        1125.25        3526.31        8.95020        4.99633     
  124244.        1125.25        3529.70        8.96117        5.00097     
  125759.        1125.25        3533.08        8.97212        5.00560     
  127274.        1125.25        3536.45        8.98304        5.01021     
  128789.        1125.25        3539.81        8.99394        5.01483     
  130304.        1125.25        3543.16        9.00482        5.01945     
  131819.        1125.25        3546.50        9.01569        5.02407     
  133334.        1125.25        3549.83        9.02652        5.02866     
  134849.        1125.25        3553.16        9.03732        5.03324     
  136365.        1125.25        3556.47        9.04814        5.03785     
  137880.        1125.25        3559.77        9.05890        5.04243     
  139395.        1125.25        3563.07        9.06965        5.04700     
  140910.        1125.25        3566.35        9.08037        5.05157     
  142425.        1125.25        3569.63        9.09106        5.05611     
  143940.        1125.25        3572.89        9.10174        5.06066     
  145455.        1125.25        3576.15        9.11240        5.06522     
  146970.        1125.25        3579.40        9.12305        5.06976     
  148485.        1125.25        3582.64        9.13366        5.07429     
  150000.        1125.25        3585.88        9.14429        5.07886     
  10.0000        1139.39        3199.14        7.92437        4.56406     
  1525.05        1139.39        3203.68        7.93744        4.57052     
  3040.10        1139.39        3208.35        7.95209        4.57681     
  4555.15        1139.39        3213.01        7.96670        4.58308     
  6070.20        1139.39        3217.67        7.98125        4.58933     
  7585.25        1139.39        3222.31        7.99574        4.59555     
  9100.30        1139.39        3226.92        8.01012        4.60170     
  10615.4        1139.39        3231.45        8.02424        4.60766     
  12130.4        1139.39        3236.06        8.03860        4.61383     
  13645.5        1139.39        3240.51        8.05246        4.61962     
  15160.5        1139.39        3245.03        8.06651        4.62558     
  16675.6        1139.39        3249.50        8.08044        4.63146     
  18190.6        1139.39        3261.29        8.11842        4.65349     
  19705.7        1139.39        3265.58        8.13150        4.65863     
  21220.7        1139.39        3269.85        8.14455        4.66376     
  22735.8        1139.39        3274.11        8.15756        4.66888     
  24250.8        1139.39        3278.34        8.17053        4.67399     
  25765.9        1139.39        3282.67        8.18366        4.67923     
  27280.9        1139.39        3286.98        8.19672        4.68444     
  28796.0        1139.39        3291.28        8.20976        4.68965     
  30311.0        1139.39        3295.57        8.22279        4.69488     
  31826.1        1139.39        3299.79        8.23566        4.70002     
  33341.1        1139.39        3304.06        8.24862        4.70524     
  34856.2        1139.39        3308.17        8.26128        4.71028     
  36371.2        1139.39        3312.40        8.27414        4.71546     
  37886.3        1139.39        3316.49        8.28674        4.72050     
  39401.3        1139.39        3320.64        8.29944        4.72561     
  40916.4        1139.39        3324.75        8.31207        4.73070     
  42431.4        1139.39        3328.84        8.32463        4.73576     
  43946.5        1139.39        3332.89        8.33713        4.74080     
  45461.5        1139.39        3336.93        8.34961        4.74583     
  46976.6        1139.39        3340.96        8.36204        4.75085     
  48491.6        1139.39        3344.96        8.37444        4.75586     
  50006.7        1139.39        3348.93        8.38676        4.76084     
  51521.7        1139.39        3352.92        8.39910        4.76585     
  53036.8        1139.39        3356.86        8.41135        4.77080     
  54551.8        1139.39        3360.81        8.42362        4.77579     
  56066.9        1139.39        3364.74        8.43583        4.78075     
  57581.9        1139.39        3368.64        8.44800        4.78570     
  59097.0        1139.39        3372.54        8.46014        4.79064     
  60612.0        1139.39        3376.42        8.47224        4.79557     
  62127.1        1139.39        3380.29        8.48432        4.80050     
  63642.1        1139.39        3384.14        8.49637        4.80542     
  65157.2        1139.39        3387.98        8.50839        4.81033     
  66672.2        1139.39        3391.81        8.52039        4.81525     
  68187.3        1139.39        3395.62        8.53234        4.82015     
  69702.3        1139.39        3399.42        8.54427        4.82505     
  71217.4        1139.39        3403.21        8.55617        4.82993     
  72732.4        1139.39        3406.99        8.56805        4.83483     
  74247.5        1139.39        3410.74        8.57989        4.83970     
  75762.5        1139.39        3414.49        8.59168        4.84455     
  77277.6        1139.39        3418.23        8.60346        4.84941     
  78792.6        1139.39        3421.95        8.61521        4.85425     
  80307.7        1139.39        3425.66        8.62692        4.85908     
  81822.7        1139.39        3429.36        8.63861        4.86392     
  83337.8        1139.39        3433.04        8.65028        4.86874     
  84852.8        1139.39        3436.72        8.66191        4.87356     
  86367.9        1139.39        3440.38        8.67352        4.87837     
  87882.9        1139.39        3444.03        8.68509        4.88317     
  89398.0        1139.39        3447.67        8.69665        4.88797     
  90913.0        1139.39        3451.29        8.70817        4.89276     
  92428.1        1139.39        3454.91        8.71968        4.89754     
  93943.1        1139.39        3458.52        8.73115        4.90231     
  95458.2        1139.39        3462.11        8.74259        4.90710     
  96973.2        1139.39        3465.70        8.75402        4.91186     
  98488.3        1139.39        3469.27        8.76541        4.91662     
  100003.        1139.39        3472.82        8.77677        4.92136     
  101518.        1139.39        3476.37        8.78812        4.92611     
  103033.        1139.39        3479.92        8.79951        4.93093     
  104548.        1139.39        3483.45        8.81079        4.93566     
  106064.        1139.39        3486.97        8.82207        4.94039     
  107579.        1139.39        3490.47        8.83331        4.94510     
  109094.        1139.39        3493.97        8.84453        4.94981     
  110609.        1139.39        3497.45        8.85572        4.95451     
  112124.        1139.39        3500.92        8.86689        4.95920     
  113639.        1139.39        3504.39        8.87802        4.96389     
  115154.        1139.39        3507.84        8.88915        4.96857     
  116669.        1139.39        3511.28        8.90025        4.97325     
  118184.        1139.39        3514.72        8.91132        4.97792     
  119699.        1139.39        3518.14        8.92237        4.98258     
  121214.        1139.39        3521.55        8.93340        4.98724     
  122729.        1139.39        3524.96        8.94427        4.99179     
  124244.        1139.39        3528.35        8.95525        4.99643     
  125759.        1139.39        3531.74        8.96621        5.00107     
  127274.        1139.39        3535.11        8.97715        5.00570     
  128789.        1139.39        3538.48        8.98806        5.01032     
  130304.        1139.39        3541.83        8.99894        5.01494     
  131819.        1139.39        3545.17        9.00980        5.01955     
  133334.        1139.39        3548.51        9.02065        5.02415     
  134849.        1139.39        3551.84        9.03147        5.02875     
  136365.        1139.39        3555.15        9.04227        5.03334     
  137880.        1139.39        3558.46        9.05305        5.03793     
  139395.        1139.39        3561.76        9.06381        5.04251     
  140910.        1139.39        3565.05        9.07454        5.04709     
  142425.        1139.39        3568.33        9.08525        5.05166     
  143940.        1139.39        3571.60        9.09594        5.05622     
  145455.        1139.39        3574.86        9.10661        5.06077     
  146970.        1139.39        3578.12        9.11726        5.06532     
  148485.        1139.39        3581.36        9.12789        5.06986     
  150000.        1139.39        3584.59        9.13850        5.07440     
  10.0000        1153.54        3197.31        7.91736        4.55872     
  1525.05        1153.54        3201.85        7.93045        4.56519     
  3040.10        1153.54        3206.53        7.94512        4.57149     
  4555.15        1153.54        3211.20        7.95973        4.57777     
  6070.20        1153.54        3215.86        7.97430        4.58404     
  7585.25        1153.54        3220.51        7.98879        4.59026     
  9100.30        1153.54        3225.10        8.00310        4.59635     
  10615.4        1153.54        3229.59        8.01712        4.60223     
  12130.4        1153.54        3234.27        8.03168        4.60855     
  13645.5        1153.54        3238.74        8.04560        4.61439     
  15160.5        1153.54        3243.26        8.05964        4.62033     
  16675.6        1153.54        3247.75        8.07360        4.62624     
  18190.6        1153.54        3259.55        8.11160        4.64834     
  19705.7        1153.54        3263.84        8.12471        4.65349     
  21220.7        1153.54        3268.12        8.13777        4.65862     
  22735.8        1153.54        3272.38        8.15080        4.66376     
  24250.8        1153.54        3276.63        8.16379        4.66889     
  25765.9        1153.54        3280.94        8.17688        4.67410     
  27280.9        1153.54        3285.24        8.18993        4.67930     
  28796.0        1153.54        3289.54        8.20300        4.68453     
