|6.6.6
dunite_hpha02_2.tab                                                                                 
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          25
P(bar)         T(K)           Opx(HP)        Pl(h)          O(HP)          di             ru             sph            abL            diL            enL            anL            foGL           Sp(JR)         usp            faL            faGL           jd             Gt(HP)         ilm            ne             geik           ilm_nol        stv            ab            
  83337.8        1903.03        9.76718                 NaN   88.9456       0.245661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642535       0.386057                 NaN            NaN  0.130099E-001            NaN            NaN            NaN
  84852.8        1903.03        9.76353                 NaN   88.9469       0.243758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642557       0.390198                 NaN            NaN  0.130137E-001            NaN            NaN            NaN
  86367.9        1903.03        9.75717                 NaN   88.9487       0.239242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642582       0.399240                 NaN            NaN  0.130174E-001            NaN            NaN            NaN
  87882.9        1903.03        9.75104                 NaN   88.9505       0.234885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642606       0.407997                 NaN            NaN  0.130212E-001            NaN            NaN            NaN
  89398.0        1903.03        9.74523                 NaN   88.9522       0.230762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642630       0.416177                 NaN            NaN  0.130249E-001            NaN            NaN            NaN
  90913.0        1903.03        9.74409                 NaN   88.9533       0.231411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642650       0.415503                 NaN            NaN  0.130285E-001            NaN            NaN            NaN
  92428.1        1903.03        9.74008                 NaN   88.9549       0.226227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642672       0.423104                 NaN            NaN  0.130321E-001            NaN            NaN            NaN
  93943.1        1903.03        9.73319                 NaN   88.9567       0.220794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642696       0.433600                 NaN            NaN  0.130357E-001            NaN            NaN            NaN
  95458.2        1903.03        9.72901                 NaN   88.9581       0.218654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642718       0.438453                 NaN            NaN  0.130393E-001            NaN            NaN            NaN
  96973.2        1903.03        9.72488                 NaN   88.9596       0.215468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642740       0.444241                 NaN            NaN  0.130429E-001            NaN            NaN            NaN
  98488.3        1903.03        9.72645                 NaN   88.9607       0.213897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642759       0.443121                 NaN            NaN  0.130463E-001            NaN            NaN            NaN
  100003.        1903.03        9.71966                 NaN   88.9622       0.211079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642781       0.451204                 NaN            NaN  0.130498E-001            NaN            NaN            NaN
  101518.        1903.03        9.71846                 NaN   88.9635       0.208708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642801       0.453441                 NaN            NaN  0.130533E-001            NaN            NaN            NaN
  103033.        1903.03        9.71411                 NaN   88.9650       0.206396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642822       0.458636                 NaN            NaN  0.130567E-001            NaN            NaN            NaN
  104548.        1903.03        9.71134                 NaN   88.9663       0.203412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642842       0.463041                 NaN            NaN  0.130601E-001            NaN            NaN            NaN
  106064.        1903.03        9.71086                 NaN   88.9675       0.199694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642861       0.466059                 NaN            NaN  0.130634E-001            NaN            NaN            NaN
  107579.        1903.03        9.71001                 NaN   88.9687       0.197814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642880       0.467534                 NaN            NaN  0.130668E-001            NaN            NaN            NaN
  109094.        1903.03        9.70810                 NaN   88.9701       0.194834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642900       0.471049                 NaN            NaN  0.130701E-001            NaN            NaN            NaN
  110609.        1903.03        9.70474                 NaN   88.9712       0.192181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642919       0.475843                 NaN            NaN  0.130734E-001            NaN            NaN            NaN
  112124.        1903.03        9.70325                 NaN   88.9724       0.189880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642938       0.478456                 NaN            NaN  0.130766E-001            NaN            NaN            NaN
  113639.        1903.03        9.70414                 NaN   88.9734       0.189966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642955       0.476422                 NaN            NaN  0.130798E-001            NaN            NaN            NaN
  115154.        1903.03        9.70092                 NaN   88.9747       0.185658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642974       0.482641                 NaN            NaN  0.130831E-001            NaN            NaN            NaN
  116669.        1903.03        9.69975                 NaN   88.9759       0.183067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642993       0.485235                 NaN            NaN  0.130863E-001            NaN            NaN            NaN
  118184.        1903.03        9.69955                 NaN   88.9770       0.181548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643010       0.485809                 NaN            NaN  0.130894E-001            NaN            NaN            NaN
  119699.        1903.03        9.69834                 NaN   88.9781       0.180317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643028       0.487118                 NaN            NaN  0.130925E-001            NaN            NaN            NaN
  121214.        1903.03        9.69648                 NaN   88.9793       0.175957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643046       0.492083                 NaN            NaN  0.130957E-001            NaN            NaN            NaN
  122729.        1903.03        9.69631                 NaN   88.9803       0.175569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643063       0.491671                 NaN            NaN  0.130987E-001            NaN            NaN            NaN
  124244.        1903.03        9.69576                 NaN   88.9814       0.171331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643081       0.495294                 NaN            NaN  0.131018E-001            NaN            NaN            NaN
  125759.        1903.03        9.69612                 NaN   88.9824       0.169895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643097       0.495368                 NaN            NaN  0.131048E-001            NaN            NaN            NaN
  127274.        1903.03        9.69383                 NaN   88.9835       0.167147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643115       0.499252                 NaN            NaN  0.131079E-001            NaN            NaN            NaN
  128789.        1903.03        9.69436                 NaN   88.9846       0.166152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643131       0.498675                 NaN            NaN  0.131109E-001            NaN            NaN            NaN
  130304.        1903.03        9.69433                 NaN   88.9855       0.163637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643148       0.500228                 NaN            NaN  0.131138E-001            NaN            NaN            NaN
  131819.        1903.03        9.69345                 NaN   88.9867       0.161341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643164       0.502273                 NaN            NaN  0.131168E-001            NaN            NaN            NaN
  133334.        1903.03        9.69446                 NaN   88.9876       0.159304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643180       0.502331                 NaN            NaN  0.131197E-001            NaN            NaN            NaN
  134849.        1903.03        9.69426                 NaN   88.9886       0.156984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643196       0.503858                 NaN            NaN  0.131226E-001            NaN            NaN            NaN
  136365.        1903.03        9.69506                 NaN   88.9895       0.155609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643212       0.503511                 NaN            NaN  0.131255E-001            NaN            NaN            NaN
  137880.        1903.03        9.69387                 NaN   88.9906       0.152502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643228       0.506656                 NaN            NaN  0.131284E-001            NaN            NaN            NaN
  139395.        1903.03        9.69266                 NaN   88.9917       0.150228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643244       0.509080                 NaN            NaN  0.131312E-001            NaN            NaN            NaN
  140910.        1903.03        9.69500                 NaN   88.9925       0.148398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643259       0.507690                 NaN            NaN  0.131340E-001            NaN            NaN            NaN
  142425.        1903.03        9.69525                 NaN   88.9933       0.147483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643274       0.507571                 NaN            NaN  0.131368E-001            NaN            NaN            NaN
  143940.        1903.03        9.69313                 NaN   88.9944       0.144174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643290       0.511822                 NaN            NaN  0.131397E-001            NaN            NaN            NaN
  145455.        1903.03        9.69514                 NaN   88.9953       0.142771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643304       0.510354                 NaN            NaN  0.131424E-001            NaN            NaN            NaN
  146970.        1903.03        9.69513                 NaN   88.9962       0.140212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643320       0.511961                 NaN            NaN  0.131452E-001            NaN            NaN            NaN
  148485.        1903.03        9.69640                 NaN   88.9971       0.138145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643334       0.511875                 NaN            NaN  0.131479E-001            NaN            NaN            NaN
  150000.        1903.03        9.69677                 NaN   88.9980       0.136365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643349       0.512373                 NaN            NaN  0.131506E-001            NaN            NaN            NaN
  10.0000        1917.17                 NaN            NaN   53.8043                 NaN  0.733711E-002            NaN   1.07683       0.112982        10.3600       0.424315        34.2142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        1917.17                 NaN            NaN   64.7574                 NaN  0.742636E-002            NaN   1.08538       0.113709        10.4162       0.425666        23.1942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        1917.17                 NaN  0.564924        79.1286                 NaN  0.753317E-002            NaN  0.942666       0.114709        10.4980                 NaN   8.74357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        1917.17        4.86574                 NaN   88.3345                 NaN  0.765789E-002            NaN   1.11022       0.455165        5.22671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6070.20        1917.17        9.41316                 NaN   89.0073                 NaN  0.772216E-002            NaN   1.11518       0.456599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7585.25        1917.17        9.41124                 NaN   89.0146                 NaN  0.772791E-002            NaN   1.11177       0.454629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9100.30        1917.17        9.40920                 NaN   89.0219                 NaN  0.773362E-002            NaN   1.10845       0.452725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10615.4        1917.17        9.40718                 NaN   89.0290                 NaN  0.773926E-002            NaN   1.10522       0.450883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12130.4        1917.17        9.40505                 NaN   89.0360                 NaN  0.774484E-002            NaN   1.10207       0.449101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13645.5        1917.17        9.40310                 NaN   89.0428                 NaN  0.775037E-002            NaN   1.09901       0.447375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  15160.5        1917.17        9.40115                 NaN   89.0494                 NaN  0.775584E-002            NaN   1.09603       0.445703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  16675.6        1917.17        9.39922                 NaN   89.0558                 NaN  0.776125E-002            NaN   1.09312       0.444081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  18190.6        1917.17        9.39752                 NaN   89.0619                 NaN  0.776660E-002            NaN   1.09028       0.442507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  19705.7        1917.17        9.40877                 NaN   89.0710                 NaN            NaN  0.226723E-001   1.08755       0.410030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  21220.7        1917.17        9.41131                 NaN   89.1170       0.363638                 NaN  0.226797E-001   1.08534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        1917.17        9.40934                 NaN   89.1216       0.363643                 NaN  0.226766E-001   1.08269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        1917.17        9.40732                 NaN   89.1262       0.363649                 NaN  0.226736E-001   1.08011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        1917.17        9.40544                 NaN   89.1307       0.363654                 NaN  0.226705E-001   1.07758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        1917.17        9.40361                 NaN   89.1350       0.363658                 NaN  0.226675E-001   1.07511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        1917.17        9.40178                 NaN   89.1392       0.363663                 NaN  0.226646E-001   1.07270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        1917.17        9.39984                 NaN   89.1435       0.363667                 NaN  0.226616E-001   1.07034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        1917.17        9.39801                 NaN   89.1476       0.363672                 NaN  0.226587E-001   1.06803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        1917.17        9.39610                 NaN   89.1518       0.363676                 NaN  0.226558E-001   1.06578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  34856.2        1917.17        9.39438                 NaN   89.1557       0.363680                 NaN  0.226530E-001   1.06357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  36371.2        1917.17        9.39262                 NaN   89.1596       0.363684                 NaN  0.226501E-001   1.06141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  37886.3        1917.17        9.39086                 NaN   89.1635       0.363688                 NaN  0.226474E-001   1.05930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  39401.3        1917.17        10.0757                 NaN   88.8955       0.364506                 NaN  0.226953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  40916.4        1917.17        10.0737                 NaN   88.8976       0.364503                 NaN  0.226922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  42431.4        1917.17        10.0714                 NaN   88.8998       0.364500                 NaN  0.226890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  43946.5        1917.17        10.0692                 NaN   88.9019       0.364497                 NaN  0.226859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  45461.5        1917.17        10.0675                 NaN   88.9036       0.364493                 NaN  0.226828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  46976.6        1917.17        10.0656                 NaN   88.9055       0.364489                 NaN  0.226798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  48491.6        1917.17        10.0637                 NaN   88.9074       0.364486                 NaN  0.226768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50006.7        1917.17        10.0618                 NaN   88.9093       0.364482                 NaN  0.226738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51521.7        1917.17        10.0595                 NaN   88.9116       0.364480                 NaN  0.226709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53036.8        1917.17        10.0579                 NaN   88.8954       0.392002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641821                 NaN            NaN            NaN  0.129242E-001            NaN            NaN            NaN
  54551.8        1917.17        10.0563                 NaN   88.8970       0.391998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641847                 NaN            NaN            NaN  0.129287E-001            NaN            NaN            NaN
  56066.9        1917.17        10.0268                 NaN   88.9011       0.377382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641891       0.399411E-001            NaN            NaN  0.129334E-001            NaN            NaN            NaN
  57581.9        1917.17        10.0054                 NaN   88.9044       0.366742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641929       0.685706E-001            NaN            NaN  0.129380E-001            NaN            NaN            NaN
  59097.0        1917.17        9.98557                 NaN   88.9075       0.356996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641966       0.949900E-001            NaN            NaN  0.129426E-001            NaN            NaN            NaN
  60612.0        1917.17        9.96590                 NaN   88.9105       0.348174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642002       0.120484                 NaN            NaN  0.129471E-001            NaN            NaN            NaN
  62127.1        1917.17        9.95168                 NaN   88.9131       0.341194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642035       0.139041                 NaN            NaN  0.129515E-001            NaN            NaN            NaN
  63642.1        1917.17        9.93216                 NaN   88.9160       0.332216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642071       0.164580                 NaN            NaN  0.129559E-001            NaN            NaN            NaN
  65157.2        1917.17        9.91996                 NaN   88.9184       0.326870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642102       0.179680                 NaN            NaN  0.129602E-001            NaN            NaN            NaN
  66672.2        1917.17        9.89429                 NaN   88.9219       0.314417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642140       0.214328                 NaN            NaN  0.129646E-001            NaN            NaN            NaN
  68187.3        1917.17        9.87303                 NaN   88.9250       0.303619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642176       0.243256                 NaN            NaN  0.129689E-001            NaN            NaN            NaN
  69702.3        1917.17        9.86027                 NaN   88.9273       0.297553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642206       0.259649                 NaN            NaN  0.129731E-001            NaN            NaN            NaN
  71217.4        1917.17        9.84649                 NaN   88.9299       0.289016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642238       0.279379                 NaN            NaN  0.129773E-001            NaN            NaN            NaN
  72732.4        1917.17        9.83186                 NaN   88.9324       0.281883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642268       0.298624                 NaN            NaN  0.129815E-001            NaN            NaN            NaN
  74247.5        1917.17        9.82619                 NaN   88.9342       0.279796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642294       0.304572                 NaN            NaN  0.129855E-001            NaN            NaN            NaN
  75762.5        1917.17        9.80976                 NaN   88.9367       0.270783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642325       0.327426                 NaN            NaN  0.129896E-001            NaN            NaN            NaN
  77277.6        1917.17        9.80473                 NaN   88.9386       0.267136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642351       0.334226                 NaN            NaN  0.129936E-001            NaN            NaN            NaN
  78792.6        1917.17        9.79506                 NaN   88.9405       0.262065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642378       0.346977                 NaN            NaN  0.129975E-001            NaN            NaN            NaN
  80307.7        1917.17        9.78586                 NaN   88.9426       0.256985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642404       0.359195                 NaN            NaN  0.130014E-001            NaN            NaN            NaN
  81822.7        1917.17        9.78356                 NaN   88.9440       0.255312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642427       0.361667                 NaN            NaN  0.130053E-001            NaN            NaN            NaN
  83337.8        1917.17        9.77334                 NaN   88.9462       0.248373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642454       0.376655                 NaN            NaN  0.130092E-001            NaN            NaN            NaN
  84852.8        1917.17        9.77004                 NaN   88.9476       0.246815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642477       0.380091                 NaN            NaN  0.130129E-001            NaN            NaN            NaN
  86367.9        1917.17        9.76030                 NaN   88.9495       0.241375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642503       0.393357                 NaN            NaN  0.130167E-001            NaN            NaN            NaN
  87882.9        1917.17        9.75285                 NaN   88.9515       0.235297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642528       0.404851                 NaN            NaN  0.130205E-001            NaN            NaN            NaN
  89398.0        1917.17        9.74884                 NaN   88.9528       0.234108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642550       0.408653                 NaN            NaN  0.130242E-001            NaN            NaN            NaN
  90913.0        1917.17        9.74565                 NaN   88.9544       0.229851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642573       0.414454                 NaN            NaN  0.130278E-001            NaN            NaN            NaN
  92428.1        1917.17        9.74440                 NaN   88.9556       0.229353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642593       0.415004                 NaN            NaN  0.130314E-001            NaN            NaN            NaN
  93943.1        1917.17        9.73772                 NaN   88.9574       0.224187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642617       0.425053                 NaN            NaN  0.130351E-001            NaN            NaN            NaN
  95458.2        1917.17        9.73077                 NaN   88.9591       0.219057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642641       0.435388                 NaN            NaN  0.130387E-001            NaN            NaN            NaN
  96973.2        1917.17        9.72903                 NaN   88.9603       0.217946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642661       0.436987                 NaN            NaN  0.130422E-001            NaN            NaN            NaN
  98488.3        1917.17        9.72263                 NaN   88.9620       0.212724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642684       0.446875                 NaN            NaN  0.130457E-001            NaN            NaN            NaN
  100003.        1917.17        9.72120                 NaN   88.9633       0.210427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642704       0.449351                 NaN            NaN  0.130492E-001            NaN            NaN            NaN
  101518.        1917.17        9.72111                 NaN   88.9645       0.209567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642723       0.449037                 NaN            NaN  0.130526E-001            NaN            NaN            NaN
  103033.        1917.17        9.71583                 NaN   88.9660       0.206613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642744       0.455780                 NaN            NaN  0.130561E-001            NaN            NaN            NaN
  104548.        1917.17        9.71423                 NaN   88.9672       0.203175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642764       0.459543                 NaN            NaN  0.130594E-001            NaN            NaN            NaN
  106064.        1917.17        9.71126                 NaN   88.9685       0.199873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642784       0.464492                 NaN            NaN  0.130628E-001            NaN            NaN            NaN
  107579.        1917.17        9.71435                 NaN   88.9697       0.195769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642803       0.464283                 NaN            NaN  0.130662E-001            NaN            NaN            NaN
  109094.        1917.17        9.70740                 NaN   88.9712       0.194410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642823       0.471089                 NaN            NaN  0.130695E-001            NaN            NaN            NaN
  110609.        1917.17        9.70616                 NaN   88.9723       0.192653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642842       0.472936                 NaN            NaN  0.130728E-001            NaN            NaN            NaN
  112124.        1917.17        9.70378                 NaN   88.9736       0.189412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.642861       0.477253                 NaN            NaN  0.130760E-001            NaN            NaN            NaN
