|6.6.6
dunite_hp02_1.tab                                                                                   
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  118184.        898.990        3537.74        8.97378        5.06059     
  119699.        898.990        3541.09        8.98442        5.06542     
  121214.        898.990        3544.43        8.99504        5.07025     
  122729.        898.990        3547.76        9.00564        5.07508     
  124244.        898.990        3551.08        9.01622        5.07990     
  125759.        898.990        3554.39        9.02679        5.08472     
  127274.        898.990        3557.69        9.03733        5.08953     
  128789.        898.990        3560.99        9.04785        5.09433     
  130304.        898.990        3564.27        9.05834        5.09911     
  131819.        898.990        3567.55        9.06883        5.10389     
  133334.        898.990        3570.81        9.07929        5.10867     
  134849.        898.990        3574.07        9.08975        5.11346     
  136365.        898.990        3577.32        9.10015        5.11821     
  137880.        898.990        3580.56        9.11055        5.12296     
  139395.        898.990        3583.79        9.12095        5.12772     
  140910.        898.990        3587.01        9.13131        5.13247     
  142425.        898.990        3608.70        9.25315        5.20333     
  143940.        898.990        3611.89        9.26362        5.20828     
  145455.        898.990        3615.06        9.27403        5.21320     
  146970.        898.990        3618.23        9.28447        5.21815     
  148485.        898.990        3621.38        9.29485        5.22306     
  150000.        898.990        3624.52        9.30519        5.22793     
  10.0000        913.131        3227.98        8.02743        4.62624     
  1525.05        913.131        3232.41        8.03906        4.63270     
  3040.10        913.131        3237.08        8.05264        4.63906     
  4555.15        913.131        3241.59        8.06603        4.64529     
  6070.20        913.131        3246.21        8.07946        4.65155     
  7585.25        913.131        3250.75        8.09279        4.65774     
  9100.30        913.131        3255.24        8.10602        4.66386     
  10615.4        913.131        3259.72        8.11922        4.66996     
  12130.4        913.131        3264.19        8.13236        4.67602     
  13645.5        913.131        3276.25        8.17117        4.70046     
  15160.5        913.131        3280.47        8.18354        4.70584     
  16675.6        913.131        3284.67        8.19592        4.71124     
  18190.6        913.131        3289.01        8.20893        4.71697     
  19705.7        913.131        3293.34        8.22198        4.72271     
  21220.7        913.131        3297.64        8.23498        4.72845     
  22735.8        913.131        3301.88        8.24772        4.73405     
  24250.8        913.131        3306.06        8.26023        4.73954     
  25765.9        913.131        3310.18        8.27244        4.74490     
  27280.9        913.131        3314.42        8.28532        4.75059     
  28796.0        913.131        3318.54        8.29766        4.75602     
  30311.0        913.131        3322.65        8.31000        4.76146     
  31826.1        913.131        3326.74        8.32230        4.76688     
  33341.1        913.131        3330.85        8.33471        4.77236     
  34856.2        913.131        3334.84        8.34658        4.77757     
  36371.2        913.131        3338.90        8.35885        4.78299     
  37886.3        913.131        3342.93        8.37098        4.78835     
  39401.3        913.131        3346.90        8.38291        4.79362     
  40916.4        913.131        3350.88        8.39489        4.79890     
  42431.4        913.131        3354.82        8.40671        4.80412     
  43946.5        913.131        3358.77        8.41864        4.80939     
  45461.5        913.131        3362.70        8.43053        4.81466     
  46976.6        913.131        3366.62        8.44238        4.81991     
  48491.6        913.131        3370.51        8.45415        4.82512     
  50006.7        913.131        3374.39        8.46587        4.83032     
  51521.7        913.131        3378.26        8.47763        4.83554     
  53036.8        913.131        3382.11        8.48932        4.84073     
  54551.8        913.131        3385.94        8.50093        4.84588     
  56066.9        913.131        3389.77        8.51258        4.85106     
  57581.9        913.131        3393.57        8.52413        4.85619     
  59097.0        913.131        3397.38        8.53575        4.86136     
  60612.0        913.131        3401.17        8.54731        4.86652     
  62127.1        913.131        3404.94        8.55883        4.87165     
  63642.1        913.131        3408.70        8.57033        4.87677     
  65157.2        913.131        3412.45        8.58182        4.88191     
  66672.2        913.131        3416.18        8.59324        4.88700     
  68187.3        913.131        3419.90        8.60467        4.89210     
  69702.3        913.131        3423.62        8.61610        4.89721     
  71217.4        913.131        3427.31        8.62744        4.90229     
  72732.4        913.131        3431.00        8.63880        4.90738     
  74247.5        913.131        3434.67        8.65011        4.91243     
  75762.5        913.131        3438.35        8.66135        4.91752     
  77277.6        913.131        3442.00        8.67263        4.92258     
  78792.6        913.131        3445.63        8.68387        4.92763     
  80307.7        913.131        3449.26        8.69509        4.93266     
  81822.7        913.131        3452.88        8.70629        4.93769     
  83337.8        913.131        3456.48        8.71746        4.94271     
  84852.8        913.131        3460.07        8.72861        4.94773     
  86367.9        913.131        3463.65        8.73974        4.95272     
  87882.9        913.131        3467.22        8.75085        4.95773     
  89398.0        913.131        3470.78        8.76193        4.96272     
  90913.0        913.131        3474.33        8.77298        4.96770     
  92428.1        913.131        3477.86        8.78402        4.97268     
  93943.1        913.131        3481.39        8.79504        4.97765     
  95458.2        913.131        3484.91        8.80603        4.98261     
  96973.2        913.131        3488.41        8.81700        4.98757     
  98488.3        913.131        3491.91        8.82795        4.99251     
  100003.        913.131        3495.39        8.83888        4.99745     
  101518.        913.131        3498.86        8.84978        5.00238     
  103033.        913.131        3502.33        8.86066        5.00730     
  104548.        913.131        3505.78        8.87152        5.01222     
  106064.        913.131        3509.22        8.88236        5.01713     
  107579.        913.131        3512.65        8.89317        5.02203     
  109094.        913.131        3516.08        8.90397        5.02693     
  110609.        913.131        3519.49        8.91475        5.03182     
  112124.        913.131        3522.89        8.92550        5.03669     
  113639.        913.131        3526.28        8.93624        5.04158     
  115154.        913.131        3529.67        8.94696        5.04645     
  116669.        913.131        3533.04        8.95765        5.05132     
  118184.        913.131        3536.40        8.96832        5.05617     
  119699.        913.131        3539.76        8.97897        5.06100     
  121214.        913.131        3543.10        8.98960        5.06585     
  122729.        913.131        3546.44        9.00021        5.07069     
  124244.        913.131        3549.76        9.01079        5.07550     
  125759.        913.131        3553.08        9.02138        5.08034     
  127274.        913.131        3556.38        9.03192        5.08514     
  128789.        913.131        3559.68        9.04245        5.08995     
  130304.        913.131        3562.97        9.05296        5.09475     
  131819.        913.131        3566.25        9.06345        5.09955     
  133334.        913.131        3569.52        9.07392        5.10433     
  134849.        913.131        3572.78        9.08437        5.10911     
  136365.        913.131        3576.03        9.09480        5.11388     
  137880.        913.131        3579.28        9.10524        5.11867     
  139395.        913.131        3582.51        9.11561        5.12340     
  140910.        913.131        3585.74        9.12598        5.12815     
  142425.        913.131        3607.40        9.24772        5.19894     
  143940.        913.131        3610.58        9.25814        5.20386     
  145455.        913.131        3613.75        9.26858        5.20879     
  146970.        913.131        3616.93        9.27903        5.21375     
  148485.        913.131        3620.08        9.28939        5.21864     
  150000.        913.131        3623.23        9.29978        5.22357     
  10.0000        927.273        3226.21        8.02117        4.62119     
  1525.05        927.273        3230.68        8.03284        4.62767     
  3040.10        927.273        3235.25        8.04633        4.63398     
  4555.15        927.273        3239.82        8.05978        4.64025     
  6070.20        927.273        3244.45        8.07324        4.64653     
  7585.25        927.273        3248.98        8.08656        4.65271     
  9100.30        927.273        3253.48        8.09982        4.65885     
  10615.4        927.273        3257.98        8.11303        4.66496     
  12130.4        927.273        3262.46        8.12617        4.67103     
  13645.5        927.273        3274.53        8.16497        4.69547     
  15160.5        927.273        3278.76        8.17736        4.70086     
  16675.6        927.273        3282.97        8.18970        4.70624     
  18190.6        927.273        3287.26        8.20253        4.71188     
  19705.7        927.273        3291.62        8.21572        4.71770     
  21220.7        927.273        3295.90        8.22860        4.72338     
  22735.8        927.273        3300.16        8.24143        4.72903     
  24250.8        927.273        3304.35        8.25393        4.73452     
  25765.9        927.273        3308.48        8.26617        4.73990     
  27280.9        927.273        3312.67        8.27880        4.74547     
  28796.0        927.273        3316.92        8.29175        4.75121     
  30311.0        927.273        3321.04        8.30414        4.75667     
  31826.1        927.273        3325.09        8.31617        4.76196     
  33341.1        927.273        3329.17        8.32843        4.76737     
  34856.2        927.273        3333.19        8.34042        4.77264     
  36371.2        927.273        3337.29        8.35287        4.77816     
  37886.3        927.273        3341.30        8.36491        4.78348     
  39401.3        927.273        3345.29        8.37689        4.78877     
  40916.4        927.273        3349.25        8.38877        4.79401     
  42431.4        927.273        3353.22        8.40069        4.79928     
  43946.5        927.273        3357.18        8.41267        4.80458     
  45461.5        927.273        3361.13        8.42464        4.80990     
  46976.6        927.273        3365.03        8.43638        4.81509     
  48491.6        927.273        3368.93        8.44818        4.82033     
  50006.7        927.273        3372.82        8.45994        4.82554     
  51521.7        927.273        3376.70        8.47173        4.83078     
  53036.8        927.273        3380.56        8.48342        4.83597     
  54551.8        927.273        3384.40        8.49505        4.84114     
  56066.9        927.273        3388.23        8.50671        4.84634     
  57581.9        927.273        3392.04        8.51829        4.85147     
  59097.0        927.273        3395.85        8.52990        4.85666     
  60612.0        927.273        3399.65        8.54149        4.86181     
  62127.1        927.273        3403.42        8.55299        4.86694     
  63642.1        927.273        3407.18        8.56450        4.87208     
  65157.2        927.273        3410.94        8.57599        4.87721     
  66672.2        927.273        3414.68        8.58746        4.88233     
  68187.3        927.273        3418.41        8.59888        4.88744     
  69702.3        927.273        3422.12        8.61028        4.89253     
  71217.4        927.273        3425.83        8.62167        4.89763     
  72732.4        927.273        3429.52        8.63303        4.90272     
  74247.5        927.273        3433.20        8.64436        4.90780     
  75762.5        927.273        3436.86        8.65567        4.91286     
  77277.6        927.273        3440.53        8.66691        4.91797     
  78792.6        927.273        3444.18        8.67816        4.92302     
  80307.7        927.273        3447.81        8.68939        4.92806     
  81822.7        927.273        3451.43        8.70060        4.93310     
  83337.8        927.273        3455.04        8.71179        4.93812     
  84852.8        927.273        3458.63        8.72294        4.94314     
  86367.9        927.273        3462.22        8.73408        4.94815     
  87882.9        927.273        3465.79        8.74520        4.95317     
  89398.0        927.273        3469.36        8.75628        4.95816     
  90913.0        927.273        3472.91        8.76735        4.96315     
  92428.1        927.273        3476.45        8.77840        4.96813     
  93943.1        927.273        3479.98        8.78943        4.97312     
  95458.2        927.273        3483.50        8.80043        4.97809     
  96973.2        927.273        3487.01        8.81141        4.98305     
  98488.3        927.273        3490.51        8.82236        4.98800     
  100003.        927.273        3494.00        8.83330        4.99294     
  101518.        927.273        3497.48        8.84421        4.99788     
  103033.        927.273        3500.94        8.85510        5.00282     
  104548.        927.273        3504.40        8.86597        5.00774     
  106064.        927.273        3507.85        8.87682        5.01266     
  107579.        927.273        3511.28        8.88764        5.01757     
  109094.        927.273        3514.71        8.89845        5.02247     
  110609.        927.273        3518.13        8.90923        5.02736     
  112124.        927.273        3521.53        8.91999        5.03225     
  113639.        927.273        3524.93        8.93073        5.03712     
  115154.        927.273        3528.32        8.94146        5.04200     
  116669.        927.273        3531.70        8.95216        5.04687     
  118184.        927.273        3535.06        8.96284        5.05174     
  119699.        927.273        3538.42        8.97351        5.05660     
  121214.        927.273        3541.77        8.98414        5.06145     
  122729.        927.273        3545.11        8.99476        5.06629     
  124244.        927.273        3548.44        9.00536        5.07111     
  125759.        927.273        3551.76        9.01594        5.07595     
  127274.        927.273        3555.07        9.02650        5.08077     
  128789.        927.273        3558.37        9.03703        5.08557     
  130304.        927.273        3561.66        9.04755        5.09038     
  131819.        927.273        3564.95        9.05806        5.09519     
  133334.        927.273        3568.22        9.06853        5.09998     
  134849.        927.273        3571.49        9.07900        5.10477     
  136365.        927.273        3574.75        9.08943        5.10955     
  137880.        927.273        3577.99        9.09985        5.11432     
  139395.        927.273        3581.23        9.11026        5.11909     
  140910.        927.273        3584.46        9.12063        5.12384     
  142425.        927.273        3587.68        9.13099        5.12859     
  143940.        927.273        3609.27        9.25270        5.19948     
  145455.        927.273        3612.45        9.26311        5.20440     
  146970.        927.273        3615.62        9.27357        5.20936     
  148485.        927.273        3618.79        9.28398        5.21429     
  150000.        927.273        3621.94        9.29434        5.21919     
  10.0000        941.414        3224.44        8.01489        4.61612     
  1525.05        941.414        3228.90        8.02657        4.62261     
  3040.10        941.414        3233.48        8.04007        4.62893     
  4555.15        941.414        3238.13        8.05359        4.63525     
  6070.20        941.414        3242.71        8.06702        4.64150     
  7585.25        941.414        3247.23        8.08033        4.64769     
  9100.30        941.414        3251.74        8.09360        4.65384     
  10615.4        941.414        3256.26        8.10683        4.65996     
  12130.4        941.414        3260.72        8.11998        4.66604     
  13645.5        941.414        3272.81        8.15880        4.69049     
  15160.5        941.414        3277.04        8.17119        4.69589     
  16675.6        941.414        3281.26        8.18355        4.70128     
  18190.6        941.414        3285.51        8.19612        4.70678     
  19705.7        941.414        3289.88        8.20939        4.71266     
  21220.7        941.414        3294.20        8.22240        4.71840     
  22735.8        941.414        3298.44        8.23511        4.72401     
  24250.8        941.414        3302.64        8.24761        4.72951     
  25765.9        941.414        3306.85        8.26028        4.73508     
  27280.9        941.414        3311.01        8.27271        4.74057     
  28796.0        941.414        3315.07        8.28469        4.74582     
  30311.0        941.414        3319.26        8.29738        4.75144     
  31826.1        941.414        3323.42        8.30998        4.75702     
  33341.1        941.414        3327.54        8.32239        4.76251     
  34856.2        941.414        3331.56        8.33435        4.76776     
  36371.2        941.414        3335.63        8.34666        4.77321     
  37886.3        941.414        3339.63        8.35862        4.77850     
  39401.3        941.414        3343.66        8.37076        4.78387     
  40916.4        941.414        3347.63        8.38267        4.78913     
  42431.4        941.414        3351.62        8.39471        4.79447     
  43946.5        941.414        3355.57        8.40664        4.79975     
  45461.5        941.414        3359.51        8.41850        4.80502     
  46976.6        941.414        3363.44        8.43039        4.81028     
  48491.6        941.414        3367.35        8.44218        4.81552     
  50006.7        941.414        3371.25        8.45400        4.82076     
  51521.7        941.414        3375.12        8.46571        4.82596     
  53036.8        941.414        3378.98        8.47740        4.83116     
  54551.8        941.414        3382.85        8.48916        4.83640     
  56066.9        941.414        3386.68        8.50078        4.84158     
  57581.9        941.414        3390.50        8.51241        4.84674     
  59097.0        941.414        3394.32        8.52404        4.85193     
  60612.0        941.414        3398.11        8.53560        4.85708     
  62127.1        941.414        3401.90        8.54718        4.86226     
  63642.1        941.414        3405.67        8.55867        4.86739     
  65157.2        941.414        3409.43        8.57016        4.87252     
  66672.2        941.414        3413.17        8.58164        4.87765     
  68187.3        941.414        3416.91        8.59308        4.88277     
  69702.3        941.414        3420.63        8.60450        4.88788     
  71217.4        941.414        3424.34        8.61589        4.89298     
  72732.4        941.414        3428.03        8.62725        4.89807     
  74247.5        941.414        3431.72        8.63861        4.90316     
  75762.5        941.414        3435.39        8.64993        4.90823     
  77277.6        941.414        3439.05        8.66122        4.91332     
  78792.6        941.414        3442.70        8.67247        4.91836     
  80307.7        941.414        3446.35        8.68368        4.92346     
  81822.7        941.414        3449.98        8.69490        4.92850     
  83337.8        941.414        3453.59        8.70609        4.93353     
  84852.8        941.414        3457.19        8.71725        4.93855     
  86367.9        941.414        3460.78        8.72840        4.94359     
  87882.9        941.414        3464.36        8.73953        4.94860     
  89398.0        941.414        3467.93        8.75063        4.95360     
  90913.0        941.414        3471.49        8.76170        4.95860     
  92428.1        941.414        3475.03        8.77276        4.96360     
  93943.1        941.414        3478.57        8.78380        4.96859     
  95458.2        941.414        3482.10        8.79481        4.97356     
  96973.2        941.414        3485.61        8.80579        4.97853     
  98488.3        941.414        3489.11        8.81676        4.98349     
  100003.        941.414        3492.60        8.82770        4.98843     
  101518.        941.414        3496.09        8.83862        4.99338     
  103033.        941.414        3499.56        8.84952        4.99833     
  104548.        941.414        3503.02        8.86040        5.00326     
  106064.        941.414        3506.47        8.87126        5.00819     
  107579.        941.414        3509.91        8.88209        5.01310     
  109094.        941.414        3513.35        8.89291        5.01802     
  110609.        941.414        3516.77        8.90370        5.02291     
  112124.        941.414        3520.18        8.91447        5.02781     
  113639.        941.414        3523.58        8.92522        5.03269     
  115154.        941.414        3526.97        8.93595        5.03757     
  116669.        941.414        3530.35        8.94665        5.04244     
  118184.        941.414        3533.72        8.95735        5.04732     
  119699.        941.414        3537.09        8.96802        5.05218     
  121214.        941.414        3540.44        8.97867        5.05703     
  122729.        941.414        3543.78        8.98929        5.06189     
  124244.        941.414        3547.11        8.99989        5.06671     
  125759.        941.414        3550.44        9.01048        5.07155     
  127274.        941.414        3553.76        9.02106        5.07639     
  128789.        941.414        3557.06        9.03160        5.08121     
  130304.        941.414        3560.36        9.04213        5.08602     
  131819.        941.414        3563.65        9.05264        5.09082     
  133334.        941.414        3566.92        9.06312        5.09562     
  134849.        941.414        3570.19        9.07359        5.10042     
  136365.        941.414        3573.45        9.08404        5.10520     
  137880.        941.414        3576.71        9.09447        5.10998     
  139395.        941.414        3579.95        9.10488        5.11475     
  140910.        941.414        3583.18        9.11527        5.11952     
  142425.        941.414        3586.41        9.12564        5.12428     
  143940.        941.414        3589.62        9.13599        5.12902     
  145455.        941.414        3611.14        9.25766        5.20002     
  146970.        941.414        3614.29        9.26798        5.20485     
  148485.        941.414        3617.48        9.27851        5.20990     
  150000.        941.414        3620.64        9.28890        5.21483     
  10.0000        955.556        3222.66        8.00859        4.61105     
  1525.05        955.556        3227.12        8.02027        4.61755     
  3040.10        955.556        3231.77        8.03385        4.62391     
  4555.15        955.556        3236.38        8.04734        4.63021     
  6070.20        955.556        3240.87        8.06069        4.63642     
  7585.25        955.556        3245.47        8.07408        4.64266     
  9100.30        955.556        3249.98        8.08736        4.64881     
  10615.4        955.556        3254.48        8.10058        4.65494     
  12130.4        955.556        3258.96        8.11375        4.66103     
  13645.5        955.556        3271.08        8.15260        4.68550     
  15160.5        955.556        3275.32        8.16500        4.69091     
  16675.6        955.556        3279.55        8.17738        4.69631     
  18190.6        955.556        3283.76        8.18972        4.70171     
  19705.7        955.556        3288.12        8.20286        4.70752     
  21220.7        955.556        3292.42        8.21582        4.71323     
  22735.8        955.556        3296.70        8.22865        4.71889     
  24250.8        955.556        3300.90        8.24117        4.72440     
  25765.9        955.556        3305.07        8.25361        4.72989     
  27280.9        955.556        3309.28        8.26628        4.73549     
  28796.0        955.556        3313.47        8.27890        4.74107     
  30311.0        955.556        3317.60        8.29123        4.74651     
  31826.1        955.556        3321.77        8.30388        4.75212     
  33341.1        955.556        3325.91        8.31639        4.75766     
  34856.2        955.556        3329.90        8.32814        4.76282     
  36371.2        955.556        3334.00        8.34060        4.76834     
  37886.3        955.556        3338.01        8.35257        4.77364     
  39401.3        955.556        3342.05        8.36476        4.77904     
  40916.4        955.556        3346.05        8.37680        4.78437     
  42431.4        955.556        3350.00        8.38864        4.78961     
  43946.5        955.556        3353.99        8.40071        4.79497     
  45461.5        955.556        3357.92        8.41250        4.80019     
  46976.6        955.556        3361.86        8.42442        4.80548     
  48491.6        955.556        3365.79        8.43631        4.81076     
  50006.7        955.556        3369.67        8.44799        4.81595     
  51521.7        955.556        3373.56        8.45978        4.82119     
  53036.8        955.556        3377.43        8.47150        4.82640     
  54551.8        955.556        3381.29        8.48324        4.83164     
  56066.9        955.556        3385.14        8.49490        4.83683     
  57581.9        955.556        3388.96        8.50653        4.84201     
  59097.0        955.556        3392.78        8.51815        4.84719     
  60612.0        955.556        3396.59        8.52975        4.85238     
  62127.1        955.556        3400.37        8.54125        4.85751     
  63642.1        955.556        3404.15        8.55284        4.86269     
  65157.2        955.556        3407.91        8.56433        4.86783     
  66672.2        955.556        3411.66        8.57580        4.87295     
  68187.3        955.556        3415.41        8.58726        4.87809     
  69702.3        955.556        3419.13        8.59868        4.88320     
  71217.4        955.556        3422.85        8.61009        4.88832     
  72732.4        955.556        3426.54        8.62145        4.89341     
  74247.5        955.556        3430.23        8.63281        4.89851     
  75762.5        955.556        3433.92        8.64419        4.90363     
  77277.6        955.556        3437.58        8.65545        4.90868     
  78792.6        955.556        3441.23        8.66673        4.91375     
  80307.7        955.556        3444.87        8.67798        4.91880     
  81822.7        955.556        3448.50        8.68921        4.92385     
  83337.8        955.556        3452.14        8.70037        4.92894     
  84852.8        955.556        3455.75        8.71155        4.93397     
  86367.9        955.556        3459.34        8.72271        4.93900     
  87882.9        955.556        3462.93        8.73384        4.94402     
  89398.0        955.556        3466.50        8.74494        4.94903     
  90913.0        955.556        3470.06        8.75603        4.95404     
  92428.1        955.556        3473.61        8.76710        4.95905     
  93943.1        955.556        3477.15        8.77813        4.96404     
  95458.2        955.556        3480.68        8.78915        4.96902     
  96973.2        955.556        3484.20        8.80016        4.97400     
  98488.3        955.556        3487.71        8.81113        4.97897     
  100003.        955.556        3491.21        8.82209        4.98393     
  101518.        955.556        3494.70        8.83302        4.98889     
  103033.        955.556        3498.17        8.84393        4.99383     
  104548.        955.556        3501.64        8.85482        4.99878     
  106064.        955.556        3505.09        8.86568        5.00371     
  107579.        955.556        3508.54        8.87652        5.00863     
  109094.        955.556        3511.98        8.88735        5.01355     
  110609.        955.556        3515.40        8.89815        5.01845     
  112124.        955.556        3518.82        8.90893        5.02336     
  113639.        955.556        3522.22        8.91969        5.02825     
  115154.        955.556        3525.62        8.93043        5.03314     
  116669.        955.556        3529.00        8.94114        5.03802     
  118184.        955.556        3532.38        8.95184        5.04290     
  119699.        955.556        3535.75        8.96251        5.04776     
  121214.        955.556        3539.10        8.97317        5.05261     
  122729.        955.556        3542.45        8.98380        5.05747     
  124244.        955.556        3545.79        8.99441        5.06231     
  125759.        955.556        3549.12        9.00500        5.06715     
  127274.        955.556        3552.44        9.01559        5.07200     
  128789.        955.556        3555.75        9.02615        5.07683     
  130304.        955.556        3559.05        9.03669        5.08165     
  131819.        955.556        3562.34        9.04721        5.08646     
  133334.        955.556        3565.62        9.05769        5.09126     
  134849.        955.556        3568.89        9.06817        5.09606     
  136365.        955.556        3572.16        9.07863        5.10086     
  137880.        955.556        3575.41        9.08906        5.10564     
  139395.        955.556        3578.66        9.09948        5.11042     
  140910.        955.556        3581.90        9.10991        5.11523     
  142425.        955.556        3585.13        9.12026        5.11996     
  143940.        955.556        3588.35        9.13062        5.12472     
  145455.        955.556        3609.83        9.25217        5.19562     
  146970.        955.556        3613.01        9.26261        5.20057     
  148485.        955.556        3616.18        9.27302        5.20551     
  150000.        955.556        3619.34        9.28341        5.21043     
  10.0000        969.697        3220.87        8.00227        4.60597     
  1525.05        969.697        3225.35        8.01398        4.61248     
  3040.10        969.697        3229.98        8.02754        4.61883     
  4555.15        969.697        3234.54        8.04100        4.62512     
  6070.20        969.697        3239.16        8.05446        4.63140     
  7585.25        969.697        3243.70        8.06781        4.63761     
  9100.30        969.697        3248.21        8.08110        4.64378     
  10615.4        969.697        3252.72        8.09433        4.64991     
  12130.4        969.697        3257.20        8.10751        4.65601     
  13645.5        969.697        3269.35        8.14638        4.68051     
  15160.5        969.697        3273.60        8.15880        4.68592     
  16675.6        969.697        3277.83        8.17118        4.69134     
  18190.6        969.697        3282.05        8.18354        4.69674     
  19705.7        969.697        3286.35        8.19636        4.70238     
  21220.7        969.697        3290.69        8.20943        4.70817     
  22735.8        969.697        3294.94        8.22212        4.71377     
  24250.8        969.697        3299.19        8.23490        4.71941     
  25765.9        969.697        3303.44        8.24770        4.72506     
  27280.9        969.697        3307.60        8.26009        4.73054     
  28796.0        969.697        3311.71        8.27223        4.73588     
  30311.0        969.697        3315.93        8.28506        4.74157     
  31826.1        969.697        3320.15        8.29790        4.74728     
  33341.1        969.697        3324.25        8.31021        4.75272     
  34856.2        969.697        3328.25        8.32205        4.75793     
  36371.2        969.697        3332.35        8.33442        4.76342     
  37886.3        969.697        3336.38        8.34648        4.76876     
  39401.3        969.697        3340.44        8.35877        4.77421     
  40916.4        969.697        3344.41        8.37063        4.77946     
  42431.4        969.697        3348.38        8.38250        4.78472     
  43946.5        969.697        3352.39        8.39467        4.79013     
  45461.5        969.697        3356.32        8.40649        4.79538     
  46976.6        969.697        3360.29        8.41851        4.80072     
  48491.6        969.697        3364.20        8.43031        4.80596     
  50006.7        969.697        3368.09        8.44201        4.81116     
  51521.7        969.697        3372.00        8.45390        4.81645     
  53036.8        969.697        3375.86        8.46555        4.82163     
  54551.8        969.697        3379.73        8.47730        4.82687     
  56066.9        969.697        3383.58        8.48895        4.83207     
  57581.9        969.697        3387.42        8.50061        4.83726     
  59097.0        969.697        3391.24        8.51227        4.84247     
  60612.0        969.697        3395.05        8.52382        4.84762     
  62127.1        969.697        3398.84        8.53540        4.85280     
  63642.1        969.697        3402.63        8.54695        4.85796     
  65157.2        969.697        3406.39        8.55844        4.86312     
  66672.2        969.697        3410.15        8.56995        4.86826     
  68187.3        969.697        3413.90        8.58142        4.87341     
  69702.3        969.697        3417.63        8.59283        4.87851     
  71217.4        969.697        3421.34        8.60423        4.88362     
  72732.4        969.697        3425.05        8.61563        4.88874     
  74247.5        969.697        3428.75        8.62700        4.89385     
  75762.5        969.697        3432.43        8.63835        4.89895     
  77277.6        969.697        3436.10        8.64965        4.90403     
  78792.6        969.697        3439.76        8.66094        4.90910     
  80307.7        969.697        3443.41        8.67222        4.91418     
  81822.7        969.697        3447.05        8.68346        4.91925     
  83337.8        969.697        3450.67        8.69466        4.92430     
  84852.8        969.697        3454.30        8.70582        4.92937     
  86367.9        969.697        3457.90        8.71699        4.93442     
  87882.9        969.697        3461.49        8.72813        4.93945     
  89398.0        969.697        3465.06        8.73924        4.94444     
  90913.0        969.697        3468.63        8.75033        4.94947     
  92428.1        969.697        3472.19        8.76142        4.95449     
  93943.1        969.697        3475.74        8.77247        4.95949     
  95458.2        969.697        3479.27        8.78349        4.96448     
  96973.2        969.697        3482.79        8.79450        4.96946     
  98488.3        969.697        3486.31        8.80548        4.97444     
  100003.        969.697        3489.81        8.81646        4.97942     
  101518.        969.697        3493.30        8.82739        4.98437     
  103033.        969.697        3496.78        8.83832        4.98933     
  104548.        969.697        3500.25        8.84921        4.99428     
  106064.        969.697        3503.71        8.86009        4.99922     
  107579.        969.697        3507.16        8.87094        5.00414     
  109094.        969.697        3510.60        8.88177        5.00908     
  110609.        969.697        3514.03        8.89258        5.01399     
  112124.        969.697        3517.45        8.90337        5.01890     
  113639.        969.697        3520.86        8.91414        5.02380     
  115154.        969.697        3524.26        8.92488        5.02870     
  116669.        969.697        3527.65        8.93561        5.03359     
  118184.        969.697        3531.03        8.94631        5.03847     
  119699.        969.697        3534.40        8.95700        5.04335     
  121214.        969.697        3537.77        8.96766        5.04821     
  122729.        969.697        3541.12        8.97830        5.05307     
  124244.        969.697        3544.46        8.98892        5.05792     
  125759.        969.697        3547.79        8.99952        5.06276     
  127274.        969.697        3551.12        9.01011        5.06761     
  128789.        969.697        3554.43        9.02067        5.07244     
  130304.        969.697        3557.73        9.03121        5.07726     
  131819.        969.697        3561.02        9.04171        5.08205     
  133334.        969.697        3564.32        9.05224        5.08690     
  134849.        969.697        3567.59        9.06273        5.09170     
  136365.        969.697        3570.86        9.07318        5.09650     
  137880.        969.697        3574.12        9.08363        5.10129     
  139395.        969.697        3577.37        9.09406        5.10607     
  140910.        969.697        3580.61        9.10447        5.11086     
  142425.        969.697        3583.85        9.11485        5.11562     
  143940.        969.697        3587.07        9.12521        5.12039     
  145455.        969.697        3608.52        9.24668        5.19124     
  146970.        969.697        3611.69        9.25709        5.19616     
  148485.        969.697        3614.87        9.26750        5.20109     
  150000.        969.697        3618.03        9.27792        5.20605     
  10.0000        983.838        3219.08        7.99593        4.60088     
  1525.05        983.838        3223.55        8.00763        4.60739     
  3040.10        983.838        3228.15        8.02118        4.61373     
  4555.15        983.838        3232.74        8.03467        4.62004     
  6070.20        983.838        3237.40        8.04817        4.62635     
  7585.25        983.838        3241.94        8.06153        4.63257     
  9100.30        983.838        3246.46        8.07483        4.63875     
  10615.4        983.838        3251.12        8.08819        4.64495     
  12130.4        983.838        3255.50        8.10129        4.65101     
  13645.5        983.838        3259.92        8.11438        4.65706     
  15160.5        983.838        3271.87        8.15257        4.68093     
  16675.6        983.838        3276.12        8.16497        4.68635     
  18190.6        983.838        3280.34        8.17734        4.69176     
  19705.7        983.838        3284.60        8.18997        4.69732     
  21220.7        983.838        3288.95        8.20306        4.70311     
  22735.8        983.838        3293.24        8.21594        4.70881     
  24250.8        983.838        3297.48        8.22862        4.71440     
  25765.9        983.838        3301.70        8.24119        4.71995     
