|6.6.6
peridotite_hp02_2.tab                                                                               
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          16
P(bar)         T(K)           Opx(HP)        O(HP)          Cpx(HP)        ab             an             abh            abL            diL            anL            enL            Sp(HP)         ne             Gt(HP)         stv           
  112124.        2101.01        16.1742        59.8257        8.48948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5107                 NaN
  113639.        2101.01        16.1880        59.8262        8.44247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5433                 NaN
  115154.        2101.01        16.2041        59.8267        8.39289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5764                 NaN
  116669.        2101.01        16.2198        59.8272        8.34645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6065                 NaN
  118184.        2101.01        16.2360        59.8277        8.30013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6362                 NaN
  119699.        2101.01        16.2518        59.8280        8.25347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6667                 NaN
  121214.        2101.01        16.2705        59.8283        8.20774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6935                 NaN
  122729.        2101.01        16.2910        59.8286        8.15913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7212                 NaN
  124244.        2101.01        16.3146        59.8288        8.11048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7462                 NaN
  125759.        2101.01        16.3395        59.8289        8.06097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7706                 NaN
  127274.        2101.01        16.3603        59.8292        8.01629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7942                 NaN
  128789.        2101.01        16.3812        59.8294        7.97719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8123                 NaN
  130304.        2101.01        16.4047        59.8296        7.93160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8341                 NaN
  131819.        2101.01        16.4273        59.8298        7.88869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8542                 NaN
  133334.        2101.01        16.4507        59.8300        7.84410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8752                 NaN
  134849.        2101.01        16.4743        59.8302        7.79764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8978                 NaN
  136365.        2101.01        16.5063        59.8303        7.74409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9194                 NaN
  137880.        2101.01        16.5377        59.8304        7.69444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9374                 NaN
  139395.        2101.01        16.5692        59.8304        7.64502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9553                 NaN
  140910.        2101.01        16.6004        59.8305        7.59817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9709                 NaN
  142425.        2101.01        16.6269        59.8306        7.55272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9897                 NaN
  143940.        2101.01        16.6533        59.8308        7.50811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0078                 NaN
  145455.        2101.01        16.6840        59.8309        7.46230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0228                 NaN
  146970.        2101.01        16.7131        59.8309        7.41952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0365                 NaN
  148485.        2101.01        16.7444        59.8308        7.37830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0464                 NaN
  150000.        2101.01        16.7742        59.8310        7.33205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0628                 NaN
  10.0000        2115.15                 NaN   49.7386                 NaN            NaN            NaN            NaN   1.37268        14.0180                 NaN   29.9036        4.96716                 NaN            NaN            NaN
  1525.05        2115.15                 NaN   49.8685                 NaN            NaN            NaN            NaN   1.37127        13.9817                 NaN   29.7953        4.98318                 NaN            NaN            NaN
  3040.10        2115.15                 NaN   49.9938                 NaN            NaN            NaN            NaN   1.36986        13.9465                 NaN   29.6912        4.99866                 NaN            NaN            NaN
  4555.15        2115.15                 NaN   50.1145                 NaN            NaN            NaN            NaN   1.36845        13.9123                 NaN   29.5910        5.01373                 NaN            NaN            NaN
  6070.20        2115.15                 NaN   50.2310                 NaN            NaN            NaN            NaN   1.36703        13.8791                 NaN   29.4946        5.02834                 NaN            NaN            NaN
  7585.25        2115.15                 NaN   50.3435                 NaN            NaN            NaN            NaN   1.36563        13.8468                 NaN   29.4015        5.04253                 NaN            NaN            NaN
  9100.30        2115.15                 NaN   50.4522                 NaN            NaN            NaN            NaN   1.36423        13.8154                 NaN   29.3118        5.05635                 NaN            NaN            NaN
  10615.4        2115.15                 NaN   50.5575                 NaN            NaN            NaN            NaN   1.36283        13.7849                 NaN   29.2251        5.06972                 NaN            NaN            NaN
  12130.4        2115.15                 NaN   50.6594                 NaN            NaN            NaN            NaN   1.36145        13.7551                 NaN   29.1413        5.08278                 NaN            NaN            NaN
  13645.5        2115.15                 NaN   50.7580                 NaN            NaN            NaN            NaN   1.36007        13.7262                 NaN   29.0602        5.09551                 NaN            NaN            NaN
  15160.5        2115.15                 NaN   56.8436                 NaN            NaN            NaN            NaN   1.36255        8.68787        6.25529        24.3563        2.49437                 NaN            NaN            NaN
  16675.6        2115.15                 NaN   62.6725                 NaN            NaN            NaN            NaN   1.36479        3.89604        12.1801        19.8866                 NaN            NaN            NaN            NaN
  18190.6        2115.15        26.0402        57.5406                 NaN            NaN            NaN            NaN   1.40117        14.0980                 NaN            NaN  0.920057                 NaN            NaN            NaN
  19705.7        2115.15        26.0515        57.5470                 NaN            NaN            NaN            NaN   1.39827        14.0556                 NaN            NaN  0.947576                 NaN            NaN            NaN
  21220.7        2115.15        26.8322        58.8009        5.97913                 NaN            NaN            NaN  0.569558        7.81827                 NaN            NaN            NaN            NaN            NaN            NaN
  22735.8        2115.15        27.4179        58.9502        10.3367                 NaN            NaN            NaN            NaN   3.29518                 NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        2115.15        27.5342        59.1432        12.8404                 NaN            NaN            NaN            NaN  0.482207                 NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        2115.15        27.5491        59.1794        13.2715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        2115.15        27.5440        59.1846        13.2713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        2115.15        27.5392        59.1895        13.2713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        2115.15        27.5338        59.1951        13.2711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        2115.15        27.4239        59.2045        13.2502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.121394                 NaN
  33341.1        2115.15        26.0788        59.2751        12.9760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.67012                 NaN
  34856.2        2115.15        25.3876        59.3139        12.8014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49711                 NaN
  36371.2        2115.15        24.4096        59.3656        12.5825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64235                 NaN
  37886.3        2115.15        23.7243        59.4016        12.4389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.43516                 NaN
  39401.3        2115.15        23.4041        59.4218        12.3169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85715                 NaN
  40916.4        2115.15        22.2076        59.4813        12.0672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24396                 NaN
  42431.4        2115.15        20.7456        59.5529        11.7662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.93541                 NaN
  43946.5        2115.15        20.5774        59.5643        11.6727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18564                 NaN
  45461.5        2115.15        19.8316        59.6014        11.4985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.06847                 NaN
  46976.6        2115.15        19.4668        59.6208        11.3799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.53249                 NaN
  48491.6        2115.15        19.2761        59.6321        11.2914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.80051                 NaN
  50006.7        2115.15        19.1554        59.6404        11.2122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.99194                 NaN
  51521.7        2115.15        18.6821        59.6642        11.0758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5780                 NaN
  53036.8        2115.15        18.4398        59.6773        10.9781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9049                 NaN
  54551.8        2115.15        18.0968        59.6947        10.8602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3483                 NaN
  56066.9        2115.15        18.0853        59.6969        10.8102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4075                 NaN
  57581.9        2115.15        17.8744        59.7088        10.7085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7083                 NaN
  59097.0        2115.15        17.6122        59.7221        10.6094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0562                 NaN
  60612.0        2115.15        17.3856        59.7335        10.5158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3651                 NaN
  62127.1        2115.15        17.2537        59.7411        10.4374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5678                 NaN
  63642.1        2115.15        17.1971        59.7454        10.3713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6861                 NaN
  65157.2        2115.15        17.0197        59.7546        10.2856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9401                 NaN
  66672.2        2115.15        16.9284        59.7601        10.2141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0974                 NaN
  68187.3        2115.15        16.8282        59.7662        10.1402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2654                 NaN
  69702.3        2115.15        16.7476        59.7712        10.0690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4123                 NaN
  71217.4        2115.15        16.7097        59.7743        10.0076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5084                 NaN
  72732.4        2115.15        16.6056        59.7801        9.93072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6836                 NaN
  74247.5        2115.15        16.5545        59.7836        9.86863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7933                 NaN
  75762.5        2115.15        16.5186        59.7865        9.80873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8861                 NaN
  77277.6        2115.15        16.4418        59.7912        9.73737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0297                 NaN
  78792.6        2115.15        16.4427        59.7926        9.67927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0854                 NaN
  80307.7        2115.15        16.3501        59.7972        9.61951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2332                 NaN
  81822.7        2115.15        16.3165        59.7999        9.55936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3243                 NaN
  83337.8        2115.15        16.2874        59.8025        9.49892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4113                 NaN
  84852.8        2115.15        16.2602        59.8049        9.43916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4957                 NaN
  86367.9        2115.15        16.2493        59.8065        9.38425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5599                 NaN
  87882.9        2115.15        16.2122        59.8094        9.32015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6582                 NaN
  89398.0        2115.15        16.1969        59.8112        9.26640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7255                 NaN
  90913.0        2115.15        16.1640        59.8128        9.22519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7980                 NaN
  92428.1        2115.15        16.1544        59.8144        9.17229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8589                 NaN
  93943.1        2115.15        16.1653        59.8158        9.10247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9165                 NaN
  95458.2        2115.15        16.1536        59.8176        9.04592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9830                 NaN
  96973.2        2115.15        16.1502        59.8188        8.99321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0378                 NaN
  98488.3        2115.15        16.1502        59.8196        8.94814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0820                 NaN
  100003.        2115.15        16.1393        59.8214        8.88966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1496                 NaN
  101518.        2115.15        16.1569        59.8220        8.83327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1878                 NaN
  103033.        2115.15        16.1505        59.8233        8.78380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2425                 NaN
  104548.        2115.15        16.1570        59.8240        8.73390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2851                 NaN
  106064.        2115.15        16.1773        59.8239        8.69676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3020                 NaN
  107579.        2115.15        16.1849        59.8254        8.63416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3556                 NaN
  109094.        2115.15        16.1813        59.8265        8.58372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4085                 NaN
  110609.        2115.15        16.1860        59.8272        8.53688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4499                 NaN
  112124.        2115.15        16.1974        59.8278        8.48761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4871                 NaN
  113639.        2115.15        16.2239        59.8281        8.43592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5120                 NaN
  115154.        2115.15        16.2308        59.8289        8.38684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5535                 NaN
  116669.        2115.15        16.2466        59.8294        8.34041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5836                 NaN
  118184.        2115.15        16.2597        59.8298        8.29274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6177                 NaN
  119699.        2115.15        16.2767        59.8302        8.24660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6465                 NaN
  121214.        2115.15        16.3064        59.8305        8.19336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6698                 NaN
  122729.        2115.15        16.3189        59.8309        8.14760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7026                 NaN
  124244.        2115.15        16.3425        59.8310        8.09895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7275                 NaN
  125759.        2115.15        16.3589        59.8315        8.05579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7538                 NaN
  127274.        2115.15        16.3829        59.8316        8.00869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7767                 NaN
  128789.        2115.15        16.4085        59.8320        7.96002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7995                 NaN
  130304.        2115.15        16.4316        59.8322        7.91343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8228                 NaN
  131819.        2115.15        16.4542        59.8324        7.87052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8429                 NaN
  133334.        2115.15        16.4749        59.8325        7.82466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8679                 NaN
  134849.        2115.15        16.4996        59.8327        7.77869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8890                 NaN
  136365.        2115.15        16.5329        59.8328        7.73517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8992                 NaN
  137880.        2115.15        16.5622        59.8329        7.68182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9230                 NaN
  139395.        2115.15        16.5937        59.8330        7.63240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9409                 NaN
  140910.        2115.15        16.6133        59.8333        7.58878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9646                 NaN
  142425.        2115.15        16.6442        59.8334        7.54210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9803                 NaN
  143940.        2115.15        16.6791        59.8333        7.49482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9927                 NaN
  145455.        2115.15        16.7082        59.8335        7.44973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0086                 NaN
  146970.        2115.15        16.7373        59.8335        7.40695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0223                 NaN
  148485.        2115.15        16.7647        59.8340        7.35275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0485                 NaN
  150000.        2115.15        16.7957        59.8339        7.31128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0591                 NaN
  10.0000        2129.29                 NaN   49.7256                 NaN            NaN            NaN            NaN   1.37213        14.0230                 NaN   29.9142        4.96502                 NaN            NaN            NaN
  1525.05        2129.29                 NaN   49.8560                 NaN            NaN            NaN            NaN   1.37072        13.9866                 NaN   29.8056        4.98108                 NaN            NaN            NaN
  3040.10        2129.29                 NaN   49.9815                 NaN            NaN            NaN            NaN   1.36930        13.9513                 NaN   29.7012        4.99663                 NaN            NaN            NaN
  4555.15        2129.29                 NaN   50.1026                 NaN            NaN            NaN            NaN   1.36789        13.9170                 NaN   29.6008        5.01172                 NaN            NaN            NaN
  6070.20        2129.29                 NaN   50.2194                 NaN            NaN            NaN            NaN   1.36647        13.8837                 NaN   29.5041        5.02637                 NaN            NaN            NaN
  7585.25        2129.29                 NaN   50.3322                 NaN            NaN            NaN            NaN   1.36506        13.8513                 NaN   29.4108        5.04060                 NaN            NaN            NaN
  9100.30        2129.29                 NaN   50.4413                 NaN            NaN            NaN            NaN   1.36366        13.8199                 NaN   29.3208        5.05439                 NaN            NaN            NaN
  10615.4        2129.29                 NaN   50.5468                 NaN            NaN            NaN            NaN   1.36226        13.7892                 NaN   29.2339        5.06783                 NaN            NaN            NaN
  12130.4        2129.29                 NaN   50.6489                 NaN            NaN            NaN            NaN   1.36088        13.7594                 NaN   29.1499        5.08092                 NaN            NaN            NaN
  13645.5        2129.29                 NaN   50.7477                 NaN            NaN            NaN            NaN   1.35950        13.7304                 NaN   29.0686        5.09369                 NaN            NaN            NaN
  15160.5        2129.29                 NaN   50.8435                 NaN            NaN            NaN            NaN   1.35813        13.7022                 NaN   28.9900        5.10621                 NaN            NaN            NaN
  16675.6        2129.29                 NaN   50.9365                 NaN            NaN            NaN            NaN   1.35678        13.6746                 NaN   28.9138        5.11831                 NaN            NaN            NaN
  18190.6        2129.29                 NaN   56.5991                 NaN            NaN            NaN            NaN   1.35900        9.01976        5.75277        24.5727        2.69666                 NaN            NaN            NaN
  19705.7        2129.29        26.0450        57.5806                 NaN            NaN            NaN            NaN   1.39786        14.0617                 NaN            NaN  0.914839                 NaN            NaN            NaN
  21220.7        2129.29        26.0565        57.5811                 NaN            NaN            NaN            NaN   1.39502        14.0204                 NaN            NaN  0.946878                 NaN            NaN            NaN
  22735.8        2129.29        27.0769        58.8312        7.36695                 NaN            NaN            NaN  0.296186        6.42874                 NaN            NaN            NaN            NaN            NaN            NaN
  24250.8        2129.29        27.4124        58.9598        10.2970                 NaN            NaN            NaN            NaN   3.33070                 NaN            NaN            NaN            NaN            NaN            NaN
  25765.9        2129.29        27.5467        59.1820        13.2713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  27280.9        2129.29        27.5421        59.1869        13.2710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  28796.0        2129.29        27.5372        59.1918        13.2710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  30311.0        2129.29        27.5325        59.1966        13.2710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  31826.1        2129.29        27.5278        59.2014        13.2708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  33341.1        2129.29        26.4191        59.2604        13.0460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27452                 NaN
  34856.2        2129.29        25.4191        59.3140        12.8288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.43810                 NaN
  36371.2        2129.29        24.5364        59.3608        12.6366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.46623                 NaN
  37886.3        2129.29        23.7073        59.4051        12.4253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46236                 NaN
  39401.3        2129.29        23.5133        59.4186        12.3405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.72758                 NaN
  40916.4        2129.29        22.8908        59.4511        12.2006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.45749                 NaN
  42431.4        2129.29        20.9466        59.5454        11.8132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69480                 NaN
  43946.5        2129.29        21.0777        59.5431        11.7758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60344                 NaN
  45461.5        2129.29        20.7301        59.5623        11.6631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.04446                 NaN
  46976.6        2129.29        20.0390        59.5967        11.4911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.87320                 NaN
  48491.6        2129.29        19.7903        59.6107        11.3955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.20345                 NaN
  50006.7        2129.29        19.0181        59.6490        11.1970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1359                 NaN
  51521.7        2129.29        18.9524        59.6541        11.1363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2572                 NaN
  53036.8        2129.29        18.7490        59.6655        11.0478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5377                 NaN
  54551.8        2129.29        18.3149        59.6873        10.9091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0887                 NaN
  56066.9        2129.29        18.2507        59.6920        10.8495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2079                 NaN
  57581.9        2129.29        18.0830        59.7017        10.7618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4536                 NaN
  59097.0        2129.29        17.7806        59.7170        10.6533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8492                 NaN
  60612.0        2129.29        17.6641        59.7238        10.5799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0322                 NaN
  62127.1        2129.29        17.4568        59.7347        10.4841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3244                 NaN
  63642.1        2129.29        17.3700        59.7401        10.4183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4716                 NaN
  65157.2        2129.29        17.1819        59.7505        10.3130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7546                 NaN
  66672.2        2129.29        17.0802        59.7562        10.2504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9132                 NaN
  68187.3        2129.29        17.0099        59.7606        10.1873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0422                 NaN
  69702.3        2129.29        16.8892        59.7678        10.0998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2433                 NaN
  71217.4        2129.29        16.8366        59.7712        10.0419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3503                 NaN
  72732.4        2129.29        16.7485        59.7765        9.96828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5067                 NaN
  74247.5        2129.29        16.6636        59.7815        9.89705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6578                 NaN
  75762.5        2129.29        16.6171        59.7848        9.84047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7577                 NaN
  77277.6        2129.29        16.5250        59.7905        9.74991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9345                 NaN
  78792.6        2129.29        16.5238        59.7920        9.69515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9891                 NaN
  80307.7        2129.29        16.4719        59.7956        9.62792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1046                 NaN
  81822.7        2129.29        16.4047        59.7991        9.57943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2167                 NaN
  83337.8        2129.29        16.3830        59.8010        9.52632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2896                 NaN
  84852.8        2129.29        16.3076        59.8058        9.44304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4436                 NaN
  86367.9        2129.29        16.3115        59.8067        9.40060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4812                 NaN
  87882.9        2129.29        16.2918        59.8084        9.34964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5501                 NaN
  89398.0        2129.29        16.2727        59.8107        9.28177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6347                 NaN
  90913.0        2129.29        16.2671        59.8122        9.22816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6925                 NaN
  92428.1        2129.29        16.1781        59.8157        9.18616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8200                 NaN
