|6.6.6
peridotite_hp02_2.tab                                                                               
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
          16
P(bar)         T(K)           Opx(HP)        O(HP)          Cpx(HP)        ab             an             abh            abL            diL            anL            enL            Sp(HP)         ne             Gt(HP)         stv           
  53036.8        913.131        14.2905        59.6205        10.1417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9473                 NaN
  54551.8        913.131        14.2902        59.6188        10.1467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9444                 NaN
  56066.9        913.131        14.2824        59.6185        10.1270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9721                 NaN
  57581.9        913.131        14.2870        59.6169        10.1235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9726                 NaN
  59097.0        913.131        14.2695        59.6161        10.1201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9944                 NaN
  60612.0        913.131        14.2659        59.6148        10.1173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0020                 NaN
  62127.1        913.131        14.2706        59.6138        10.0998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0158                 NaN
  63642.1        913.131        14.2699        59.6126        10.0933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0242                 NaN
  65157.2        913.131        14.2699        59.6116        10.0855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0330                 NaN
  66672.2        913.131        14.2665        59.6103        10.0845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0387                 NaN
  68187.3        913.131        14.2720        59.6091        10.0688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0500                 NaN
  69702.3        913.131        14.2707        59.6078        10.0650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0564                 NaN
  71217.4        913.131        14.2671        59.6068        10.0574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0688                 NaN
  72732.4        913.131        14.2761        59.6051        10.0471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0717                 NaN
  74247.5        913.131        14.2621        59.6047        10.0512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0820                 NaN
  75762.5        913.131        14.2853        59.6029        10.0228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0890                 NaN
  77277.6        913.131        14.2837        59.6012        10.0217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0934                 NaN
  78792.6        913.131        14.2940        59.6004        10.0076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0981                 NaN
  80307.7        913.131        14.3015        59.5990        9.99609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1034                 NaN
  81822.7        913.131        14.3146        59.5974        9.97887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1092                 NaN
  83337.8        913.131        14.3175        59.5960        9.96836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1181                 NaN
  84852.8        913.131        14.3232        59.5946        9.95813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1242                 NaN
  86367.9        913.131        14.3411        59.5933        9.93894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1267                 NaN
  87882.9        913.131        14.3536        59.5921        9.92216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1322                 NaN
  89398.0        913.131        14.3584        59.5907        9.91519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1357                 NaN
  90913.0        913.131        14.3700        59.5893        9.89645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1443                 NaN
  92428.1        913.131        14.3724        59.5883        9.89252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1467                 NaN
  93943.1        913.131        14.3860        59.5865        9.87569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1518                 NaN
  95458.2        913.131        14.3936        59.5854        9.86080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1602                 NaN
  96973.2        913.131        14.4159        59.5842        9.83419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1657                 NaN
  98488.3        913.131        14.4340        59.5826        9.81239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1710                 NaN
  100003.        913.131        14.4395        59.5810        9.80503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1745                 NaN
  101518.        913.131        14.4517        59.5796        9.79067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1780                 NaN
  103033.        913.131        14.4688        59.5786        9.76758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1850                 NaN
  104548.        913.131        14.4695        59.5777        9.76412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1886                 NaN
  106064.        913.131        14.4974        59.5760        9.73203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1946                 NaN
  107579.        913.131        14.4995        59.5751        9.72709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1983                 NaN
  109094.        913.131        14.5233        59.5731        9.69945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2042                 NaN
  110609.        913.131        14.4827        59.5727        9.74011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2045                 NaN
  112124.        913.131        14.5561        59.5705        9.65940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2140                 NaN
  113639.        913.131        14.5738        59.5692        9.63820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2188                 NaN
  115154.        913.131        14.5892        59.5680        9.61928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2235                 NaN
  116669.        913.131        14.6125        59.5666        9.59219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2286                 NaN
  118184.        913.131        14.6348        59.5653        9.56596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2339                 NaN
  119699.        913.131        14.6524        59.5641        9.54482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2386                 NaN
  121214.        913.131        14.6718        59.5627        9.52191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2436                 NaN
  122729.        913.131        14.6911        59.5613        9.49907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2486                 NaN
  124244.        913.131        14.7114        59.5602        9.47513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2533                 NaN
  125759.        913.131        14.7322        59.5588        9.45058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2584                 NaN
  127274.        913.131        14.7542        59.5574        9.42485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2636                 NaN
  128789.        913.131        14.7751        59.5561        9.40031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2685                 NaN
  130304.        913.131        14.7957        59.5538        9.37641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2740                 NaN
  131819.        913.131        14.8169        59.5534        9.35138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2783                 NaN
  133334.        913.131        14.8361        59.5514        9.32881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2836                 NaN
  134849.        913.131        14.8467        59.5504        9.31535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2876                 NaN
  136365.        913.131        14.8881        59.5491        9.26891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2939                 NaN
  137880.        913.131        14.9033        59.5481        9.25034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2983                 NaN
  139395.        913.131        14.9312        59.5469        9.21869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3032                 NaN
  140910.        913.131        14.9321        59.5461        9.21554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3063                 NaN
  142425.        913.131                 NaN   70.7935        9.15953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4446        3.60234     
  143940.        913.131                 NaN   71.0072        8.85167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4682        3.67297     
  145455.        913.131                 NaN   71.2541        8.49628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4952        3.75437     
  146970.        913.131                 NaN   71.6040        7.99626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5314        3.86838     
  148485.        913.131                 NaN   71.7563        7.77367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5500        3.92003     
  150000.        913.131                 NaN   72.0664        7.33036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5819        4.02138     
  10.0000        927.273        18.9614        63.3629        4.35635        1.24940        12.0699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        927.273        19.4828        63.1090        4.88753        1.14520        11.3755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        927.273        20.1170        62.7976        5.53127        1.00028        10.5538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        927.273        27.8716        55.6224        13.2986       0.129259                 NaN            NaN            NaN            NaN            NaN            NaN   3.07810                 NaN            NaN            NaN
  6070.20        927.273        27.9545        55.5642        13.3813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.09999                 NaN            NaN            NaN
  7585.25        927.273        27.9493        55.5405        13.3831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12705                 NaN            NaN            NaN
  9100.30        927.273        27.9449        55.5121        13.3844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15866                 NaN            NaN            NaN
  10615.4        927.273        27.9393        55.4940        13.3857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18100                 NaN            NaN            NaN
  12130.4        927.273        18.1746        59.4435        11.4580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9239                 NaN
  13645.5        927.273        17.5771        59.4750        11.2999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6480                 NaN
  15160.5        927.273        17.2163        59.4946        11.1784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1107                 NaN
  16675.6        927.273        16.8255        59.5152        11.0669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5925                 NaN
  18190.6        927.273        16.6401        59.5254        10.9877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8469                 NaN
  19705.7        927.273        16.6876        59.5231        10.9888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8006                 NaN
  21220.7        927.273        15.9636        59.5599        10.8012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6753                 NaN
  22735.8        927.273        15.5784        59.5796        10.6706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1714                 NaN
  24250.8        927.273        15.5183        59.5820        10.6339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2658                 NaN
  25765.9        927.273        15.4410        59.5847        10.6247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3496                 NaN
  27280.9        927.273        15.1849        59.5976        10.5249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6926                 NaN
  28796.0        927.273        14.9498        59.6090        10.4491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9920                 NaN
  30311.0        927.273        14.8924        59.6120        10.3881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1075                 NaN
  31826.1        927.273        14.8575        59.6123        10.3870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1431                 NaN
  33341.1        927.273        14.7692        59.6160        10.3487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2661                 NaN
  34856.2        927.273        14.7671        59.6149        10.3522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2658                 NaN
  36371.2        927.273        14.5915        59.6231        10.2785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5069                 NaN
  37886.3        927.273        14.5757        59.6236        10.2343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5664                 NaN
  39401.3        927.273        14.5318        59.6226        10.2718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5738                 NaN
  40916.4        927.273        14.5141        59.6220        10.2718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5921                 NaN
  42431.4        927.273        14.5063        59.6226        10.2236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6475                 NaN
  43946.5        927.273        14.4189        59.6245        10.2269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7297                 NaN
  45461.5        927.273        14.3797        59.6256        10.1954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7993                 NaN
  46976.6        927.273        14.3903        59.6242        10.1837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8018                 NaN
  48491.6        927.273        14.3646        59.6242        10.1747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8365                 NaN
  50006.7        927.273        14.3468        59.6235        10.1830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8467                 NaN
  51521.7        927.273        14.3074        59.6241        10.1604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9081                 NaN
  53036.8        927.273        14.2982        59.6237        10.1489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9292                 NaN
  54551.8        927.273        14.2995        59.6214        10.1548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9242                 NaN
  56066.9        927.273        14.2980        59.6201        10.1507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9312                 NaN
  57581.9        927.273        14.2890        59.6201        10.1380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9529                 NaN
  59097.0        927.273        14.2810        59.6190        10.1279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9721                 NaN
  60612.0        927.273        14.2763        59.6177        10.1225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9835                 NaN
  62127.1        927.273        14.2633        59.6172        10.1139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0057                 NaN
  63642.1        927.273        14.2646        59.6157        10.1107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0090                 NaN
  65157.2        927.273        14.2703        59.6150        10.0945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0202                 NaN
  66672.2        927.273        14.2713        59.6136        10.0847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0304                 NaN
  68187.3        927.273        14.2764        59.6123        10.0754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0359                 NaN
  69702.3        927.273        14.2704        59.6113        10.0695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0488                 NaN
  71217.4        927.273        14.2646        59.6107        10.0640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0607                 NaN
  72732.4        927.273        14.2798        59.6090        10.0453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0660                 NaN
  74247.5        927.273        14.2846        59.6079        10.0331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0744                 NaN
  75762.5        927.273        14.2979        59.6059        10.0228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0734                 NaN
  77277.6        927.273        14.2996        59.6047        10.0133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0824                 NaN
  78792.6        927.273        14.2912        59.6045        10.0078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0965                 NaN
  80307.7        927.273        14.3051        59.6025        9.99123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1012                 NaN
  81822.7        927.273        14.3120        59.6016        9.97779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1086                 NaN
  83337.8        927.273        14.3229        59.6002        9.96489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1120                 NaN
  84852.8        927.273        14.3273        59.5987        9.95567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1183                 NaN
  86367.9        927.273        14.3420        59.5976        9.93912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1213                 NaN
  87882.9        927.273        14.3560        59.5960        9.91788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1302                 NaN
  89398.0        927.273        14.3576        59.5945        9.91311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1348                 NaN
  90913.0        927.273        14.3672        59.5930        9.90018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1396                 NaN
  92428.1        927.273        14.3714        59.5924        9.89263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1436                 NaN
  93943.1        927.273        14.3942        59.5904        9.86487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1505                 NaN
  95458.2        927.273        14.4088        59.5893        9.84420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1578                 NaN
  96973.2        927.273        14.4198        59.5877        9.83266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1598                 NaN
  98488.3        927.273        14.4344        59.5863        9.81468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1646                 NaN
  100003.        927.273        14.4481        59.5851        9.79643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1704                 NaN
  101518.        927.273        14.4591        59.5839        9.78173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1752                 NaN
  103033.        927.273        14.4745        59.5827        9.76119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1816                 NaN
  104548.        927.273        14.4598        59.5815        9.77364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1851                 NaN
  106064.        927.273        14.4994        59.5797        9.72889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1920                 NaN
  107579.        927.273        14.5223        59.5791        9.70183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1968                 NaN
  109094.        927.273        14.5243        59.5775        9.69719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2010                 NaN
  110609.        927.273        14.5461        59.5760        9.67155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2063                 NaN
  112124.        927.273        14.5643        59.5749        9.64953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2112                 NaN
  113639.        927.273        14.5741        59.5740        9.63677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2151                 NaN
  115154.        927.273        14.5801        59.5727        9.62783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2194                 NaN
  116669.        927.273        14.6242        59.5707        9.57864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2264                 NaN
  118184.        927.273        14.6378        59.5694        9.56180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2310                 NaN
  119699.        927.273        14.6173        59.5687        9.58128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2328                 NaN
  121214.        927.273        14.6792        59.5675        9.51295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2403                 NaN
  122729.        927.273        14.6976        59.5657        9.49100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2457                 NaN
  124244.        927.273        14.7041        59.5646        9.48174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2496                 NaN
  125759.        927.273        14.7214        59.5630        9.46105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2545                 NaN
  127274.        927.273        14.7591        59.5615        9.41862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2607                 NaN
  128789.        927.273        14.7767        59.5604        9.39760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2653                 NaN
  130304.        927.273        14.8031        59.5589        9.36732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2708                 NaN
  131819.        927.273        14.8204        59.5575        9.34659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2754                 NaN
  133334.        927.273        14.8438        59.5564        9.31935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2804                 NaN
  134849.        927.273        14.8530        59.5561        9.30715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2837                 NaN
  136365.        927.273        14.8953        59.5541        9.25991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2907                 NaN
  137880.        927.273        14.9227        59.5537        9.22853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2951                 NaN
  139395.        927.273        14.9375        59.5516        9.21074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3001                 NaN
  140910.        927.273        14.9635        59.5513        9.18051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3047                 NaN
  142425.        927.273        14.9883        59.5493        9.15222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3102                 NaN
  143940.        927.273                 NaN   70.9397        8.95332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4577        3.64927     
  145455.        927.273                 NaN   71.1432        8.65968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4804        3.71674     
  146970.        927.273                 NaN   71.4609        8.20497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5136        3.82052     
  148485.        927.273                 NaN   71.7267        7.82328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5421        3.90793     
  150000.        927.273                 NaN   71.9365        7.52055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5653        3.97762     
  10.0000        941.414        18.9873        63.3526        4.38352        1.24942        12.0272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.05        941.414        19.5724        63.0672        4.97797        1.11657        11.2659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  3040.10        941.414        20.2903        62.7135        5.70738       0.963945        10.3249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4555.15        941.414        27.8507        55.7520        13.2837       0.147125                 NaN            NaN            NaN            NaN            NaN            NaN   2.96647                 NaN            NaN            NaN
  6070.20        941.414        27.9474        55.6641        13.3788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.00964                 NaN            NaN            NaN
  7585.25        941.414        27.9423        55.6409        13.3802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03663                 NaN            NaN            NaN
  9100.30        941.414        27.9370        55.6190        13.3816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06239                 NaN            NaN            NaN
  10615.4        941.414        27.9327        55.5888        13.3830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.09555                 NaN            NaN            NaN
  12130.4        941.414        18.3785        59.4353        11.5109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6754                 NaN
  13645.5        941.414        17.7379        59.4694        11.3355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4571                 NaN
  15160.5        941.414        17.3086        59.4921        11.2269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9724                 NaN
  16675.6        941.414        17.0523        59.5065        11.1143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3269                 NaN
  18190.6        941.414        17.0385        59.5081        11.0741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3793                 NaN
  19705.7        941.414        16.8590        59.5170        11.0387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5853                 NaN
  21220.7        941.414        16.5188        59.5349        10.9062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0400                 NaN
  22735.8        941.414        16.0333        59.5596        10.7663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6408                 NaN
  24250.8        941.414        15.6526        59.5768        10.7226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0479                 NaN
  25765.9        941.414        15.5582        59.5819        10.6493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2106                 NaN
  27280.9        941.414        15.2926        59.5949        10.5730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5395                 NaN
  28796.0        941.414        15.1160        59.6035        10.5048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7757                 NaN
  30311.0        941.414        15.0945        59.6037        10.4763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8254                 NaN
  31826.1        941.414        14.9152        59.6123        10.4104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0622                 NaN
  33341.1        941.414        14.7820        59.6184        10.3540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2456                 NaN
