|6.6.6
peridotite_hp02_1.tab                                                                               
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  22735.8        983.838        3376.18        8.18712        4.66821     
  24250.8        983.838        3381.05        8.20236        4.67469     
  25765.9        983.838        3385.70        8.21655        4.68079     
  27280.9        983.838        3390.15        8.22988        4.68657     
  28796.0        983.838        3394.69        8.24369        4.69253     
  30311.0        983.838        3399.48        8.25878        4.69900     
  31826.1        983.838        3403.95        8.27236        4.70487     
  33341.1        983.838        3408.30        8.28545        4.71056     
  34856.2        983.838        3412.23        8.29652        4.71556     
  36371.2        983.838        3416.70        8.31029        4.72157     
  37886.3        983.838        3420.93        8.32294        4.72714     
  39401.3        983.838        3425.16        8.33562        4.73260     
  40916.4        983.838        3429.36        8.34822        4.73830     
  42431.4        983.838        3433.34        8.35977        4.74329     
  43946.5        983.838        3437.59        8.37270        4.74904     
  45461.5        983.838        3441.64        8.38470        4.75428     
  46976.6        983.838        3445.67        8.39665        4.75955     
  48491.6        983.838        3449.68        8.40851        4.76486     
  50006.7        983.838        3453.56        8.41981        4.76993     
  51521.7        983.838        3457.62        8.43201        4.77534     
  53036.8        983.838        3461.50        8.44342        4.78033     
  54551.8        983.838        3465.43        8.45508        4.78564     
  56066.9        983.838        3469.34        8.46671        4.79077     
  57581.9        983.838        3473.20        8.47805        4.79593     
  59097.0        983.838        3477.10        8.48970        4.80101     
  60612.0        983.838        3480.94        8.50107        4.80616     
  62127.1        983.838        3484.77        8.51242        4.81131     
  63642.1        983.838        3488.58        8.52376        4.81641     
  65157.2        983.838        3492.37        8.53498        4.82146     
  66672.2        983.838        3496.17        8.54631        4.82657     
  68187.3        983.838        3499.94        8.55752        4.83166     
  69702.3        983.838        3503.70        8.56871        4.83675     
  71217.4        983.838        3507.45        8.57990        4.84183     
  72732.4        983.838        3511.19        8.59106        4.84691     
  74247.5        983.838        3514.91        8.60217        4.85194     
  75762.5        983.838        3518.61        8.61322        4.85691     
  77277.6        983.838        3522.33        8.62439        4.86210     
  78792.6        983.838        3526.01        8.63539        4.86706     
  80307.7        983.838        3529.67        8.64636        4.87195     
  81822.7        983.838        3533.34        8.65737        4.87698     
  83337.8        983.838        3537.00        8.66836        4.88204     
  84852.8        983.838        3540.64        8.67933        4.88710     
  86367.9        983.838        3544.27        8.69023        4.89212     
  87882.9        983.838        3547.88        8.70111        4.89712     
  89398.0        983.838        3551.49        8.71197        4.90211     
  90913.0        983.838        3555.08        8.72282        4.90714     
  92428.1        983.838        3558.68        8.73369        4.91217     
  93943.1        983.838        3562.25        8.74445        4.91714     
  95458.2        983.838        3565.81        8.75522        4.92209     
  96973.2        983.838        3569.36        8.76598        4.92704     
  98488.3        983.838        3572.91        8.77675        4.93205     
  100003.        983.838        3576.45        8.78751        4.93705     
  101518.        983.838        3579.97        8.79819        4.94200     
  103033.        983.838        3583.48        8.80885        4.94693     
  104548.        983.838        3586.98        8.81950        4.95186     
  106064.        983.838        3590.48        8.83016        4.95689     
  107579.        983.838        3593.93        8.84068        4.96148     
  109094.        983.838        3597.44        8.85136        4.96674     
  110609.        983.838        3600.87        8.86185        4.97134     
  112124.        983.838        3604.34        8.87244        4.97650     
  113639.        983.838        3607.76        8.88290        4.98113     
  115154.        983.838        3611.16        8.89331        4.98569     
  116669.        983.838        3614.59        8.90381        4.99065     
  118184.        983.838        3618.02        8.91431        4.99569     
  119699.        983.838        3621.44        8.92478        5.00071     
  121214.        983.838        3624.84        8.93525        5.00573     
  122729.        983.838        3628.25        8.94570        5.01079     
  124244.        983.838        3631.63        8.95609        5.01566     
  125759.        983.838        3635.00        8.96646        5.02053     
  127274.        983.838        3638.36        8.97681        5.02539     
  128789.        983.838        3641.71        8.98714        5.03024     
  130304.        983.838        3645.05        8.99744        5.03508     
  131819.        983.838        3648.38        9.00773        5.03993     
  133334.        983.838        3651.71        9.01802        5.04482     
  134849.        983.838        3655.00        9.02819        5.04935     
  136365.        983.838        3658.34        9.03851        5.05453     
  137880.        983.838        3661.61        9.04859        5.05908     
  139395.        983.838        3664.95        9.05902        5.06436     
  140910.        983.838        3668.23        9.06919        5.06915     
  142425.        983.838        3671.50        9.07932        5.07393     
  143940.        983.838        3674.75        9.08939        5.07854     
  145455.        983.838        3678.02        9.09958        5.08352     
  146970.        983.838        3710.39        9.28227        5.18974     
  148485.        983.838        3714.39        9.29665        5.19836     
  150000.        983.838        3718.13        9.30974        5.20592     
  10.0000        997.980        3194.00        7.72473        4.40387     
  1525.05        997.980        3205.74        7.74843        4.42270     
  3040.10        997.980        3217.05        7.77282        4.44012     
  4555.15        997.980        3287.13        7.89874        4.54396     
  6070.20        997.980        3292.54        7.91465        4.55158     
  7585.25        997.980        3297.09        7.92744        4.55678     
  9100.30        997.980        3301.62        7.94020        4.56197     
  10615.4        997.980        3306.14        7.95287        4.56713     
  12130.4        997.980        3334.43        8.04901        4.60842     
  13645.5        997.980        3340.85        8.07075        4.61708     
  15160.5        997.980        3346.78        8.09038        4.62564     
  16675.6        997.980        3353.12        8.11202        4.63439     
  18190.6        997.980        3357.92        8.12653        4.64073     
  19705.7        997.980        3362.70        8.14103        4.64684     
  21220.7        997.980        3368.54        8.16056        4.65504     
  22735.8        997.980        3374.09        8.17890        4.66272     
  24250.8        997.980        3379.19        8.19521        4.66959     
  25765.9        997.980        3383.69        8.20867        4.67542     
  27280.9        997.980        3388.19        8.22220        4.68144     
  28796.0        997.980        3393.22        8.23831        4.68804     
  30311.0        997.980        3397.63        8.25155        4.69389     
  31826.1        997.980        3402.21        8.26564        4.69996     
  33341.1        997.980        3406.47        8.27825        4.70548     
  34856.2        997.980        3410.42        8.28939        4.71055     
  36371.2        997.980        3414.94        8.30337        4.71660     
  37886.3        997.980        3419.38        8.31704        4.72264     
  39401.3        997.980        3423.45        8.32891        4.72772     
  40916.4        997.980        3427.67        8.34160        4.73340     
  42431.4        997.980        3431.64        8.35307        4.73841     
  43946.5        997.980        3435.96        8.36634        4.74428     
  45461.5        997.980        3440.00        8.37826        4.74944     
  46976.6        997.980        3444.06        8.39033        4.75477     
  48491.6        997.980        3448.04        8.40206        4.76008     
  50006.7        997.980        3451.94        8.41341        4.76506     
  51521.7        997.980        3456.04        8.42580        4.77064     
  53036.8        997.980        3459.97        8.43741        4.77580     
  54551.8        997.980        3463.90        8.44907        4.78100     
  56066.9        997.980        3467.78        8.46047        4.78598     
  57581.9        997.980        3471.63        8.47178        4.79116     
  59097.0        997.980        3475.57        8.48361        4.79636     
  60612.0        997.980        3479.40        8.49492        4.80154     
  62127.1        997.980        3483.25        8.50635        4.80668     
  63642.1        997.980        3487.06        8.51764        4.81176     
  65157.2        997.980        3490.85        8.52885        4.81693     
  66672.2        997.980        3494.68        8.54031        4.82201     
  68187.3        997.980        3498.44        8.55145        4.82706     
  69702.3        997.980        3502.22        8.56271        4.83218     
  71217.4        997.980        3505.98        8.57391        4.83727     
  72732.4        997.980        3509.71        8.58506        4.84231     
  74247.5        997.980        3513.44        8.59618        4.84735     
  75762.5        997.980        3517.18        8.60737        4.85267     
  77277.6        997.980        3520.87        8.61840        4.85757     
  78792.6        997.980        3524.57        8.62952        4.86250     
  80307.7        997.980        3528.23        8.64042        4.86741     
  81822.7        997.980        3531.90        8.65144        4.87244     
  83337.8        997.980        3535.56        8.66240        4.87746     
  84852.8        997.980        3539.21        8.67341        4.88256     
  86367.9        997.980        3542.84        8.68432        4.88756     
  87882.9        997.980        3546.46        8.69518        4.89259     
  89398.0        997.980        3550.07        8.70605        4.89754     
  90913.0        997.980        3553.68        8.71694        4.90264     
  92428.1        997.980        3557.27        8.72780        4.90765     
  93943.1        997.980        3560.84        8.73857        4.91260     
  95458.2        997.980        3564.41        8.74934        4.91755     
  96973.2        997.980        3567.96        8.76008        4.92246     
  98488.3        997.980        3571.53        8.77092        4.92757     
  100003.        997.980        3575.06        8.78163        4.93251     
  101518.        997.980        3578.59        8.79232        4.93745     
  103033.        997.980        3582.10        8.80298        4.94237     
  104548.        997.980        3585.61        8.81364        4.94733     
  106064.        997.980        3589.13        8.82438        4.95251     
  107579.        997.980        3592.55        8.83477        4.95684     
  109094.        997.980        3596.08        8.84553        4.96228     
  110609.        997.980        3599.54        8.85607        4.96709     
  112124.        997.980        3602.99        8.86663        4.97200     
  113639.        997.980        3606.44        8.87714        4.97687     
  115154.        997.980        3609.83        8.88754        4.98131     
  116669.        997.980        3613.26        8.89802        4.98619     
  118184.        997.980        3616.70        8.90856        4.99137     
  119699.        997.980        3620.11        8.91900        4.99626     
  121214.        997.980        3623.54        8.92951        5.00142     
  122729.        997.980        3626.93        8.93992        5.00631     
  124244.        997.980        3630.31        8.95030        5.01119     
  125759.        997.980        3633.68        8.96069        5.01603     
  127274.        997.980        3637.05        8.97104        5.02093     
  128789.        997.980        3640.40        8.98136        5.02574     
  130304.        997.980        3643.75        8.99167        5.03058     
  131819.        997.980        3647.08        9.00196        5.03542     
  133334.        997.980        3650.45        9.01236        5.04061     
  134849.        997.980        3653.70        9.02242        5.04481     
  136365.        997.980        3657.05        9.03275        5.05001     
  137880.        997.980        3660.35        9.04298        5.05484     
  139395.        997.980        3663.65        9.05319        5.05968     
  140910.        997.980        3666.96        9.06346        5.06467     
  142425.        997.980        3670.23        9.07361        5.06946     
  143940.        997.980        3673.49        9.08369        5.07415     
  145455.        997.980        3676.75        9.09384        5.07900     
  146970.        997.980        3709.04        9.27625        5.18481     
  148485.        997.980        3712.64        9.28861        5.19169     
  150000.        997.980        3716.56        9.30256        5.20008     
  10.0000        1012.12        3192.61        7.71876        4.39962     
  1525.05        1012.12        3203.82        7.74180        4.41773     
  3040.10        1012.12        3216.28        7.76788        4.43682     
  4555.15        1012.12        3227.08        7.79108        4.45301     
  6070.20        1012.12        3290.76        7.90737        4.54661     
  7585.25        1012.12        3295.33        7.92017        4.55182     
  9100.30        1012.12        3299.87        7.93293        4.55704     
  10615.4        1012.12        3304.39        7.94565        4.56223     
  12130.4        1012.12        3332.15        8.04014        4.60257     
  13645.5        1012.12        3338.85        8.06319        4.61217     
  15160.5        1012.12        3344.87        8.08317        4.62045     
  16675.6        1012.12        3349.89        8.09855        4.62692     
  18190.6        1012.12        3355.77        8.11813        4.63509     
  19705.7        1012.12        3359.53        8.12766        4.63936     
  21220.7        1012.12        3365.48        8.14776        4.64774     
  22735.8        1012.12        3371.99        8.17067        4.65723     
  24250.8        1012.12        3376.45        8.18381        4.66286     
  25765.9        1012.12        3381.34        8.19910        4.66939     
  27280.9        1012.12        3386.67        8.21659        4.67675     
  28796.0        1012.12        3391.02        8.22946        4.68250     
  30311.0        1012.12        3395.48        8.24289        4.68843     
  31826.1        1012.12        3400.41        8.25864        4.69494     
  33341.1        1012.12        3404.79        8.27183        4.70063     
  34856.2        1012.12        3408.73        8.28288        4.70567     
  36371.2        1012.12        3413.25        8.29685        4.71166     
  37886.3        1012.12        3417.64        8.31021        4.71762     
  39401.3        1012.12        3421.68        8.32191        4.72271     
  40916.4        1012.12        3425.87        8.33442        4.72820     
  42431.4        1012.12        3430.06        8.34699        4.73371     
  43946.5        1012.12        3434.28        8.35969        4.73930     
  45461.5        1012.12        3438.40        8.37203        4.74470     
  46976.6        1012.12        3442.32        8.38334        4.74985     
  48491.6        1012.12        3446.46        8.39587        4.75532     
  50006.7        1012.12        3450.36        8.40720        4.76038     
  51521.7        1012.12        3454.35        8.41900        4.76569     
  53036.8        1012.12        3458.32        8.43078        4.77095     
  54551.8        1012.12        3462.34        8.44284        4.77631     
  56066.9        1012.12        3466.18        8.45405        4.78133     
  57581.9        1012.12        3470.09        8.46569        4.78653     
  59097.0        1012.12        3474.01        8.47737        4.79181     
  60612.0        1012.12        3477.89        8.48892        4.79697     
  62127.1        1012.12        3481.73        8.50029        4.80208     
  63642.1        1012.12        3485.54        8.51154        4.80724     
  65157.2        1012.12        3489.34        8.52277        4.81230     
  66672.2        1012.12        3493.17        8.53418        4.81742     
  68187.3        1012.12        3496.95        8.54544        4.82251     
  69702.3        1012.12        3500.75        8.55677        4.82775     
  71217.4        1012.12        3504.49        8.56788        4.83254     
  72732.4        1012.12        3508.25        8.57909        4.83775     
  74247.5        1012.12        3511.99        8.59026        4.84303     
  75762.5        1012.12        3515.71        8.60135        4.84804     
  77277.6        1012.12        3519.40        8.61238        4.85286     
  78792.6        1012.12        3523.10        8.62346        4.85792     
  80307.7        1012.12        3526.79        8.63450        4.86305     
  81822.7        1012.12        3530.46        8.64550        4.86804     
  83337.8        1012.12        3534.14        8.65656        4.87310     
  84852.8        1012.12        3537.79        8.66751        4.87813     
  86367.9        1012.12        3541.42        8.67842        4.88313     
  87882.9        1012.12        3545.05        8.68930        4.88814     
  89398.0        1012.12        3548.68        8.70025        4.89322     
  90913.0        1012.12        3552.28        8.71109        4.89817     
  92428.1        1012.12        3555.87        8.72193        4.90318     
  93943.1        1012.12        3559.46        8.73274        4.90820     
  95458.2        1012.12        3563.03        8.74352        4.91314     
  96973.2        1012.12        3566.59        8.75430        4.91815     
  98488.3        1012.12        3570.14        8.76504        4.92310     
  100003.        1012.12        3573.68        8.77575        4.92805     
  101518.        1012.12        3577.20        8.78642        4.93290     
  103033.        1012.12        3580.72        8.79710        4.93779     
  104548.        1012.12        3584.24        8.80778        4.94287     
  106064.        1012.12        3587.75        8.81850        4.94793     
  107579.        1012.12        3591.20        8.82894        4.95243     
  109094.        1012.12        3594.71        8.83965        4.95771     
  110609.        1012.12        3598.18        8.85023        4.96263     
  112124.        1012.12        3601.65        8.86082        4.96754     
  113639.        1012.12        3605.09        8.87131        4.97238     
  115154.        1012.12        3608.54        8.88188        4.97740     
  116669.        1012.12        3611.98        8.89239        4.98232     
  118184.        1012.12        3615.40        8.90285        4.98720     
  119699.        1012.12        3618.81        8.91329        4.99206     
  121214.        1012.12        3622.20        8.92367        4.99684     
  122729.        1012.12        3625.62        8.93417        5.00194     
  124244.        1012.12        3628.99        8.94452        5.00670     
  125759.        1012.12        3632.37        8.95489        5.01156     
  127274.        1012.12        3635.75        8.96530        5.01659     
  128789.        1012.12        3639.09        8.97557        5.02126     
  130304.        1012.12        3642.45        8.98592        5.02617     
  131819.        1012.12        3645.80        8.99625        5.03116     
  133334.        1012.12        3649.13        9.00652        5.03596     
  134849.        1012.12        3652.46        9.01680        5.04082     
  136365.        1012.12        3655.75        9.02695        5.04548     
  137880.        1012.12        3659.05        9.03714        5.05020     
  139395.        1012.12        3662.37        9.04744        5.05521     
  140910.        1012.12        3665.65        9.05761        5.05999     
  142425.        1012.12        3668.94        9.06776        5.06480     
  143940.        1012.12        3672.22        9.07795        5.06967     
  145455.        1012.12        3675.47        9.08805        5.07442     
  146970.        1012.12        3678.72        9.09814        5.07916     
  148485.        1012.12        3711.25        9.28229        5.18669     
  150000.        1012.12        3715.00        9.29536        5.19424     
  10.0000        1026.26        3191.19        7.71278        4.39533     
  1525.05        1026.26        3203.13        7.73674        4.41441     
  3040.10        1026.26        3215.21        7.76207        4.43282     
  4555.15        1026.26        3225.88        7.78525        4.44890     
  6070.20        1026.26        3288.98        7.90015        4.54167     
  7585.25        1026.26        3293.56        7.91297        4.54690     
  9100.30        1026.26        3298.11        7.92570        4.55210     
  10615.4        1026.26        3302.64        7.93848        4.55731     
  12130.4        1026.26        3329.81        8.03100        4.59675     
  13645.5        1026.26        3336.65        8.05466        4.60650     
  15160.5        1026.26        3342.91        8.07572        4.61526     
  16675.6        1026.26        3347.79        8.09041        4.62147     
  18190.6        1026.26        3353.59        8.10957        4.62950     
  19705.7        1026.26        3357.74        8.12096        4.63445     
  21220.7        1026.26        3363.72        8.14115        4.64287     
  22735.8        1026.26        3370.46        8.16509        4.65274     
  24250.8        1026.26        3375.38        8.18048        4.65926     
  25765.9        1026.26        3379.83        8.19361        4.66482     
  27280.9        1026.26        3384.46        8.20773        4.67110     
  28796.0        1026.26        3389.26        8.22271        4.67746     
  30311.0        1026.26        3393.94        8.23716        4.68367     
  31826.1        1026.26        3398.66        8.25186        4.68996     
  33341.1        1026.26        3403.05        8.26506        4.69569     
  34856.2        1026.26        3407.04        8.27637        4.70077     
  36371.2        1026.26        3411.57        8.29037        4.70683     
  37886.3        1026.26        3415.77        8.30275        4.71237     
  39401.3        1026.26        3420.03        8.31550        4.71791     
  40916.4        1026.26        3424.36        8.32870        4.72363     
  42431.4        1026.26        3428.41        8.34051        4.72894     
  43946.5        1026.26        3432.67        8.35346        4.73455     
  45461.5        1026.26        3436.70        8.36527        4.73985     
  46976.6        1026.26        3440.80        8.37748        4.74519     
  48491.6        1026.26        3444.85        8.38950        4.75052     
  50006.7        1026.26        3448.78        8.40098        4.75572     
  51521.7        1026.26        3452.77        8.41280        4.76091     
  53036.8        1026.26        3456.80        8.42484        4.76633     
  54551.8        1026.26        3460.71        8.43633        4.77145     
  56066.9        1026.26        3464.69        8.44820        4.77680     
  57581.9        1026.26        3468.55        8.45957        4.78188     
  59097.0        1026.26        3472.48        8.47127        4.78718     
  60612.0        1026.26        3476.35        8.48271        4.79221     
  62127.1        1026.26        3480.17        8.49396        4.79739     
  63642.1        1026.26        3484.03        8.50549        4.80249     
  65157.2        1026.26        3487.84        8.51673        4.80757     
  66672.2        1026.26        3491.67        8.52818        4.81271     
  68187.3        1026.26        3495.46        8.53940        4.81783     
  69702.3        1026.26        3499.24        8.55064        4.82299     
  71217.4        1026.26        3503.01        8.56185        4.82800     
  72732.4        1026.26        3506.75        8.57299        4.83308     
  74247.5        1026.26        3510.50        8.58418        4.83815     
  75762.5        1026.26        3514.22        8.59526        4.84329     
  77277.6        1026.26        3517.93        8.60633        4.84826     
  78792.6        1026.26        3521.64        8.61742        4.85327     
  80307.7        1026.26        3525.34        8.62852        4.85838     
  81822.7        1026.26        3529.00        8.63946        4.86333     
  83337.8        1026.26        3532.68        8.65049        4.86842     
  84852.8        1026.26        3536.34        8.66152        4.87345     
  86367.9        1026.26        3539.97        8.67237        4.87840     
  87882.9        1026.26        3543.61        8.68329        4.88345     
  89398.0        1026.26        3547.24        8.69423        4.88851     
  90913.0        1026.26        3550.84        8.70507        4.89346     
  92428.1        1026.26        3554.45        8.71595        4.89857     
  93943.1        1026.26        3558.04        8.72677        4.90354     
  95458.2        1026.26        3561.61        8.73756        4.90852     
  96973.2        1026.26        3565.18        8.74834        4.91351     
  98488.3        1026.26        3568.72        8.75900        4.91827     
  100003.        1026.26        3572.28        8.76981        4.92342     
  101518.        1026.26        3575.81        8.78049        4.92824     
  103033.        1026.26        3579.33        8.79119        4.93324     
  104548.        1026.26        3582.87        8.80193        4.93839     
  106064.        1026.26        3586.36        8.81253        4.94323     
  107579.        1026.26        3589.84        8.82310        4.94806     
  109094.        1026.26        3593.32        8.83369        4.95287     
  110609.        1026.26        3596.81        8.84432        4.95798     
  112124.        1026.26        3600.28        8.85492        4.96294     
  113639.        1026.26        3603.73        8.86542        4.96779     
  115154.        1026.26        3607.18        8.87595        4.97267     
  116669.        1026.26        3610.61        8.88643        4.97754     
  118184.        1026.26        3614.04        8.89693        4.98253     
  119699.        1026.26        3617.47        8.90743        4.98751     
  121214.        1026.26        3620.87        8.91784        4.99235     
  122729.        1026.26        3624.26        8.92822        4.99712     
  124244.        1026.26        3627.66        8.93865        5.00208     
  125759.        1026.26        3631.04        8.94904        5.00698     
  127274.        1026.26        3634.42        8.95943        5.01191     
  128789.        1026.26        3637.78        8.96973        5.01674     
  130304.        1026.26        3641.13        8.98007        5.02158     
  131819.        1026.26        3644.49        8.99042        5.02659     
  133334.        1026.26        3647.81        9.00066        5.03127     
  134849.        1026.26        3651.16        9.01098        5.03627     
  136365.        1026.26        3654.45        9.02112        5.04087     
  137880.        1026.26        3657.77        9.03141        5.04581     
  139395.        1026.26        3661.08        9.04163        5.05065     
  140910.        1026.26        3664.37        9.05181        5.05544     
  142425.        1026.26        3667.65        9.06196        5.06027     
  143940.        1026.26        3670.93        9.07214        5.06509     
  145455.        1026.26        3674.20        9.08227        5.06989     
  146970.        1026.26        3677.45        9.09235        5.07461     
  148485.        1026.26        3709.97        9.27658        5.18232     
  150000.        1026.26        3713.42        9.28816        5.18840     
  10.0000        1040.40        3189.77        7.70675        4.39104     
  1525.05        1040.40        3198.86        7.72654        4.40594     
  3040.10        1040.40        3211.66        7.75309        4.42552     
  4555.15        1040.40        3224.82        7.77955        4.44497     
  6070.20        1040.40        3287.20        7.89283        4.53671     
  7585.25        1040.40        3291.79        7.90569        4.54189     
  9100.30        1040.40        3296.35        7.91855        4.54718     
  10615.4        1040.40        3300.89        7.93129        4.55234     
  12130.4        1040.40        3327.02        8.01999        4.59011     
  13645.5        1040.40        3333.91        8.04357        4.59988     
  15160.5        1040.40        3339.45        8.06123        4.60730     
  16675.6        1040.40        3346.28        8.08506        4.61693     
  18190.6        1040.40        3351.32        8.10059        4.62369     
  19705.7        1040.40        3355.95        8.11422        4.62952     
  21220.7        1040.40        3362.18        8.13559        4.63840     
  22735.8        1040.40        3368.54        8.15769        4.64757     
  24250.8        1040.40        3373.48        8.17309        4.65410     
  25765.9        1040.40        3377.86        8.18590        4.65958     
  27280.9        1040.40        3382.69        8.20095        4.66614     
  28796.0        1040.40        3387.34        8.21517        4.67227     
  30311.0        1040.40        3392.06        8.22980        4.67853     
  31826.1        1040.40        3396.85        8.24482        4.68489     
  33341.1        1040.40        3401.32        8.25837        4.69084     
  34856.2        1040.40        3405.22        8.26922        4.69575     
  36371.2        1040.40        3409.78        8.28331        4.70179     
  37886.3        1040.40        3414.09        8.29622        4.70751     
  39401.3        1040.40        3418.53        8.30986        4.71341     
  40916.4        1040.40        3422.58        8.32159        4.71859     
  42431.4        1040.40        3426.70        8.33378        4.72395     
  43946.5        1040.40        3431.03        8.34702        4.72974     
  45461.5        1040.40        3435.08        8.35890        4.73505     
  46976.6        1040.40        3439.15        8.37098        4.74039     
  48491.6        1040.40        3443.24        8.38317        4.74575     
  50006.7        1040.40        3447.13        8.39439        4.75090     
  51521.7        1040.40        3451.23        8.40675        4.75626     
  53036.8        1040.40        3455.17        8.41832        4.76148     
  54551.8        1040.40        3459.20        8.43037        4.76694     
  56066.9        1040.40        3463.07        8.44171        4.77193     
  57581.9        1040.40        3466.96        8.45318        4.77710     
  59097.0        1040.40        3470.94        8.46509        4.78246     
  60612.0        1040.40        3474.80        8.47651        4.78761     
  62127.1        1040.40        3478.65        8.48786        4.79273     
  63642.1        1040.40        3482.53        8.49943        4.79790     
  65157.2        1040.40        3486.31        8.51053        4.80294     
  66672.2        1040.40        3490.18        8.52213        4.80824     
  68187.3        1040.40        3493.94        8.53323        4.81315     
  69702.3        1040.40        3497.74        8.54456        4.81835     
  71217.4        1040.40        3501.51        8.55577        4.82341     
  72732.4        1040.40        3505.27        8.56693        4.82846     
  74247.5        1040.40        3509.01        8.57808        4.83350     
  75762.5        1040.40        3512.75        8.58922        4.83871     
  77277.6        1040.40        3516.47        8.60032        4.84362     
  78792.6        1040.40        3520.17        8.61138        4.84872     
  80307.7        1040.40        3523.88        8.62250        4.85376     
  81822.7        1040.40        3527.55        8.63345        4.85879     
  83337.8        1040.40        3531.25        8.64459        4.86390     
  84852.8        1040.40        3534.89        8.65541        4.86886     
  86367.9        1040.40        3538.55        8.66644        4.87389     
  87882.9        1040.40        3542.19        8.67738        4.87898     
  89398.0        1040.40        3545.81        8.68825        4.88391     
  90913.0        1040.40        3549.42        8.69912        4.88893     
  92428.1        1040.40        3553.03        8.70998        4.89396     
  93943.1        1040.40        3556.61        8.72075        4.89880     
  95458.2        1040.40        3560.21        8.73162        4.90396     
  96973.2        1040.40        3563.78        8.74239        4.90893     
  98488.3        1040.40        3567.34        8.75316        4.91391     
  100003.        1040.40        3570.88        8.76384        4.91882     
  101518.        1040.40        3574.42        8.77458        4.92380     
  103033.        1040.40        3577.95        8.78526        4.92873     
  104548.        1040.40        3581.49        8.79600        4.93381     
  106064.        1040.40        3585.00        8.80666        4.93875     
  107579.        1040.40        3588.49        8.81728        4.94366     
  109094.        1040.40        3591.98        8.82789        4.94857     
  110609.        1040.40        3595.45        8.83845        4.95346     
  112124.        1040.40        3598.92        8.84902        4.95831     
  113639.        1040.40        3602.38        8.85956        4.96330     
  115154.        1040.40        3605.84        8.87011        4.96824     
  116669.        1040.40        3609.27        8.88058        4.97308     
  118184.        1040.40        3612.70        8.89106        4.97800     
  119699.        1040.40        3616.13        8.90155        4.98296     
  121214.        1040.40        3619.54        8.91198        4.98779     
  122729.        1040.40        3622.95        8.92242        4.99279     
  124244.        1040.40        3626.34        8.93282        4.99763     
  125759.        1040.40        3629.72        8.94319        5.00245     
  127274.        1040.40        3633.10        8.95357        5.00733     
  128789.        1040.40        3636.47        8.96392        5.01223     
  130304.        1040.40        3639.82        8.97424        5.01706     
  131819.        1040.40        3643.18        8.98457        5.02203     
  133334.        1040.40        3646.52        8.99484        5.02678     
  134849.        1040.40        3649.85        9.00513        5.03165     
  136365.        1040.40        3653.17        9.01537        5.03644     
  137880.        1040.40        3656.48        9.02560        5.04128     
  139395.        1040.40        3659.79        9.03581        5.04612     
  140910.        1040.40        3663.08        9.04600        5.05090     
  142425.        1040.40        3666.37        9.05617        5.05574     
  143940.        1040.40        3669.67        9.06639        5.06064     
  145455.        1040.40        3672.93        9.07647        5.06536     
  146970.        1040.40        3676.20        9.08662        5.07021     
  148485.        1040.40        3679.45        9.09673        5.07504     
  150000.        1040.40        3711.85        9.28093        5.18256     
  10.0000        1054.55        3188.37        7.70075        4.38676     
  1525.05        1054.55        3199.53        7.72351        4.40466     
  3040.10        1054.55        3208.86        7.74484        4.41908     
  4555.15        1054.55        3223.49        7.77354        4.44072     
  6070.20        1054.55        3285.42        7.88568        4.53173     
  7585.25        1054.55        3290.01        7.89857        4.53700     
  9100.30        1054.55        3294.58        7.91136        4.54223     
  10615.4        1054.55        3299.13        7.92407        4.54743     
  12130.4        1054.55        3321.45        7.99949        4.57948     
  13645.5        1054.55        3331.69        8.03499        4.59434     
  15160.5        1054.55        3338.10        8.05669        4.60322     
  16675.6        1054.55        3344.13        8.07672        4.61160     
  18190.6        1054.55        3349.68        8.09462        4.61908     
  19705.7        1054.55        3353.99        8.10671        4.62433     
  21220.7        1054.55        3359.78        8.12593        4.63240     
  22735.8        1054.55        3366.56        8.15000        4.64229     
  24250.8        1054.55        3371.58        8.16576        4.64898     
  25765.9        1054.55        3376.36        8.18042        4.65524     
  27280.9        1054.55        3380.91        8.19410        4.66118     
  28796.0        1054.55        3385.57        8.20834        4.66731     
  30311.0        1054.55        3390.21        8.22254        4.67343     
  31826.1        1054.55        3395.09        8.23799        4.67994     
  33341.1        1054.55        3399.54        8.25142        4.68582     
  34856.2        1054.55        3403.52        8.26261        4.69088     
  36371.2        1054.55        3408.09        8.27674        4.69691     
  37886.3        1054.55        3412.41        8.28966        4.70258     
  39401.3        1054.55        3416.71        8.30259        4.70827     
  40916.4        1054.55        3420.92        8.31513        4.71378     
  42431.4        1054.55        3425.01        8.32711        4.71910     
  43946.5        1054.55        3429.37        8.34047        4.72493     
  45461.5        1054.55        3433.49        8.35268        4.73031     
  46976.6        1054.55        3437.57        8.36479        4.73567     
  48491.6        1054.55        3441.62        8.37676        4.74099     
  50006.7        1054.55        3445.54        8.38812        4.74617     
  51521.7        1054.55        3449.65        8.40049        4.75157     
  53036.8        1054.55        3453.60        8.41210        4.75682     
  54551.8        1054.55        3457.57        8.42385        4.76203     
  56066.9        1054.55        3461.52        8.43551        4.76726     
  57581.9        1054.55        3465.42        8.44701        4.77248     
  59097.0        1054.55        3469.39        8.45888        4.77778     
  60612.0        1054.55        3473.27        8.47038        4.78293     
